id_commune,target_macron_wins_2022_t2,abstentions_2017_t1,abstentions_2017_t2,blancs_2017_t1,blancs_2017_t2,exprimes_2017_t1,exprimes_2017_t2,inscrits_2017_t1,inscrits_2017_t2,insee_log_2021,insee_log_2022,insee_pop_2021,insee_pop_2022,nuls_2017_t1,nuls_2017_t2,pct_abs_ins_2017_t1,pct_abs_ins_2017_t2,pct_blancs_ins_2017_t1,pct_blancs_ins_2017_t2,pct_nuls_ins_2017_t1,pct_nuls_ins_2017_t2,pct_vot_ins_2017_t1,pct_vot_ins_2017_t2,sec_rate_cambriolages_de_logement_2021,sec_rate_cambriolages_de_logement_2022,sec_rate_destructions_et_degradations_volontaires_2021,sec_rate_destructions_et_degradations_volontaires_2022,sec_rate_escroqueries_et_fraudes_aux_moyens_de_paiement_2021,sec_rate_escroqueries_et_fraudes_aux_moyens_de_paiement_2022,sec_rate_trafic_de_stupefiants_2021,sec_rate_trafic_de_stupefiants_2022,sec_rate_usage_de_stupefiants_2021,sec_rate_usage_de_stupefiants_2022,sec_rate_usage_de_stupefiants_afd_2021,sec_rate_usage_de_stupefiants_afd_2022,sec_rate_violences_physiques_hors_cadre_familial_2021,sec_rate_violences_physiques_hors_cadre_familial_2022,sec_rate_violences_physiques_intrafamiliales_2021,sec_rate_violences_physiques_intrafamiliales_2022,sec_rate_violences_sexuelles_2021,sec_rate_violences_sexuelles_2022,sec_rate_vols_avec_armes_2021,sec_rate_vols_avec_armes_2022,sec_rate_vols_d_accessoires_sur_vehicules_2021,sec_rate_vols_d_accessoires_sur_vehicules_2022,sec_rate_vols_dans_les_vehicules_2021,sec_rate_vols_dans_les_vehicules_2022,sec_rate_vols_de_vehicule_2021,sec_rate_vols_de_vehicule_2022,sec_rate_vols_sans_violence_contre_des_personnes_2021,sec_rate_vols_sans_violence_contre_des_personnes_2022,sec_rate_vols_violents_sans_arme_2021,sec_rate_vols_violents_sans_arme_2022,share_arthaud_2017_t1,share_asselineau_2017_t1,share_cheminade_2017_t1,share_dupont_aignan_2017_t1,share_fillon_2017_t1,share_hamon_2017_t1,share_lassalle_2017_t1,share_le_pen_2017_t1,share_le_pen_2017_t2,share_macron_2017_t1,share_macron_2017_t2,share_melenchon_2017_t1,share_poutou_2017_t1,votants_2017_t1,votants_2017_t2
69-026,1,48.0,65.0,5.0,32.0,291.0,237.0,344.0,344.0,216.0,216.0,535.0,528.0,0.0,10.0,13.95,18.9,1.45,9.3,0.0,2.91,86.05,81.1,5.4772311,5.1599952,3.4469802,3.5081804,4.6269327,5.0485131,0.0,0.0,1.1568634,1.306157,0.0,0.0,1.448111,1.4219906,1.6599958,1.9820933,0.0,0.0,0.0,0.0,1.0621681,1.1839424,1.6728256,0.0,0.0,0.0,0.0,2.2745888,0.0,0.0,0.69,0.34,0.34,6.53,30.24,3.09,1.03,25.77,39.24,21.99,60.76,9.97,0.0,296.0,279.0
69-027,1,2116.0,2313.0,109.0,551.0,6542.0,5733.0,8807.0,8734.0,5713.0,5713.0,12388.0,12330.0,40.0,137.0,24.03,26.48,1.24,6.31,0.45,1.57,75.97,73.52,8.5768695,10.3272511,9.202454,6.6504461,6.7000323,6.4882401,0.2719703,0.3375502,1.2108492,2.919708,1.1494177,1.7948427,1.7759122,2.351987,1.8566355,3.487429,1.1301259,1.459854,0.0,0.0,3.0674847,2.189781,3.2289312,3.568532,2.583145,4.05515,8.1530513,6.8937551,0.2640282,0.3546356,0.49,1.1,0.11,5.0,24.27,5.44,0.69,16.08,25.14,28.11,74.86,17.69,1.02,6691.0,6421.0
69-028,1,662.0,783.0,56.0,336.0,3683.0,3237.0,4416.0,4416.0,2814.0,2814.0,6661.0,6718.0,15.0,60.0,14.99,17.73,1.27,7.61,0.34,1.36,85.01,82.27,15.6338495,17.4104233,3.9033178,4.0190533,6.6056148,5.6564454,0.2719703,0.3375502,1.1568634,1.306157,1.1494177,1.7948427,1.6514037,1.4219906,2.1017865,1.4885383,0.9771534,1.0619796,0.0,0.0,1.0621681,1.1839424,0.9007657,1.0419768,1.9516589,2.6793689,2.5521693,2.6793689,0.2640282,0.3546356,0.24,1.14,0.27,4.64,29.24,5.27,0.71,16.43,28.3,27.26,71.7,14.2,0.6,3754.0,3633.0
69-029,1,5088.0,5763.0,208.0,1167.0,16585.0,14633.0,21948.0,21956.0,19831.0,19831.0,43049.0,42850.0,67.0,393.0,23.18,26.25,0.95,5.32,0.31,1.79,76.82,73.75,8.9757049,11.7995221,12.3580106,9.9883314,7.4101605,7.7712952,0.3716695,0.9801634,4.4135752,3.5239207,3.2056494,2.3570595,5.0175382,3.7339557,2.8107505,3.5239207,1.3240726,1.7502917,0.1626054,0.2333722,2.439081,3.6406068,9.268508,9.4749125,3.5308602,3.0805134,10.8481033,11.1318553,1.9512648,1.5869312,0.46,1.3,0.18,4.2,19.22,7.7,0.8,16.18,25.46,26.87,74.54,22.22,0.86,16860.0,16193.0
69-030,1,94.0,114.0,2.0,51.0,509.0,442.0,622.0,622.0,400.0,400.0,826.0,823.0,17.0,15.0,15.11,18.33,0.32,8.2,2.73,2.41,84.89,81.67,5.4772311,5.1599952,3.4469802,3.5081804,4.6269327,5.0485131,0.0,0.0,1.1568634,0.0,0.0,0.0,1.448111,0.0,1.6599958,1.9820933,0.0,0.0,0.0,0.0,1.0621681,0.0,1.6728256,1.5184457,1.3269747,0.0,2.0730405,2.2745888,0.2640282,0.3546356,0.59,0.79,0.39,10.02,25.93,4.13,1.18,24.95,40.27,15.91,59.73,15.13,0.98,528.0,508.0
69-031,1,113.0,122.0,18.0,83.0,717.0,633.0,853.0,853.0,585.0,585.0,1376.0,1378.0,5.0,15.0,13.25,14.3,2.11,9.73,0.59,1.76,86.75,85.7,5.4772311,5.1599952,3.4469802,3.5081804,4.6269327,5.0485131,0.0,0.0,1.1568634,1.306157,1.1494177,1.7948427,1.448111,0.0,1.6599958,1.9820933,0.9771534,1.0619796,0.0,0.0,1.0621681,1.1839424,1.6728256,1.5184457,1.3269747,1.4076726,2.0730405,2.2745888,0.2640282,0.3546356,0.42,1.95,0.0,13.95,16.46,4.6,1.81,24.55,43.29,20.5,56.71,14.92,0.84,740.0,731.0
69-032,1,267.0,294.0,24.0,121.0,1151.0,999.0,1448.0,1448.0,934.0,934.0,2076.0,2144.0,6.0,34.0,18.44,20.3,1.66,8.36,0.41,2.35,81.56,79.7,5.4772311,5.1599952,4.8169557,5.130597,4.6269327,5.0485131,0.2719703,0.0,1.1568634,1.306157,1.1494177,1.7948427,1.448111,1.4219906,1.6599958,1.9820933,0.9771534,1.0619796,0.0,0.0,1.0621681,1.1839424,1.6728256,1.5184457,1.3269747,1.4076726,2.0730405,2.2745888,0.0,0.0,0.61,0.78,0.09,6.78,24.5,6.17,1.13,25.72,39.34,21.29,60.66,12.16,0.78,1181.0,1154.0
69-033,1,226.0,297.0,26.0,145.0,1707.0,1498.0,1970.0,1970.0,1161.0,1161.0,2937.0,2951.0,11.0,30.0,11.47,15.08,1.32,7.36,0.56,1.52,88.53,84.92,7.7487902,6.8878135,5.4477358,4.7441545,5.4477358,5.7607591,0.0,0.0,1.1568634,1.306157,1.1494177,1.7948427,1.448111,1.4219906,1.6599958,1.9820933,0.9771534,1.0619796,0.1021803,0.0,1.0621681,1.1839424,1.6728256,1.5184457,2.0429009,1.4076726,2.0730405,2.2745888,0.0,0.3546356,0.29,0.35,0.06,5.92,35.97,3.87,0.53,15.58,27.1,27.71,72.9,9.31,0.41,1744.0,1673.0
69-034,1,8106.0,9338.0,299.0,1629.0,23293.0,20355.0,31790.0,31795.0,23180.0,23180.0,43572.0,43479.0,92.0,473.0,25.5,29.37,0.94,5.12,0.29,1.49,74.5,70.63,10.4398101,10.4398101,9.6162673,7.704869,7.390067,8.7168518,0.2719703,0.3375502,0.9409713,1.8169691,0.5049114,1.1499805,1.9966951,2.2539617,1.858992,1.7479703,1.0557239,1.0349824,0.1021803,0.1055371,1.6065363,1.7709699,5.6917286,3.9099335,3.1442211,4.0709308,9.822822,8.8088502,0.665565,0.8049863,0.27,0.83,0.15,3.31,29.32,6.84,0.71,11.03,19.42,30.42,80.58,16.5,0.61,23684.0,22457.0
69-035,1,54.0,63.0,6.0,32.0,253.0,214.0,313.0,313.0,240.0,240.0,376.0,393.0,0.0,4.0,17.25,20.13,1.92,10.22,0.0,1.28,82.75,79.87,5.4772311,5.1599952,3.4469802,3.5081804,4.6269327,5.0485131,0.0,0.0,1.1568634,1.306157,0.0,0.0,0.0,1.4219906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6728256,1.5184457,1.3269747,1.4076726,2.0730405,2.2745888,0.0,0.0,0.4,0.4,0.0,7.51,19.37,6.32,0.79,16.6,32.24,28.46,67.76,18.58,1.58,259.0,250.0
69-036,1,122.0,125.0,20.0,69.0,617.0,560.0,764.0,764.0,498.0,498.0,1138.0,1135.0,5.0,10.0,15.97,16.36,2.62,9.03,0.65,1.31,84.03,83.64,5.4772311,5.1599952,3.4469802,3.5081804,4.6269327,5.2863436,0.2719703,0.3375502,1.1568634,1.306157,0.0,0.0,0.0,0.0,1.6599958,1.9820933,0.9771534,0.0,0.0,0.0,1.0621681,1.1839424,1.6728256,1.5184457,1.3269747,1.4076726,2.0730405,2.2745888,0.0,0.0,0.81,0.97,0.16,7.29,21.88,6.32,0.97,30.63,47.14,17.67,52.86,12.48,0.81,642.0,639.0
69-037,0,100.0,119.0,7.0,37.0,468.0,407.0,580.0,580.0,441.0,441.0,831.0,819.0,5.0,17.0,17.24,20.52,1.21,6.38,0.86,2.93,82.76,79.48,5.4772311,5.1599952,3.4469802,3.5081804,4.6269327,5.0485131,0.0,0.0,1.1568634,0.0,0.0,0.0,1.448111,1.4219906,1.6599958,1.9820933,0.9771534,1.0619796,0.0,0.0,1.0621681,1.1839424,1.6728256,1.5184457,1.3269747,1.4076726,2.0730405,2.2745888,0.2640282,0.0,1.07,2.14,0.21,7.91,18.8,5.77,1.28,29.06,45.95,17.31,54.05,16.03,0.43,480.0,461.0
69-038,1,120.0,142.0,10.0,63.0,560.0,476.0,694.0,694.0,504.0,504.0,919.0,923.0,4.0,13.0,17.29,20.46,1.44,9.08,0.58,1.87,82.71,79.54,5.4772311,5.1599952,3.4469802,3.5081804,4.6269327,5.0485131,0.0,0.0,1.1568634,1.306157,0.0,0.0,1.448111,1.4219906,1.6599958,1.9820933,0.9771534,1.0619796,0.0,0.0,1.0621681,1.1839424,1.6728256,1.5184457,1.3269747,1.4076726,2.0730405,2.2745888,0.0,0.0,1.07,0.71,0.54,8.75,22.68,6.43,1.07,22.86,45.59,14.82,54.41,20.0,1.07,574.0,552.0
69-039,1,82.0,98.0,13.0,31.0,388.0,341.0,487.0,487.0,362.0,362.0,700.0,703.0,4.0,17.0,16.84,20.12,2.67,6.37,0.82,3.49,83.16,79.88,5.4772311,5.1599952,3.4469802,3.5081804,4.6269327,5.0485131,0.2719703,0.3375502,1.1568634,1.306157,1.1494177,1.7948427,0.0,1.4219906,1.6599958,1.9820933,0.9771534,1.0619796,0.0,0.0,1.0621681,1.1839424,1.6728256,1.5184457,1.3269747,1.4076726,2.0730405,2.2745888,0.0,0.0,0.52,0.77,0.0,3.87,22.94,6.19,0.52,26.03,41.64,20.36,58.36,17.01,1.8,405.0,389.0
69-040,1,714.0,821.0,43.0,228.0,3056.0,2702.0,3825.0,3827.0,3025.0,3025.0,5936.0,6124.0,12.0,76.0,18.67,21.45,1.12,5.96,0.31,1.99,81.33,78.55,5.6194102,8.9249457,8.254717,7.6747224,9.9393531,7.8380144,0.2719703,0.3375502,1.1568634,1.306157,1.1494177,1.7948427,1.6846361,1.4696277,1.6599958,1.9820933,0.9771534,1.0619796,0.1021803,0.1055371,3.2008086,5.5519268,3.3692722,4.0822992,1.6846361,4.735467,7.7493261,7.1848465,0.2640282,0.3546356,0.26,0.62,0.03,5.1,33.21,4.71,0.79,13.45,23.43,28.11,76.57,13.09,0.62,3111.0,3006.0
69-042,1,46.0,59.0,7.0,39.0,361.0,312.0,416.0,416.0,240.0,240.0,568.0,566.0,2.0,6.0,11.06,14.18,1.68,9.38,0.48,1.44,88.94,85.82,5.4772311,0.0,3.4469802,3.5081804,4.6269327,5.0485131,0.0,0.0,0.0,1.306157,1.1494177,1.7948427,0.0,0.0,1.6599958,1.9820933,0.9771534,1.0619796,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0730405,2.2745888,0.0,0.0,0.28,1.94,0.28,11.63,20.22,5.54,0.55,26.04,38.78,19.67,61.22,13.3,0.55,370.0,357.0
69-043,1,878.0,1113.0,69.0,419.0,5530.0,4874.0,6494.0,6493.0,3914.0,3914.0,9052.0,9217.0,17.0,87.0,13.52,17.14,1.06,6.45,0.26,1.34,86.48,82.86,13.2870545,17.1198586,5.634114,8.2456331,6.1864781,7.9201476,0.2719703,0.3375502,1.1568634,1.306157,1.1494177,1.7948427,0.9942554,1.8444179,1.878038,2.495389,1.1047282,1.6274276,0.1021803,0.0,1.878038,3.2548552,1.7675652,3.3633503,1.878038,2.1699034,3.756076,4.0143214,0.2640282,0.3546356,0.33,0.99,0.18,4.34,30.0,5.26,0.69,13.18,23.29,30.87,76.71,13.69,0.47,5616.0,5380.0
69-044,1,774.0,979.0,18.0,273.0,3494.0,2989.0,4299.0,4299.0,2673.0,2673.0,5311.0,5272.0,13.0,58.0,18.0,22.77,0.42,6.35,0.3,1.35,82.0,77.23,19.8276501,14.216051,11.4855959,8.5356601,8.6612691,10.4324734,0.2719703,0.3375502,6.590096,32.245827,6.2135191,31.4871017,1.448111,2.0864947,1.6945961,2.84522,0.9771534,1.0619796,0.1021803,0.0,1.0621681,1.1839424,4.3306345,2.6555387,2.071173,1.4076726,5.8369422,4.7420334,0.2640282,0.3546356,0.17,0.37,0.2,2.32,49.4,3.06,0.43,8.61,19.07,27.59,80.93,7.53,0.31,3525.0,3320.0
69-045,1,154.0,160.0,17.0,57.0,713.0,652.0,887.0,887.0,574.0,574.0,1265.0,1269.0,3.0,18.0,17.36,18.04,1.92,6.43,0.34,2.03,82.64,81.96,5.4772311,5.1599952,3.4469802,3.5081804,4.6269327,5.0485131,0.2719703,0.3375502,1.1568634,0.0,0.0,0.0,1.448111,1.4219906,1.6599958,1.9820933,0.9771534,1.0619796,0.0,0.0,0.0,1.1839424,1.6728256,1.5184457,1.3269747,1.4076726,2.0730405,2.2745888,0.0,0.0,0.28,0.14,0.0,7.15,24.26,4.63,1.68,28.33,42.02,20.62,57.98,12.34,0.56,733.0,727.0
69-046,1,529.0,670.0,58.0,274.0,3087.0,2691.0,3686.0,3687.0,1935.0,1935.0,4606.0,4670.0,12.0,52.0,14.35,18.17,1.57,7.43,0.33,1.41,85.65,81.83,13.4359417,11.3688738,3.9079462,5.3533191,5.8619192,8.137045,0.0,0.0,1.1568634,1.306157,1.1494177,1.7948427,1.448111,1.4219906,1.736865,3.8543897,0.9771534,1.0619796,0.1021803,0.1055371,1.0621681,1.1839424,1.736865,1.0706638,1.3269747,1.4076726,3.690838,3.8543897,0.0,0.0,0.29,0.84,0.16,4.44,35.18,4.5,0.97,12.05,23.34,30.29,76.66,10.75,0.52,3157.0,3017.0
69-047,1,121.0,154.0,19.0,41.0,568.0,500.0,710.0,710.0,486.0,486.0,1039.0,1031.0,2.0,15.0,17.04,21.69,2.68,5.77,0.28,2.11,82.96,78.31,5.4772311,5.1599952,3.4469802,3.5081804,4.6269327,5.0485131,0.0,0.0,1.1568634,1.306157,1.1494177,1.7948427,1.448111,1.4219906,1.6599958,1.9820933,0.9771534,1.0619796,0.0,0.0,1.0621681,1.1839424,1.6728256,1.5184457,1.3269747,1.4076726,2.0730405,2.2745888,0.0,0.0,0.35,0.53,0.35,5.28,32.92,7.57,1.23,11.09,22.0,27.46,78.0,12.68,0.53,589.0,556.0
69-049,1,432.0,529.0,25.0,178.0,1818.0,1545.0,2286.0,2286.0,1234.0,1234.0,2828.0,2901.0,11.0,34.0,18.9,23.14,1.09,7.79,0.48,1.49,81.1,76.86,4.8624749,7.2937123,13.0834512,3.4470872,5.6577086,7.9283006,0.0,0.0,1.1568634,1.306157,1.1494177,1.7948427,1.448111,1.4219906,1.6599958,1.9820933,0.9771534,1.0619796,0.1021803,0.1055371,1.0621681,1.1839424,1.6728256,1.5184457,1.3269747,1.4076726,2.0730405,2.2745888,0.0,0.0,0.39,0.88,0.17,5.06,35.7,5.39,0.39,13.42,27.06,26.35,72.94,11.72,0.55,1854.0,1757.0
69-050,1,284.0,338.0,14.0,129.0,1342.0,1143.0,1645.0,1641.0,1011.0,1011.0,2115.0,2184.0,5.0,31.0,17.26,20.6,0.85,7.86,0.3,1.89,82.74,79.4,5.4772311,6.9253474,3.3096927,7.3260073,6.6193853,6.4102564,0.2719703,0.3375502,1.1568634,1.306157,1.1494177,1.7948427,1.448111,1.4219906,1.6599958,1.9820933,0.9771534,1.0619796,0.0,0.0,1.0621681,1.1839424,1.6728256,1.5184457,1.3269747,1.4076726,2.0730405,2.2745888,0.0,0.0,0.45,0.45,0.0,5.22,26.75,6.11,0.97,17.96,27.12,23.55,72.88,17.66,0.89,1361.0,1303.0
69-051,1,107.0,144.0,15.0,85.0,709.0,598.0,839.0,839.0,503.0,503.0,1208.0,1215.0,8.0,12.0,12.75,17.16,1.79,10.13,0.95,1.43,87.25,82.84,5.4772311,5.1599952,3.4469802,3.5081804,4.6269327,5.0485131,0.0,0.0,0.0,0.0,0.0,0.0,1.448111,1.4219906,1.6599958,1.9820933,0.9771534,1.0619796,0.0,0.0,0.0,0.0,1.6728256,1.5184457,1.3269747,1.4076726,2.0730405,2.2745888,0.0,0.0,0.42,0.56,0.14,6.35,21.58,5.64,1.27,17.35,30.43,24.4,69.57,20.87,1.41,732.0,695.0
69-052,1,579.0,636.0,67.0,336.0,2635.0,2310.0,3281.0,3282.0,1833.0,1833.0,4164.0,4270.0,0.0,0.0,17.65,19.38,2.04,10.24,0.0,0.0,82.35,80.62,4.365128,15.2779478,3.8424592,3.0444965,2.8818444,6.323185,0.2719703,0.3375502,1.1568634,1.306157,1.1494177,1.7948427,1.448111,1.4219906,1.6599958,2.8103044,0.9771534,1.0619796,0.1021803,0.1055371,1.0621681,1.1839424,1.6728256,1.6393443,1.3269747,1.4076726,2.1613833,3.0444965,0.0,0.0,0.15,0.76,0.11,5.31,30.32,5.05,0.8,14.57,25.71,29.3,74.29,12.68,0.95,2702.0,2646.0
69-053,1,76.0,89.0,8.0,36.0,336.0,290.0,420.0,420.0,285.0,285.0,538.0,534.0,0.0,5.0,18.1,21.19,1.9,8.57,0.0,1.19,81.9,78.81,5.4772311,5.1599952,3.4469802,3.5081804,4.6269327,5.0485131,0.2719703,0.3375502,1.1568634,1.306157,0.0,0.0,0.0,0.0,0.0,1.9820933,0.9771534,1.0619796,0.0,0.0,0.0,0.0,0.0,0.0,1.3269747,1.4076726,2.0730405,2.2745888,0.2640282,0.3546356,0.3,1.19,0.0,4.17,24.7,4.76,2.98,22.62,38.28,21.43,61.72,15.77,2.08,344.0,331.0
69-054,0,45.0,59.0,9.0,26.0,240.0,202.0,294.0,294.0,248.0,248.0,361.0,365.0,0.0,7.0,15.31,20.07,3.06,8.84,0.0,2.38,84.69,79.93,5.4772311,5.1599952,3.4469802,3.5081804,4.6269327,5.0485131,0.0,0.3375502,0.0,1.306157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0621681,1.1839424,0.0,0.0,1.3269747,1.4076726,0.0,0.0,0.0,0.0,0.42,0.0,0.42,6.67,21.67,2.08,0.83,38.75,55.45,20.42,44.55,8.33,0.42,249.0,235.0
69-055,1,136.0,167.0,17.0,65.0,827.0,724.0,982.0,978.0,659.0,659.0,1506.0,1504.0,2.0,22.0,13.85,17.08,1.73,6.65,0.2,2.25,86.15,82.92,18.1969656,5.1599952,3.4469802,3.5081804,4.6269327,5.0485131,0.0,0.0,1.1568634,1.306157,1.1494177,1.7948427,1.448111,1.4219906,1.6599958,1.9820933,0.9771534,1.0619796,0.0,0.0,1.0621681,1.1839424,1.6728256,1.5184457,1.3269747,1.4076726,2.0730405,2.2745888,0.2640282,0.3546356,0.12,0.48,0.12,5.56,27.81,5.08,1.21,24.79,39.36,24.3,60.64,10.28,0.24,846.0,811.0
69-056,1,207.0,276.0,22.0,110.0,1114.0,948.0,1352.0,1352.0,853.0,853.0,2069.0,2058.0,9.0,18.0,15.31,20.41,1.63,8.14,0.67,1.33,84.69,79.59,5.4772311,5.1599952,3.4469802,3.5081804,4.6269327,4.8590865,0.2719703,0.3375502,1.1568634,1.306157,1.1494177,1.7948427,1.448111,1.4219906,1.6599958,1.9820933,0.9771534,1.0619796,0.1021803,0.0,1.0621681,1.1839424,1.6728256,1.5184457,1.3269747,1.4076726,2.0730405,2.2745888,0.0,0.0,0.9,0.72,0.0,7.72,19.57,5.66,0.9,22.35,35.97,24.15,64.03,17.15,0.9,1145.0,1076.0
69-057,1,59.0,65.0,3.0,40.0,377.0,329.0,439.0,439.0,277.0,277.0,587.0,586.0,0.0,5.0,13.44,14.81,0.68,9.11,0.0,1.14,86.56,85.19,5.4772311,5.1599952,3.4469802,3.5081804,4.6269327,5.0485131,0.0,0.0,1.1568634,1.306157,1.1494177,1.7948427,1.448111,1.4219906,1.6599958,1.9820933,0.0,0.0,0.0,0.0,1.0621681,1.1839424,1.6728256,1.5184457,1.3269747,0.0,2.0730405,2.2745888,0.0,0.0,0.53,0.8,0.27,6.9,26.53,5.57,0.8,17.77,34.65,21.22,65.35,19.1,0.53,380.0,374.0
69-058,1,51.0,49.0,5.0,32.0,244.0,210.0,301.0,300.0,236.0,236.0,398.0,416.0,1.0,9.0,16.94,16.33,1.66,10.67,0.33,3.0,83.06,83.67,5.4772311,5.1599952,3.4469802,3.5081804,4.6269327,5.0485131,0.2719703,0.0,1.1568634,0.0,0.0,0.0,1.448111,1.4219906,1.6599958,1.9820933,0.9771534,1.0619796,0.0,0.0,1.0621681,0.0,0.0,0.0,1.3269747,1.4076726,2.0730405,2.2745888,0.2640282,0.3546356,0.41,0.41,0.41,8.2,25.82,4.92,0.82,25.41,38.1,17.62,61.9,15.16,0.82,250.0,251.0
69-059,1,172.0,214.0,14.0,79.0,905.0,785.0,1092.0,1092.0,694.0,694.0,1591.0,1633.0,1.0,14.0,15.75,19.6,1.28,7.23,0.09,1.28,84.25,80.4,5.4772311,5.1599952,8.7994972,7.9608083,7.5424261,3.6742192,0.0,0.0,1.1568634,1.306157,1.1494177,1.7948427,1.448111,1.4219906,1.6599958,1.9820933,0.9771534,1.0619796,0.0,0.0,1.0621681,1.1839424,5.0282841,6.7360686,1.3269747,1.4076726,11.3136392,10.4102878,0.2640282,0.3546356,0.33,1.66,0.33,5.3,23.98,3.65,0.33,20.99,32.61,26.74,67.39,15.25,1.44,920.0,878.0
69-060,0,79.0,97.0,11.0,30.0,370.0,324.0,461.0,461.0,384.0,384.0,564.0,557.0,1.0,10.0,17.14,21.04,2.39,6.51,0.22,2.17,82.86,78.96,5.4772311,5.1599952,3.4469802,3.5081804,4.6269327,5.0485131,0.0,0.0,0.0,1.306157,0.0,0.0,1.448111,1.4219906,1.6599958,1.9820933,0.9771534,1.0619796,0.0,0.0,0.0,1.1839424,0.0,0.0,0.0,0.0,2.0730405,2.2745888,0.0,0.0,0.81,1.62,0.0,8.38,20.81,2.97,1.62,35.14,50.31,20.54,49.69,7.84,0.27,382.0,364.0
69-061,1,160.0,180.0,10.0,78.0,756.0,652.0,928.0,928.0,583.0,583.0,1204.0,1198.0,2.0,18.0,17.24,19.4,1.08,8.41,0.22,1.94,82.76,80.6,5.4772311,5.1599952,3.4469802,3.5081804,5.8139535,5.0485131,0.0,0.3375502,0.0,1.306157,0.0,0.0,1.448111,1.4219906,1.6599958,1.9820933,0.9771534,1.0619796,0.0,0.0,0.0,0.0,0.0,1.5184457,1.3269747,1.4076726,2.0730405,2.2745888,0.0,0.0,0.79,0.53,0.0,5.29,30.95,3.31,1.32,22.88,39.11,21.56,60.89,12.96,0.4,768.0,748.0
69-062,1,79.0,96.0,16.0,34.0,510.0,467.0,608.0,608.0,339.0,339.0,791.0,794.0,3.0,11.0,12.99,15.79,2.63,5.59,0.49,1.81,87.01,84.21,5.4772311,5.1599952,3.4469802,3.5081804,4.6269327,5.0485131,0.0,0.0,0.0,0.0,0.0,0.0,1.448111,1.4219906,1.6599958,1.9820933,0.0,1.0619796,0.0,0.0,0.0,0.0,0.0,1.5184457,1.3269747,1.4076726,2.0730405,2.2745888,0.0,0.0,0.39,0.39,0.0,13.53,24.71,4.12,1.57,20.39,34.9,20.98,65.1,12.75,1.18,529.0,512.0
69-063,1,514.0,657.0,25.0,201.0,2744.0,2378.0,3290.0,3290.0,2052.0,2052.0,4517.0,4604.0,7.0,54.0,15.62,19.97,0.76,6.11,0.21,1.64,84.38,80.03,9.2579579,15.5923501,9.0768209,6.9504778,7.9698915,8.03649,0.0,0.0,2.4352446,1.3032146,1.1494177,1.7948427,4.8704893,3.2580365,1.6599958,1.9820933,0.9771534,1.0619796,0.1021803,0.1055371,1.5497011,4.5612511,10.626522,8.9052997,1.9924729,5.2128584,7.084348,7.6020851,0.2640282,0.3546356,0.15,0.44,0.04,3.21,43.44,3.68,0.66,9.51,21.15,28.35,78.85,10.09,0.44,2776.0,2633.0
69-064,1,554.0,644.0,44.0,199.0,2096.0,1791.0,2703.0,2703.0,2068.0,2068.0,3933.0,3945.0,9.0,69.0,20.5,23.83,1.63,7.36,0.33,2.55,79.5,76.17,4.8357735,5.3193509,11.6959064,7.6045627,6.6107297,6.8441065,0.2719703,0.3375502,1.2712942,2.0278834,1.1494177,1.7948427,6.6107297,4.0557668,1.6599958,3.2953105,0.9771534,1.0619796,0.1021803,0.1055371,1.0621681,1.1839424,2.7968472,4.3092522,2.5425884,6.0836502,6.8649886,4.5627376,0.2640282,0.3546356,0.52,1.38,0.19,4.77,18.46,8.83,1.1,19.04,30.71,26.05,69.29,18.56,1.1,2149.0,2059.0
69-065,0,101.0,113.0,14.0,57.0,543.0,473.0,661.0,661.0,439.0,439.0,984.0,993.0,3.0,18.0,15.28,17.1,2.12,8.62,0.45,2.72,84.72,82.9,5.4772311,5.1599952,3.4469802,3.5081804,4.6269327,5.0485131,0.0,0.0,0.0,0.0,0.0,0.0,1.448111,1.4219906,1.6599958,1.9820933,0.9771534,1.0619796,0.0,0.0,0.0,1.1839424,1.6728256,1.5184457,1.3269747,1.4076726,2.0730405,2.2745888,0.0,0.0,0.37,0.55,0.18,9.58,21.18,3.5,1.84,35.36,56.24,17.86,43.76,9.02,0.55,560.0,548.0
69-066,0,614.0,751.0,56.0,265.0,2595.0,2192.0,3289.0,3288.0,2773.0,2773.0,4352.0,4329.0,24.0,80.0,18.67,22.84,1.7,8.06,0.73,2.43,81.33,77.16,9.3766301,5.7702339,6.2040441,4.3890044,4.8253676,6.2370062,0.2719703,0.3375502,1.1568634,1.306157,1.1494177,1.7948427,1.8382353,2.7720028,4.3658088,1.8480018,0.9771534,1.0619796,0.0,0.0,1.0621681,1.1839424,1.6728256,1.5184457,1.3269747,1.4076726,1.3786765,2.7720028,0.2640282,0.3546356,0.73,0.5,0.23,7.21,23.51,3.16,1.19,29.13,45.12,19.96,54.88,13.68,0.69,2675.0,2537.0
