id_commune,target_macron_wins_2022_t2,abstentions_2017_t1,abstentions_2017_t2,blancs_2017_t1,blancs_2017_t2,exprimes_2017_t1,exprimes_2017_t2,inscrits_2017_t1,inscrits_2017_t2,insee_log_2021,insee_log_2022,insee_pop_2021,insee_pop_2022,nuls_2017_t1,nuls_2017_t2,pct_abs_ins_2017_t1,pct_abs_ins_2017_t2,pct_blancs_ins_2017_t1,pct_blancs_ins_2017_t2,pct_nuls_ins_2017_t1,pct_nuls_ins_2017_t2,pct_vot_ins_2017_t1,pct_vot_ins_2017_t2,sec_rate_cambriolages_de_logement_2021,sec_rate_cambriolages_de_logement_2022,sec_rate_destructions_et_degradations_volontaires_2021,sec_rate_destructions_et_degradations_volontaires_2022,sec_rate_escroqueries_et_fraudes_aux_moyens_de_paiement_2021,sec_rate_escroqueries_et_fraudes_aux_moyens_de_paiement_2022,sec_rate_trafic_de_stupefiants_2021,sec_rate_trafic_de_stupefiants_2022,sec_rate_usage_de_stupefiants_2021,sec_rate_usage_de_stupefiants_2022,sec_rate_usage_de_stupefiants_afd_2021,sec_rate_usage_de_stupefiants_afd_2022,sec_rate_violences_physiques_hors_cadre_familial_2021,sec_rate_violences_physiques_hors_cadre_familial_2022,sec_rate_violences_physiques_intrafamiliales_2021,sec_rate_violences_physiques_intrafamiliales_2022,sec_rate_violences_sexuelles_2021,sec_rate_violences_sexuelles_2022,sec_rate_vols_avec_armes_2021,sec_rate_vols_avec_armes_2022,sec_rate_vols_d_accessoires_sur_vehicules_2021,sec_rate_vols_d_accessoires_sur_vehicules_2022,sec_rate_vols_dans_les_vehicules_2021,sec_rate_vols_dans_les_vehicules_2022,sec_rate_vols_de_vehicule_2021,sec_rate_vols_de_vehicule_2022,sec_rate_vols_sans_violence_contre_des_personnes_2021,sec_rate_vols_sans_violence_contre_des_personnes_2022,sec_rate_vols_violents_sans_arme_2021,sec_rate_vols_violents_sans_arme_2022,share_arthaud_2017_t1,share_asselineau_2017_t1,share_cheminade_2017_t1,share_dupont_aignan_2017_t1,share_fillon_2017_t1,share_hamon_2017_t1,share_lassalle_2017_t1,share_le_pen_2017_t1,share_le_pen_2017_t2,share_macron_2017_t1,share_macron_2017_t2,share_melenchon_2017_t1,share_poutou_2017_t1,votants_2017_t1,votants_2017_t2
69-109,1,96.0,140.0,20.0,68.0,556.0,453.0,677.0,677.0,431.0,431.0,854.0,851.0,5.0,16.0,14.18,20.68,2.95,10.04,0.74,2.36,85.82,79.32,5.4772311,5.1599952,3.4469802,3.5081804,4.6269327,5.0485131,0.0,0.0,0.0,0.0,0.0,0.0,1.448111,1.4219906,1.6599958,1.9820933,0.0,1.0619796,0.0,0.0,0.0,0.0,0.0,0.0,1.3269747,1.4076726,2.0730405,2.2745888,0.0,0.0,0.36,0.72,0.18,5.76,24.82,3.42,1.08,23.56,39.29,22.84,60.71,16.19,1.08,581.0,537.0
69-110,1,291.0,302.0,12.0,84.0,1110.0,1017.0,1422.0,1422.0,917.0,917.0,1834.0,1820.0,9.0,19.0,20.46,21.24,0.84,5.91,0.63,1.34,79.54,78.76,5.4772311,5.1599952,3.4469802,3.5081804,4.9073064,3.8461538,0.0,0.0,1.1568634,1.306157,0.0,0.0,1.448111,1.4219906,1.6599958,1.9820933,0.9771534,1.0619796,0.0,0.0,1.0621681,1.1839424,1.6728256,1.5184457,1.3269747,1.4076726,2.0730405,2.2745888,0.0,0.0,0.81,0.63,0.0,19.64,22.16,4.32,0.99,21.89,42.97,17.48,57.03,11.44,0.63,1131.0,1120.0
69-111,1,62.0,76.0,9.0,37.0,418.0,369.0,489.0,489.0,296.0,296.0,691.0,699.0,0.0,7.0,12.68,15.54,1.84,7.57,0.0,1.43,87.32,84.46,5.4772311,5.1599952,3.4469802,3.5081804,4.6269327,5.0485131,0.2719703,0.3375502,1.1568634,1.306157,1.1494177,1.7948427,1.448111,0.0,1.6599958,1.9820933,0.9771534,1.0619796,0.0,0.0,1.0621681,1.1839424,1.6728256,1.5184457,1.3269747,1.4076726,2.0730405,2.2745888,0.2640282,0.3546356,0.24,1.44,0.0,5.98,22.01,6.22,0.96,20.1,34.42,22.97,65.58,18.42,1.67,427.0,413.0
69-112,1,724.0,923.0,49.0,279.0,3671.0,3199.0,4458.0,4460.0,2867.0,2867.0,6508.0,6541.0,14.0,59.0,16.24,20.7,1.1,6.26,0.31,1.32,83.76,79.3,18.8359158,17.789476,4.9170252,5.9623911,6.1462815,6.5739184,0.2719703,0.3375502,1.1568634,1.306157,1.1494177,1.7948427,3.995083,2.7518728,1.9975415,2.7518728,0.9219422,1.5288182,0.0,0.1055371,1.0621681,1.1839424,1.8438844,1.9874637,1.3829133,2.9047546,4.14874,4.280691,0.2640282,0.3546356,0.3,1.09,0.14,5.39,28.36,5.97,0.52,16.54,29.45,26.94,70.55,14.17,0.6,3734.0,3537.0
69-113,1,73.0,87.0,3.0,51.0,489.0,425.0,575.0,575.0,395.0,395.0,903.0,907.0,10.0,12.0,12.7,15.13,0.52,8.87,1.74,2.09,87.3,84.87,5.4772311,5.1599952,3.4469802,3.5081804,4.6269327,5.0485131,0.0,0.3375502,0.0,1.306157,0.0,0.0,1.448111,1.4219906,1.6599958,1.9820933,0.9771534,1.0619796,0.0,0.0,0.0,0.0,1.6728256,1.5184457,1.3269747,1.4076726,2.0730405,2.2745888,0.0,0.0,1.02,0.2,0.2,9.0,18.2,4.91,0.82,21.47,32.47,22.49,67.53,20.04,1.64,502.0,488.0
69-115,1,524.0,644.0,20.0,203.0,2650.0,2306.0,3233.0,3232.0,2102.0,2102.0,4790.0,4749.0,39.0,79.0,16.21,19.93,0.62,6.28,1.21,2.44,83.79,80.07,15.7009894,20.458865,7.7244259,8.4228259,7.0981211,6.9488313,1.8789144,1.2634239,5.6367432,8.4228259,1.0438413,3.579701,1.4613779,1.8951358,1.8789144,3.1585597,0.9771534,1.0619796,0.1021803,0.0,2.2964509,1.1839424,1.6701461,2.5268478,1.0438413,1.6845652,4.1753653,5.0536955,0.2640282,0.3546356,0.23,1.09,0.15,5.36,25.96,4.91,0.75,21.96,34.56,25.17,65.44,13.89,0.53,2709.0,2588.0
69-116,1,377.0,454.0,24.0,190.0,2158.0,1871.0,2565.0,2565.0,1794.0,1794.0,3838.0,3933.0,6.0,50.0,14.7,17.7,0.94,7.41,0.23,1.95,85.3,82.3,14.4952175,15.6102342,12.7670662,11.1873888,17.7175612,16.2725655,0.2719703,0.3375502,1.1568634,1.306157,1.1494177,1.7948427,1.448111,1.4219906,1.8238666,2.0340707,0.9771534,1.0619796,0.1021803,0.1055371,1.0621681,1.1839424,10.6826472,9.6618357,1.8238666,1.4076726,8.5982282,12.4586829,0.2640282,0.3546356,0.23,0.6,0.14,3.75,46.2,3.1,0.37,13.9,28.33,23.26,71.67,7.97,0.46,2188.0,2111.0
69-117,1,473.0,553.0,19.0,138.0,2063.0,1850.0,2565.0,2565.0,1430.0,1430.0,3188.0,3193.0,10.0,24.0,18.44,21.56,0.74,5.38,0.39,0.94,81.56,78.44,16.0888978,9.0937248,6.9008783,4.0714062,4.7051443,10.6482931,0.0,0.3375502,1.1568634,1.306157,1.1494177,1.7948427,1.448111,1.4219906,1.6599958,1.9820933,0.9771534,1.0619796,0.0,0.1055371,1.5683814,1.1839424,1.5683814,2.5054807,1.3269747,1.4076726,4.391468,4.0714062,0.2640282,0.3546356,0.19,0.63,0.1,4.36,37.57,3.59,0.53,14.69,26.43,27.87,73.57,10.08,0.39,2092.0,2012.0
69-118,0,316.0,416.0,32.0,183.0,1508.0,1232.0,1865.0,1865.0,1197.0,1197.0,2698.0,2736.0,9.0,34.0,16.94,22.31,1.72,9.81,0.48,1.82,83.06,77.69,10.8588979,5.8470989,6.3009637,7.6754386,6.6716086,3.6549708,0.2719703,0.0,1.1568634,1.306157,1.1494177,1.7948427,1.448111,1.4219906,1.6599958,1.9820933,0.9771534,1.0619796,0.0,0.0,1.0621681,1.1839424,1.8532246,1.5184457,3.7064492,1.4076726,2.0730405,2.2745888,0.0,0.3546356,0.4,0.99,0.27,6.9,21.15,3.38,1.26,27.85,46.19,20.76,53.81,15.92,1.13,1549.0,1449.0
69-119,0,124.0,164.0,18.0,63.0,577.0,481.0,721.0,721.0,433.0,433.0,964.0,951.0,2.0,13.0,17.2,22.75,2.5,8.74,0.28,1.8,82.8,77.25,5.4772311,5.1599952,3.4469802,3.5081804,4.6269327,5.0485131,0.0,0.0,0.0,0.0,0.0,0.0,1.448111,1.4219906,1.6599958,1.9820933,0.9771534,1.0619796,0.0,0.0,1.0621681,1.1839424,1.6728256,1.5184457,0.0,1.4076726,2.0730405,2.2745888,0.0,0.0,0.52,1.04,0.17,7.63,14.9,3.12,1.39,34.49,50.52,17.5,49.48,17.85,1.39,597.0,557.0
69-120,1,57.0,82.0,10.0,40.0,364.0,308.0,435.0,435.0,306.0,306.0,595.0,592.0,4.0,5.0,13.1,18.85,2.3,9.2,0.92,1.15,86.9,81.15,5.4772311,5.1599952,3.4469802,3.5081804,4.6269327,5.0485131,0.0,0.0,1.1568634,1.306157,1.1494177,1.7948427,1.448111,1.4219906,1.6599958,1.9820933,0.9771534,1.0619796,0.0,0.0,1.0621681,0.0,0.0,0.0,0.0,0.0,2.0730405,2.2745888,0.0,0.0,0.55,1.1,0.0,9.07,22.53,4.95,2.47,20.88,35.71,21.98,64.29,15.93,0.55,378.0,353.0
69-121,1,280.0,378.0,27.0,110.0,1568.0,1365.0,1881.0,1883.0,1416.0,1416.0,3031.0,3182.0,6.0,30.0,14.89,20.07,1.44,5.84,0.32,1.59,85.11,79.93,8.4718723,5.6479149,4.9488618,5.6568196,7.2583306,7.2281584,0.2719703,0.3375502,1.1568634,1.306157,1.1494177,1.7948427,1.9795447,1.4219906,1.6599958,4.7140163,0.9771534,1.0619796,0.0,0.0,1.0621681,5.0282841,1.6728256,1.5184457,1.3269747,1.4076726,6.5984823,3.7712131,0.0,0.0,0.32,0.89,0.0,6.25,23.41,4.85,0.7,21.43,32.97,26.34,67.03,15.11,0.7,1601.0,1505.0
69-122,1,181.0,205.0,19.0,124.0,1167.0,1011.0,1371.0,1371.0,888.0,888.0,2051.0,2068.0,4.0,31.0,13.2,14.95,1.39,9.04,0.29,2.26,86.8,85.05,11.2670266,10.140324,3.4129693,4.3520309,4.6269327,5.8027079,0.2719703,0.3375502,1.1568634,1.306157,1.1494177,1.7948427,1.448111,1.4219906,1.6599958,1.9820933,0.9771534,1.0619796,0.0,0.0,1.0621681,1.1839424,1.6728256,5.3191489,1.3269747,1.4076726,2.0730405,3.868472,0.0,0.0,0.26,0.69,0.09,6.68,34.62,3.0,0.51,20.99,35.91,24.76,64.09,8.05,0.34,1190.0,1166.0
69-123,1,58237.0,71525.0,2804.0,15897.0,234507.0,204511.0,296496.0,296480.0,315790.0,315790.0,522250.0,520774.0,948.0,4547.0,19.64,24.12,0.95,5.36,0.32,1.53,80.36,75.88,7.7899848,10.7824789,10.244136,9.9851375,9.1795117,7.7730455,0.5629488,0.7181618,4.7123025,7.268028,2.8338918,5.100101,4.781235,5.3439688,2.602202,2.6306997,1.6428913,1.9970275,0.3561513,0.4051662,1.7616084,2.6268593,15.6878889,18.618441,4.1991383,4.3108911,41.9396841,40.8526539,5.2005744,4.6296474,0.36,0.91,0.17,2.64,23.41,9.12,0.61,8.86,15.89,30.31,84.11,22.84,0.78,238259.0,224955.0
69-124,1,45.0,60.0,6.0,25.0,322.0,282.0,374.0,374.0,282.0,282.0,455.0,452.0,1.0,7.0,12.03,16.04,1.6,6.68,0.27,1.87,87.97,83.96,0.0,5.1599952,3.4469802,3.5081804,4.6269327,5.0485131,0.0,0.0,1.1568634,0.0,0.0,0.0,1.448111,0.0,1.6599958,1.9820933,0.0,0.0,0.0,0.0,1.0621681,0.0,1.6728256,1.5184457,1.3269747,1.4076726,2.0730405,2.2745888,0.0,0.0,0.0,1.24,0.31,4.97,20.81,4.97,0.62,27.64,41.13,20.81,58.87,16.46,2.17,329.0,314.0
69-125,1,101.0,124.0,8.0,43.0,612.0,547.0,721.0,720.0,441.0,441.0,942.0,1004.0,0.0,6.0,14.01,17.22,1.11,5.97,0.0,0.83,85.99,82.78,20.4219274,5.1599952,9.5541401,5.9760956,4.6269327,5.0485131,0.0,0.0,0.0,1.306157,0.0,0.0,1.448111,1.4219906,1.6599958,1.9820933,0.9771534,1.0619796,0.1021803,0.0,1.0621681,1.1839424,1.6728256,1.5184457,1.3269747,1.4076726,2.0730405,2.2745888,0.0,0.0,0.49,0.65,0.0,4.25,33.99,3.92,1.14,18.63,32.72,25.33,67.28,11.27,0.33,620.0,596.0
69-126,1,66.0,78.0,6.0,42.0,489.0,439.0,564.0,564.0,367.0,367.0,842.0,879.0,3.0,5.0,11.7,13.83,1.06,7.45,0.53,0.89,88.3,86.17,5.4772311,5.1599952,3.4469802,3.5081804,4.6269327,5.0485131,0.0,0.0,0.0,1.306157,0.0,0.0,1.448111,0.0,0.0,1.9820933,0.0,1.0619796,0.0,0.0,1.0621681,1.1839424,1.6728256,1.5184457,1.3269747,1.4076726,2.0730405,2.2745888,0.0,0.0,0.0,0.82,0.0,3.68,42.13,1.02,0.41,16.77,34.62,26.18,65.38,8.38,0.61,498.0,486.0
69-127,1,332.0,376.0,21.0,127.0,1901.0,1722.0,2256.0,2256.0,1597.0,1597.0,3644.0,3711.0,2.0,31.0,14.72,16.67,0.93,5.63,0.09,1.37,85.28,83.33,11.2684187,9.3903489,5.2140505,4.5809755,5.7628979,4.3115063,0.2719703,0.3375502,1.1568634,1.306157,1.1494177,1.7948427,1.448111,1.4219906,2.4698134,1.6168149,1.6465423,3.5030989,0.1021803,0.0,1.0621681,1.1839424,1.6728256,1.5184457,1.3269747,1.4076726,4.6652031,3.5030989,0.2640282,0.3546356,0.11,0.58,0.11,4.68,26.46,5.63,0.53,15.52,23.46,30.88,76.54,14.94,0.58,1924.0,1880.0
69-130,0,43.0,44.0,4.0,18.0,143.0,124.0,191.0,191.0,146.0,146.0,229.0,226.0,1.0,5.0,22.51,23.04,2.09,9.42,0.52,2.62,77.49,76.96,5.4772311,5.1599952,3.4469802,3.5081804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.448111,1.4219906,1.6599958,1.9820933,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4076726,0.0,2.2745888,0.0,0.0,2.1,0.0,0.0,6.99,26.57,7.69,1.4,24.48,37.9,20.98,62.1,8.39,1.4,148.0,147.0
69-131,1,388.0,462.0,43.0,208.0,2181.0,1919.0,2622.0,2622.0,1552.0,1552.0,3543.0,3565.0,10.0,33.0,14.8,17.62,1.64,7.93,0.38,1.26,85.2,82.38,9.6664125,9.021985,5.6449337,7.5736325,4.5159469,5.8906031,0.0,0.0,1.1568634,1.306157,1.1494177,1.7948427,1.448111,1.4219906,1.6599958,1.9820933,0.9771534,1.0619796,0.0,0.0,1.0621681,1.1839424,1.4112334,1.5184457,1.3269747,1.4076726,2.0730405,2.2745888,0.0,0.0,0.37,1.01,0.23,6.83,25.54,5.0,0.64,23.06,36.69,25.03,63.31,11.51,0.78,2234.0,2160.0
69-132,0,77.0,103.0,22.0,56.0,504.0,434.0,606.0,606.0,383.0,383.0,850.0,855.0,3.0,13.0,12.71,17.0,3.63,9.24,0.5,2.15,87.29,83.0,5.4772311,5.1599952,3.4469802,3.5081804,4.6269327,5.0485131,0.2719703,0.0,1.1568634,1.306157,0.0,0.0,1.448111,1.4219906,1.6599958,1.9820933,0.9771534,1.0619796,0.0,0.0,0.0,0.0,0.0,0.0,1.3269747,0.0,2.0730405,2.2745888,0.0,0.0,0.4,1.39,0.2,9.92,21.83,3.77,1.39,32.14,52.3,15.67,47.7,13.1,0.2,529.0,503.0
69-133,1,487.0,563.0,32.0,223.0,2665.0,2366.0,3189.0,3189.0,1995.0,1995.0,4350.0,4323.0,5.0,37.0,15.27,17.65,1.0,6.99,0.16,1.16,84.73,82.35,6.0151685,5.0126405,6.2068966,11.1034004,5.5172414,7.1709461,0.0,0.0,1.1568634,1.306157,1.1494177,1.7948427,1.448111,1.4219906,1.6599958,1.8505667,0.9771534,1.0619796,0.1021803,0.1055371,3.4482759,1.1566042,1.3793103,1.8505667,2.0689655,4.395096,2.9885057,2.5445293,0.2640282,0.3546356,0.38,0.86,0.08,4.39,27.58,5.03,0.71,16.02,27.05,30.69,72.95,13.58,0.68,2702.0,2626.0
69-134,1,16.0,25.0,5.0,12.0,154.0,136.0,178.0,178.0,115.0,115.0,233.0,243.0,3.0,5.0,8.99,14.04,2.81,6.74,1.69,2.81,91.01,85.96,0.0,5.1599952,3.4469802,3.5081804,4.6269327,5.0485131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6599958,1.9820933,0.9771534,1.0619796,0.0,0.0,0.0,0.0,1.6728256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.65,9.09,33.77,7.14,0.0,14.29,25.74,26.62,74.26,7.14,1.3,162.0,153.0
69-135,1,144.0,160.0,7.0,34.0,437.0,387.0,591.0,591.0,1261.0,1261.0,1914.0,1923.0,3.0,10.0,24.37,27.07,1.18,5.75,0.51,1.69,75.63,72.93,5.4772311,5.1599952,3.4469802,3.5081804,7.3145246,9.3603744,0.2719703,0.3375502,1.1568634,1.306157,0.0,0.0,1.448111,1.4219906,1.6599958,1.9820933,0.9771534,1.0619796,0.0,0.0,1.0621681,1.1839424,1.6728256,1.5184457,1.3269747,1.4076726,2.0730405,2.2745888,0.0,0.0,1.14,1.14,0.23,5.72,19.91,5.03,1.83,32.49,46.51,18.31,53.49,13.04,1.14,447.0,431.0
69-136,1,306.0,364.0,26.0,132.0,1646.0,1448.0,1986.0,1986.0,1312.0,1312.0,3200.0,3212.0,8.0,42.0,15.41,18.33,1.31,6.65,0.4,2.11,84.59,81.67,9.9112339,14.4856495,4.0625,7.1606476,5.0,4.358655,0.0,0.0,1.1568634,1.306157,1.1494177,1.7948427,1.448111,1.4219906,1.6599958,1.9820933,0.9771534,1.0619796,0.0,0.0,1.0621681,1.1839424,1.6728256,1.5184457,1.3269747,1.4076726,2.1875,2.2745888,0.2640282,0.3546356,0.55,0.85,0.24,6.44,23.45,3.58,1.09,25.64,39.78,24.06,60.22,13.55,0.55,1680.0,1622.0
69-137,1,34.0,44.0,6.0,16.0,232.0,204.0,272.0,272.0,212.0,212.0,532.0,530.0,0.0,8.0,12.5,16.18,2.21,5.88,0.0,2.94,87.5,83.82,5.4772311,5.1599952,3.4469802,3.5081804,4.6269327,5.0485131,0.0,0.0,0.0,0.0,0.0,0.0,1.448111,1.4219906,1.6599958,1.9820933,0.9771534,1.0619796,0.0,0.0,0.0,1.1839424,1.6728256,1.5184457,0.0,0.0,2.0730405,2.2745888,0.0,0.0,0.43,0.0,0.0,9.91,22.41,9.05,0.86,21.12,34.31,21.55,65.69,13.79,0.86,238.0,228.0
69-138,1,39.0,45.0,0.0,29.0,284.0,247.0,328.0,328.0,229.0,229.0,446.0,447.0,5.0,7.0,11.89,13.72,0.0,8.84,1.52,2.13,88.11,86.28,5.4772311,5.1599952,3.4469802,3.5081804,4.6269327,5.0485131,0.0,0.0,1.1568634,1.306157,1.1494177,1.7948427,1.448111,1.4219906,1.6599958,1.9820933,0.9771534,1.0619796,0.0,0.0,1.0621681,1.1839424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.35,9.15,26.06,4.93,2.82,16.9,35.22,16.2,64.78,21.48,1.41,289.0,283.0
69-139,1,186.0,222.0,20.0,62.0,839.0,745.0,1049.0,1049.0,738.0,738.0,1386.0,1393.0,4.0,20.0,17.73,21.16,1.91,5.91,0.38,1.91,82.27,78.84,5.4772311,5.1599952,3.4469802,3.5081804,4.6269327,3.5893754,0.0,0.0,1.1568634,1.306157,1.1494177,1.7948427,1.448111,1.4219906,1.6599958,1.9820933,0.9771534,1.0619796,0.0,0.0,1.0621681,0.0,1.6728256,1.5184457,1.3269747,1.4076726,2.0730405,2.2745888,0.0,0.0,0.72,1.43,0.12,8.82,19.19,5.48,2.03,27.18,42.82,19.19,57.18,14.18,1.67,863.0,827.0
69-140,1,226.0,270.0,16.0,113.0,1332.0,1168.0,1583.0,1583.0,942.0,942.0,2176.0,2267.0,9.0,32.0,14.28,17.06,1.01,7.14,0.57,2.02,85.72,82.94,7.432517,16.9886103,3.4469802,3.5081804,8.7316176,5.7344508,0.2719703,0.3375502,1.1568634,1.306157,1.1494177,1.7948427,1.448111,1.4219906,1.6599958,1.9820933,0.9771534,1.0619796,0.0,0.0,1.0621681,1.1839424,2.2977941,3.5288928,1.3269747,1.4076726,3.6764706,3.0877812,0.0,0.0,0.15,1.28,0.15,5.93,29.2,5.56,0.6,18.47,30.48,28.98,69.52,9.23,0.45,1357.0,1313.0
69-141,1,710.0,792.0,55.0,271.0,3689.0,3290.0,4468.0,4437.0,2889.0,2889.0,6274.0,6261.0,14.0,84.0,15.89,17.85,1.23,6.11,0.31,1.89,84.11,82.15,5.5378079,6.2300339,4.9410265,5.4304424,6.0567421,4.7915668,0.2719703,0.0,1.1568634,1.306157,1.1494177,1.7948427,2.5502072,3.5138157,2.7095952,1.5971889,1.4344916,1.0619796,0.1021803,0.1055371,2.2314313,3.9929724,0.7969398,1.7569078,0.9563277,2.3957834,1.5938795,2.8749401,0.2640282,0.3546356,0.43,0.92,0.24,5.53,22.96,5.91,0.87,18.6,28.88,25.54,71.12,18.3,0.7,3758.0,3645.0
69-142,1,1024.0,1204.0,40.0,187.0,2870.0,2492.0,3947.0,3947.0,3721.0,3721.0,6595.0,6554.0,13.0,64.0,25.94,30.5,1.01,4.74,0.33,1.62,74.06,69.5,8.6000354,14.2438086,10.0075815,10.2227647,6.2168309,5.3402502,0.2719703,0.3375502,2.4260804,1.5257858,1.5163002,0.7628929,1.9711903,3.3567287,2.2744503,3.967043,0.9771534,1.0619796,0.1021803,0.1055371,3.4874905,5.3402502,15.4662623,21.8187366,2.7293404,3.6618859,5.1554208,4.8825145,0.2640282,0.3546356,0.7,1.29,0.14,4.32,25.33,5.96,0.87,15.99,26.08,25.57,73.92,18.89,0.94,2923.0,2743.0
69-143,1,1083.0,1270.0,69.0,292.0,3586.0,3110.0,4755.0,4758.0,4157.0,4157.0,7721.0,7807.0,17.0,86.0,22.78,26.69,1.45,6.14,0.36,1.81,77.22,73.31,2.405624,6.4951849,11.1384536,8.8382221,5.310193,7.9415909,0.2719703,0.3375502,2.3313042,3.7146151,1.1494177,1.7948427,4.7921254,3.8427053,3.7559902,2.5618035,1.1656521,2.0494428,0.1021803,0.1055371,1.8132366,2.3056232,4.2740578,3.7146151,3.2379225,3.9707954,9.1957,13.3213783,0.2640282,0.3546356,0.61,1.67,0.11,4.43,20.5,6.64,0.73,16.79,25.63,27.33,74.37,20.13,1.06,3672.0,3488.0
69-145,1,103.0,106.0,4.0,47.0,493.0,437.0,602.0,602.0,451.0,451.0,938.0,943.0,2.0,12.0,17.11,17.61,0.66,7.81,0.33,1.99,82.89,82.39,5.4772311,5.1599952,3.4469802,3.5081804,4.6269327,5.0485131,0.2719703,0.0,1.1568634,1.306157,0.0,0.0,1.448111,1.4219906,1.6599958,1.9820933,0.0,0.0,0.0,0.0,1.0621681,1.1839424,1.6728256,1.5184457,1.3269747,1.4076726,2.0730405,2.2745888,0.2640282,0.0,0.2,1.01,0.61,6.29,25.56,4.67,1.42,25.96,38.44,21.1,61.56,11.16,2.03,499.0,496.0
69-148,1,249.0,308.0,17.0,125.0,1532.0,1336.0,1802.0,1802.0,1134.0,1134.0,2590.0,2633.0,4.0,33.0,13.82,17.09,0.94,6.94,0.22,1.83,86.18,82.91,10.5835029,17.6391714,6.5637066,4.9373338,3.8610039,3.4181542,0.0,0.0,1.1568634,1.306157,1.1494177,1.7948427,1.448111,1.4219906,1.6599958,1.9820933,0.9771534,1.0619796,0.0,0.0,1.0621681,1.1839424,3.0888031,1.5184457,1.3269747,1.4076726,3.0888031,1.8989746,0.0,0.3546356,0.65,1.04,0.0,4.44,24.8,6.53,0.65,18.47,29.72,28.2,70.28,14.62,0.59,1553.0,1494.0
69-149,1,3809.0,4305.0,187.0,1081.0,12885.0,11250.0,16940.0,16940.0,19347.0,19347.0,37628.0,37928.0,59.0,304.0,22.49,25.41,1.1,6.38,0.35,1.79,77.51,74.59,9.5622872,11.0612404,8.3182736,7.3296773,6.1124694,5.6422696,0.7707027,1.1600928,4.3584565,3.7175701,2.3652599,1.7401392,4.1192729,3.8757646,2.312108,2.900232,1.3819496,1.2128243,0.1021803,0.1055371,2.9765069,3.2957182,6.5642607,8.2524784,2.3918359,2.7684033,10.1520145,10.1771778,1.7805889,0.9228011,0.75,1.02,0.18,4.32,18.07,8.77,0.85,15.07,24.84,26.85,75.16,23.22,0.9,13131.0,12635.0
69-151,0,134.0,167.0,16.0,103.0,887.0,747.0,1040.0,1040.0,672.0,672.0,1488.0,1496.0,3.0,23.0,12.88,16.06,1.54,9.9,0.29,2.21,87.12,83.94,5.4772311,5.1599952,3.4469802,3.5081804,3.3602151,3.342246,0.0,0.0,1.1568634,1.306157,0.0,0.0,1.448111,1.4219906,1.6599958,1.9820933,0.0,0.0,0.0,0.0,1.0621681,1.1839424,1.6728256,1.5184457,0.0,1.4076726,2.0730405,2.2745888,0.0,0.0,0.68,0.68,0.0,6.54,23.22,5.52,1.35,31.0,50.33,17.59,49.67,12.4,1.01,906.0,873.0
69-152,1,1999.0,2211.0,81.0,346.0,4304.0,3744.0,6412.0,6412.0,,,,,28.0,111.0,31.18,34.48,1.26,5.4,0.44,1.73,68.82,65.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6,1.37,0.16,4.6,13.5,6.09,0.86,18.77,28.87,22.58,71.13,30.37,1.09,4413.0,4201.0
69-153,1,104.0,118.0,11.0,54.0,660.0,588.0,780.0,779.0,460.0,460.0,1403.0,1394.0,5.0,19.0,13.33,15.15,1.41,6.93,0.64,2.44,86.67,84.85,5.4772311,5.1599952,3.4469802,11.4777618,4.6269327,3.5868006,0.2719703,0.3375502,1.1568634,1.306157,0.0,0.0,1.448111,1.4219906,1.6599958,1.9820933,0.9771534,1.0619796,0.0,0.0,1.0621681,1.1839424,1.6728256,1.5184457,1.3269747,1.4076726,4.9893086,2.2745888,0.0,0.0,0.0,0.15,0.15,3.33,37.42,5.76,1.21,11.67,24.15,29.7,75.85,9.85,0.76,676.0,661.0
69-154,1,177.0,272.0,22.0,131.0,1375.0,1144.0,1580.0,1575.0,1165.0,1165.0,2974.0,2966.0,6.0,28.0,11.2,17.27,1.39,8.32,0.38,1.78,88.8,82.73,6.8665506,7.7248694,6.3887021,7.0802428,3.3624748,5.7316251,0.2719703,0.3375502,1.1568634,1.306157,1.1494177,1.7948427,1.448111,1.4219906,1.6599958,1.9820933,0.9771534,1.0619796,0.1021803,0.1055371,1.0621681,1.1839424,1.6728256,1.5184457,1.3269747,1.4076726,3.0262273,5.0573163,0.0,0.0,0.29,0.29,0.0,6.4,29.82,4.65,1.45,19.93,31.29,24.29,68.71,12.07,0.8,1403.0,1303.0
69-155,1,124.0,135.0,16.0,64.0,722.0,655.0,866.0,866.0,483.0,483.0,1132.0,1133.0,4.0,12.0,14.32,15.59,1.85,7.39,0.46,1.39,85.68,84.41,5.4772311,5.1599952,3.4469802,3.5081804,4.6269327,5.0485131,0.0,0.0,1.1568634,1.306157,0.0,0.0,1.448111,1.4219906,1.6599958,1.9820933,0.9771534,1.0619796,0.0,0.0,0.0,0.0,1.6728256,1.5184457,1.3269747,0.0,2.0730405,2.2745888,0.2640282,0.3546356,0.28,0.42,0.0,10.39,22.58,4.29,0.97,16.62,28.4,27.56,71.6,15.93,0.97,742.0,731.0
