code_insee;nom_standard;typecom;typecom_texte;reg_code;reg_nom;dep_code;dep_nom;canton_code;canton_nom;epci_code;epci_nom;academie_code;academie_nom;code_postal;codes_postaux;zone_emploi;code_insee_centre_zone_emploi;code_unite_urbaine;nom_unite_urbaine;taille_unite_urbaine;type_commune_unite_urbaine;statut_commune_unite_urbaine;population;superficie_hectare;superficie_km2;densite;altitude_moyenne;altitude_minimale;altitude_maximale;latitude_mairie;longitude_mairie;latitude_centre;longitude_centre;grille_densite;grille_densite_texte;niveau_equipements_services;niveau_equipements_services_texte;gentile;extraction_source_url;ingestion_timestamp;source_file_name
69058;Chiroubles;COM;commune;84;Auvergne-Rhône-Alpes;69;Rhône;6903;Belleville-en-Beaujolais;200067817;CC Saône-Beaujolais;10;Lyon;69115;69115;08434;69264;69000;;0;HORS UNITE URBAINE;H;398;734;7;54;456;290;454;46.182;4.667;46.186;4.655;6;Rural à habitat dispersé;0;communes non pôle;Chiroublons;https://www.data.gouv.fr/api/1/datasets/r/f5df602b-3800-44d7-b2df-fa40a0350325;2026-03-18 14:30:18.054404;liste_communes_france.csv
69059;Civrieux-d'Azergues;COM;commune;84;Auvergne-Rhône-Alpes;69;Rhône;6901;Anse;200040574;CC Beaujolais Pierres Dorées;10;Lyon;69380;69380;08421;69123;00760;Lyon;7;UNITE URBAINE;B;1591;498;5;319;233;189;303;45.859;4.712;45.855;4.711;4;Ceintures urbaines;2;centres intermédiaires d'équipements et de services;Sévériens;https://www.data.gouv.fr/api/1/datasets/r/f5df602b-3800-44d7-b2df-fa40a0350325;2026-03-18 14:30:18.054404;liste_communes_france.csv
69060;Claveisolles;COM;commune;84;Auvergne-Rhône-Alpes;69;Rhône;6911;Thizy-les-Bourgs;200040566;CA de l'Ouest Rhodanien;10;Lyon;69870;69870;08430;69243;69000;;0;HORS UNITE URBAINE;H;564;2809;28;20;593;394;886;46.101;4.496;46.098;4.511;6;Rural à habitat dispersé;0;communes non pôle;Claveisolliens;https://www.data.gouv.fr/api/1/datasets/r/f5df602b-3800-44d7-b2df-fa40a0350325;2026-03-18 14:30:18.054404;liste_communes_france.csv
69061;Cogny;COM;commune;84;Auvergne-Rhône-Alpes;69;Rhône;6904;Val d'Oingt;200040590;CA Villefranche Beaujolais Saône;10;Lyon;69640;69640;08434;69264;00760;Lyon;7;UNITE URBAINE;B;1204;580;6;208;424;257;780;45.989;4.625;45.988;4.61;6;Rural à habitat dispersé;0;communes non pôle;Cognysards, Cognysardes;https://www.data.gouv.fr/api/1/datasets/r/f5df602b-3800-44d7-b2df-fa40a0350325;2026-03-18 14:30:18.054404;liste_communes_france.csv
69062;Coise;COM;commune;84;Auvergne-Rhône-Alpes;69;Rhône;6912;Vaugneray;200066587;CC des Monts du Lyonnais;10;Lyon;69590;69590;08428;42218;69000;;0;HORS UNITE URBAINE;H;791;907;9;87;597;422;780;45.615;4.473;45.614;4.469;5;Bourgs ruraux;0;communes non pôle;;https://www.data.gouv.fr/api/1/datasets/r/f5df602b-3800-44d7-b2df-fa40a0350325;2026-03-18 14:30:18.054404;liste_communes_france.csv
69063;Collonges-au-Mont-d'Or;COM;commune;84;Auvergne-Rhône-Alpes;69;Rhône;6999;Lyon;200046977;Métropole de Lyon;10;Lyon;69660;69660;08421;69123;00760;Lyon;7;UNITE URBAINE;B;4517;381;4;1186;208;165;360;45.823;4.84;45.822;4.842;1;Grands centres urbains;1;centres locaux d'équipements et de services;Collongeards;https://www.data.gouv.fr/api/1/datasets/r/f5df602b-3800-44d7-b2df-fa40a0350325;2026-03-18 14:30:18.054404;liste_communes_france.csv
69064;Condrieu;COM;commune;84;Auvergne-Rhône-Alpes;69;Rhône;6908;Mornant;200077014;CA Vienne Condrieu;10;Lyon;69420;69420, 69714;08433;38544;00559;Vienne;5;UNITE URBAINE;B;3933;918;9;428;281;146;460;45.464;4.768;45.474;4.757;4;Ceintures urbaines;2;centres intermédiaires d'équipements et de services;Condriots;https://www.data.gouv.fr/api/1/datasets/r/f5df602b-3800-44d7-b2df-fa40a0350325;2026-03-18 14:30:18.054404;liste_communes_france.csv
69065;Corcelles-en-Beaujolais;COM;commune;84;Auvergne-Rhône-Alpes;69;Rhône;6903;Belleville-en-Beaujolais;200067817;CC Saône-Beaujolais;10;Lyon;69220;69220;08434;69264;69000;;0;HORS UNITE URBAINE;H;984;928;9;106;203;179;247;46.155;4.724;46.154;4.725;5;Bourgs ruraux;0;communes non pôle;;https://www.data.gouv.fr/api/1/datasets/r/f5df602b-3800-44d7-b2df-fa40a0350325;2026-03-18 14:30:18.054404;liste_communes_france.csv
69066;Cours;COM;commune;84;Auvergne-Rhône-Alpes;69;Rhône;6911;Thizy-les-Bourgs;200040566;CA de l'Ouest Rhodanien;10;Lyon;69470;69470, 69240;08430;69243;69108;Cours;1;UNITE URBAINE;I;4352;1942;19;224;657;0;0;46.1;4.321;46.109;4.337;5;Bourgs ruraux;2;centres intermédiaires d'équipements et de services;;https://www.data.gouv.fr/api/1/datasets/r/f5df602b-3800-44d7-b2df-fa40a0350325;2026-03-18 14:30:18.054404;liste_communes_france.csv
69067;Courzieu;COM;commune;84;Auvergne-Rhône-Alpes;69;Rhône;6902;L'Arbresle;246900625;CC du Pays de l'Arbresle (CCPA);10;Lyon;69690;69690;08421;69123;69000;;0;HORS UNITE URBAINE;H;1172;2678;27;44;552;269;920;45.742;4.57;45.741;4.57;6;Rural à habitat dispersé;1;centres locaux d'équipements et de services;Courzieurois;https://www.data.gouv.fr/api/1/datasets/r/f5df602b-3800-44d7-b2df-fa40a0350325;2026-03-18 14:30:18.054404;liste_communes_france.csv
69068;Couzon-au-Mont-d'Or;COM;commune;84;Auvergne-Rhône-Alpes;69;Rhône;6999;Lyon;200046977;Métropole de Lyon;10;Lyon;69270;69270;08421;69123;00760;Lyon;7;UNITE URBAINE;B;2452;310;3;791;304;168;498;45.843;4.828;45.848;4.822;4;Ceintures urbaines;1;centres locaux d'équipements et de services;Couzonnais;https://www.data.gouv.fr/api/1/datasets/r/f5df602b-3800-44d7-b2df-fa40a0350325;2026-03-18 14:30:18.054404;liste_communes_france.csv
69069;Craponne;COM;commune;84;Auvergne-Rhône-Alpes;69;Rhône;6999;Lyon;200046977;Métropole de Lyon;10;Lyon;69290;69290;08421;69123;00760;Lyon;7;UNITE URBAINE;B;11903;468;5;2543;270;213;306;45.744;4.723;45.746;4.727;1;Grands centres urbains;3;centres structurants d'équipements et de services;Craponnois;https://www.data.gouv.fr/api/1/datasets/r/f5df602b-3800-44d7-b2df-fa40a0350325;2026-03-18 14:30:18.054404;liste_communes_france.csv
69070;Cublize;COM;commune;84;Auvergne-Rhône-Alpes;69;Rhône;6911;Thizy-les-Bourgs;200040566;CA de l'Ouest Rhodanien;10;Lyon;69550;69550;08430;69243;69000;;0;HORS UNITE URBAINE;H;1327;1562;16;85;565;430;805;46.018;4.378;46.024;4.387;5;Bourgs ruraux;1;centres locaux d'équipements et de services;;https://www.data.gouv.fr/api/1/datasets/r/f5df602b-3800-44d7-b2df-fa40a0350325;2026-03-18 14:30:18.054404;liste_communes_france.csv
69071;Curis-au-Mont-d'Or;COM;commune;84;Auvergne-Rhône-Alpes;69;Rhône;6999;Lyon;200046977;Métropole de Lyon;10;Lyon;69250;69250;08421;69123;00760;Lyon;7;UNITE URBAINE;B;1179;309;3;382;270;168;440;45.871;4.824;45.869;4.818;4;Ceintures urbaines;0;communes non pôle;Curissois;https://www.data.gouv.fr/api/1/datasets/r/f5df602b-3800-44d7-b2df-fa40a0350325;2026-03-18 14:30:18.054404;liste_communes_france.csv
69072;Dardilly;COM;commune;84;Auvergne-Rhône-Alpes;69;Rhône;6999;Lyon;200046977;Métropole de Lyon;10;Lyon;69570;69570, 69571, 69573, 69574, 69572;08421;69123;00760;Lyon;7;UNITE URBAINE;B;8828;1399;14;631;309;240;375;45.806;4.754;45.812;4.747;4;Ceintures urbaines;2;centres intermédiaires d'équipements et de services;Dardillois;https://www.data.gouv.fr/api/1/datasets/r/f5df602b-3800-44d7-b2df-fa40a0350325;2026-03-18 14:30:18.054404;liste_communes_france.csv
69074;Denicé;COM;commune;84;Auvergne-Rhône-Alpes;69;Rhône;6907;Gleizé;200040590;CA Villefranche Beaujolais Saône;10;Lyon;69640;69640;08434;69264;00760;Lyon;7;UNITE URBAINE;B;1564;943;9;166;286;215;393;46.002;4.646;46.005;4.652;6;Rural à habitat dispersé;1;centres locaux d'équipements et de services;;https://www.data.gouv.fr/api/1/datasets/r/f5df602b-3800-44d7-b2df-fa40a0350325;2026-03-18 14:30:18.054404;liste_communes_france.csv
69075;Dième;COM;commune;84;Auvergne-Rhône-Alpes;69;Rhône;6910;Tarare;200040566;CA de l'Ouest Rhodanien;10;Lyon;69170;69173, 69170;08430;69243;69000;;0;HORS UNITE URBAINE;H;194;887;9;22;644;396;866;45.962;4.466;45.962;4.461;6;Rural à habitat dispersé;0;communes non pôle;Dièmois, Dièmoises;https://www.data.gouv.fr/api/1/datasets/r/f5df602b-3800-44d7-b2df-fa40a0350325;2026-03-18 14:30:18.054404;liste_communes_france.csv
69076;Dommartin;COM;commune;84;Auvergne-Rhône-Alpes;69;Rhône;6901;Anse;246900625;CC du Pays de l'Arbresle (CCPA);10;Lyon;69380;69380;08421;69123;00760;Lyon;7;UNITE URBAINE;B;2519;712;7;354;288;235;350;45.834;4.714;45.836;4.716;4;Ceintures urbaines;1;centres locaux d'équipements et de services;Dommartinois;https://www.data.gouv.fr/api/1/datasets/r/f5df602b-3800-44d7-b2df-fa40a0350325;2026-03-18 14:30:18.054404;liste_communes_france.csv
69077;Dracé;COM;commune;84;Auvergne-Rhône-Alpes;69;Rhône;6903;Belleville-en-Beaujolais;200067817;CC Saône-Beaujolais;10;Lyon;69220;69220;08434;69264;69000;;0;HORS UNITE URBAINE;H;1106;1487;15;74;174;168;188;46.156;4.766;46.154;4.773;5;Bourgs ruraux;0;communes non pôle;;https://www.data.gouv.fr/api/1/datasets/r/f5df602b-3800-44d7-b2df-fa40a0350325;2026-03-18 14:30:18.054404;liste_communes_france.csv
69078;Duerne;COM;commune;84;Auvergne-Rhône-Alpes;69;Rhône;6912;Vaugneray;200066587;CC des Monts du Lyonnais;10;Lyon;69850;69850;08421;69123;69000;;0;HORS UNITE URBAINE;H;840;1137;11;74;767;516;892;45.684;4.527;45.681;4.523;5;Bourgs ruraux;0;communes non pôle;;https://www.data.gouv.fr/api/1/datasets/r/f5df602b-3800-44d7-b2df-fa40a0350325;2026-03-18 14:30:18.054404;liste_communes_france.csv
69080;Échalas;COM;commune;84;Auvergne-Rhône-Alpes;69;Rhône;6908;Mornant;200077014;CA Vienne Condrieu;10;Lyon;69700;69700;08421;69123;69000;;0;HORS UNITE URBAINE;H;1927;2091;21;92;363;199;564;45.551;4.717;45.551;4.73;6;Rural à habitat dispersé;1;centres locaux d'équipements et de services;Chalarons;https://www.data.gouv.fr/api/1/datasets/r/f5df602b-3800-44d7-b2df-fa40a0350325;2026-03-18 14:30:18.054404;liste_communes_france.csv
69081;Écully;COM;commune;84;Auvergne-Rhône-Alpes;69;Rhône;6999;Lyon;200046977;Métropole de Lyon;10;Lyon;69130;13374, 69131, 69136, 69132, 69130, 69134;08421;69123;00760;Lyon;7;UNITE URBAINE;B;18361;841;8;2183;257;180;305;45.776;4.779;45.782;4.772;1;Grands centres urbains;3;centres structurants d'équipements et de services;Écullois;https://www.data.gouv.fr/api/1/datasets/r/f5df602b-3800-44d7-b2df-fa40a0350325;2026-03-18 14:30:18.054404;liste_communes_france.csv
69082;Émeringes;COM;commune;84;Auvergne-Rhône-Alpes;69;Rhône;6903;Belleville-en-Beaujolais;200067817;CC Saône-Beaujolais;10;Lyon;69840;69840;08434;69264;69000;;0;HORS UNITE URBAINE;H;281;300;3;94;371;249;624;46.223;4.675;46.226;4.673;6;Rural à habitat dispersé;0;communes non pôle;Émeringeons;https://www.data.gouv.fr/api/1/datasets/r/f5df602b-3800-44d7-b2df-fa40a0350325;2026-03-18 14:30:18.054404;liste_communes_france.csv
69083;Éveux;COM;commune;84;Auvergne-Rhône-Alpes;69;Rhône;6902;L'Arbresle;246900625;CC du Pays de l'Arbresle (CCPA);10;Lyon;69210;69210;08421;69123;69401;L'Arbresle;4;UNITE URBAINE;B;1169;338;3;346;318;221;426;45.826;4.624;45.824;4.622;4;Ceintures urbaines;1;centres locaux d'équipements et de services;Éveusiens;https://www.data.gouv.fr/api/1/datasets/r/f5df602b-3800-44d7-b2df-fa40a0350325;2026-03-18 14:30:18.054404;liste_communes_france.csv
69084;Fleurie;COM;commune;84;Auvergne-Rhône-Alpes;69;Rhône;6903;Belleville-en-Beaujolais;200067817;CC Saône-Beaujolais;10;Lyon;69820;69820;08434;69264;69000;;0;HORS UNITE URBAINE;H;1320;1383;14;95;338;210;524;46.192;4.698;46.195;4.692;6;Rural à habitat dispersé;1;centres locaux d'équipements et de services;;https://www.data.gouv.fr/api/1/datasets/r/f5df602b-3800-44d7-b2df-fa40a0350325;2026-03-18 14:30:18.054404;liste_communes_france.csv
69085;Fleurieu-sur-Saône;COM;commune;84;Auvergne-Rhône-Alpes;69;Rhône;6999;Lyon;200046977;Métropole de Lyon;10;Lyon;69250;69250;08421;69123;00760;Lyon;7;UNITE URBAINE;B;1501;291;3;516;225;167;295;45.863;4.845;45.859;4.85;4;Ceintures urbaines;1;centres locaux d'équipements et de services;Fleurentins;https://www.data.gouv.fr/api/1/datasets/r/f5df602b-3800-44d7-b2df-fa40a0350325;2026-03-18 14:30:18.054404;liste_communes_france.csv
69086;Fleurieux-sur-l'Arbresle;COM;commune;84;Auvergne-Rhône-Alpes;69;Rhône;6902;L'Arbresle;246900625;CC du Pays de l'Arbresle (CCPA);10;Lyon;69210;69210;08421;69123;69000;;0;HORS UNITE URBAINE;H;2287;949;9;241;294;200;403;45.836;4.652;45.839;4.652;4;Ceintures urbaines;1;centres locaux d'équipements et de services;;https://www.data.gouv.fr/api/1/datasets/r/f5df602b-3800-44d7-b2df-fa40a0350325;2026-03-18 14:30:18.054404;liste_communes_france.csv
69087;Fontaines-Saint-Martin;COM;commune;84;Auvergne-Rhône-Alpes;69;Rhône;6999;Lyon;200046977;Métropole de Lyon;10;Lyon;69270;69270;08421;69123;00760;Lyon;7;UNITE URBAINE;B;3043;270;3;1127;234;182;288;45.844;4.854;45.843;4.854;4;Ceintures urbaines;1;centres locaux d'équipements et de services;Saint-Martinois.;https://www.data.gouv.fr/api/1/datasets/r/f5df602b-3800-44d7-b2df-fa40a0350325;2026-03-18 14:30:18.054404;liste_communes_france.csv
69088;Fontaines-sur-Saône;COM;commune;84;Auvergne-Rhône-Alpes;69;Rhône;6999;Lyon;200046977;Métropole de Lyon;10;Lyon;69270;69270;08421;69123;00760;Lyon;7;UNITE URBAINE;B;7047;234;2;3012;211;166;270;45.836;4.845;45.828;4.857;1;Grands centres urbains;2;centres intermédiaires d'équipements et de services;Fontainois/Fontainoise;https://www.data.gouv.fr/api/1/datasets/r/f5df602b-3800-44d7-b2df-fa40a0350325;2026-03-18 14:30:18.054404;liste_communes_france.csv
69089;Francheville;COM;commune;84;Auvergne-Rhône-Alpes;69;Rhône;6999;Lyon;200046977;Métropole de Lyon;10;Lyon;69340;69340;08421;69123;00760;Lyon;7;UNITE URBAINE;B;15204;823;8;1847;250;179;315;45.736;4.764;45.738;4.755;1;Grands centres urbains;2;centres intermédiaires d'équipements et de services;Franchevillois.;https://www.data.gouv.fr/api/1/datasets/r/f5df602b-3800-44d7-b2df-fa40a0350325;2026-03-18 14:30:18.054404;liste_communes_france.csv
69090;Frontenas;COM;commune;84;Auvergne-Rhône-Alpes;69;Rhône;6904;Val d'Oingt;200040574;CC Beaujolais Pierres Dorées;10;Lyon;69620;69620;08421;69123;69301;Val d'Oingt;3;UNITE URBAINE;B;873;350;4;249;340;260;430;45.925;4.619;45.922;4.632;6;Rural à habitat dispersé;0;communes non pôle;Frontenassiens;https://www.data.gouv.fr/api/1/datasets/r/f5df602b-3800-44d7-b2df-fa40a0350325;2026-03-18 14:30:18.054404;liste_communes_france.csv
69091;Givors;COM;commune;84;Auvergne-Rhône-Alpes;69;Rhône;6999;Lyon;200046977;Métropole de Lyon;10;Lyon;69700;69700, 69702, 69701;08421;69123;00760;Lyon;7;UNITE URBAINE;B;20654;1747;17;1182;243;145;373;45.582;4.774;45.582;4.757;2;Centres urbains intermédiaires;3;centres structurants d'équipements et de services;Givordins;https://www.data.gouv.fr/api/1/datasets/r/f5df602b-3800-44d7-b2df-fa40a0350325;2026-03-18 14:30:18.054404;liste_communes_france.csv
69092;Gleizé;COM;commune;84;Auvergne-Rhône-Alpes;69;Rhône;6907;Gleizé;200040590;CA Villefranche Beaujolais Saône;10;Lyon;69400;69655, 69652, 69656, 69400, 69653, 69651, 69665;08434;69264;00760;Lyon;7;UNITE URBAINE;B;7614;1042;10;731;225;181;292;45.989;4.697;45.991;4.688;2;Centres urbains intermédiaires;2;centres intermédiaires d'équipements et de services;;https://www.data.gouv.fr/api/1/datasets/r/f5df602b-3800-44d7-b2df-fa40a0350325;2026-03-18 14:30:18.054404;liste_communes_france.csv
69093;Grandris;COM;commune;84;Auvergne-Rhône-Alpes;69;Rhône;6910;Tarare;200040566;CA de l'Ouest Rhodanien;10;Lyon;69870;69870;08430;69243;69000;;0;HORS UNITE URBAINE;H;1198;1511;15;79;549;360;740;46.039;4.475;46.033;4.459;5;Bourgs ruraux;1;centres locaux d'équipements et de services;;https://www.data.gouv.fr/api/1/datasets/r/f5df602b-3800-44d7-b2df-fa40a0350325;2026-03-18 14:30:18.054404;liste_communes_france.csv
69094;Grézieu-la-Varenne;COM;commune;84;Auvergne-Rhône-Alpes;69;Rhône;6905;Brignais;246900724;CC des Vallons du Lyonnais (CCVL);10;Lyon;69290;69290;08421;69123;00760;Lyon;7;UNITE URBAINE;B;6094;749;7;814;331;240;589;45.748;4.694;45.748;4.69;4;Ceintures urbaines;2;centres intermédiaires d'équipements et de services;Grézirots;https://www.data.gouv.fr/api/1/datasets/r/f5df602b-3800-44d7-b2df-fa40a0350325;2026-03-18 14:30:18.054404;liste_communes_france.csv
69095;Grézieu-le-Marché;COM;commune;84;Auvergne-Rhône-Alpes;69;Rhône;6912;Vaugneray;200066587;CC des Monts du Lyonnais;10;Lyon;69610;69610;08428;42218;00256;Chazelles-sur-Lyon;2;UNITE URBAINE;B;829;1152;12;72;597;438;733;45.656;4.421;45.662;4.421;6;Rural à habitat dispersé;0;communes non pôle;;https://www.data.gouv.fr/api/1/datasets/r/f5df602b-3800-44d7-b2df-fa40a0350325;2026-03-18 14:30:18.054404;liste_communes_france.csv
69096;Grigny;COM;commune;84;Auvergne-Rhône-Alpes;69;Rhône;6999;Lyon;200046977;Métropole de Lyon;10;Lyon;69520;69702, 69520;08421;69123;00760;Lyon;7;UNITE URBAINE;B;9851;574;6;1716;180;152;245;45.608;4.79;45.608;4.786;2;Centres urbains intermédiaires;2;centres intermédiaires d'équipements et de services;Grignerots;https://www.data.gouv.fr/api/1/datasets/r/f5df602b-3800-44d7-b2df-fa40a0350325;2026-03-18 14:30:18.054404;liste_communes_france.csv
69097;Les Haies;COM;commune;84;Auvergne-Rhône-Alpes;69;Rhône;6908;Mornant;200077014;CA Vienne Condrieu;10;Lyon;69420;69420;08421;69123;69000;;0;HORS UNITE URBAINE;H;756;1587;16;48;417;307;564;45.504;4.749;45.513;4.739;6;Rural à habitat dispersé;0;communes non pôle;;https://www.data.gouv.fr/api/1/datasets/r/f5df602b-3800-44d7-b2df-fa40a0350325;2026-03-18 14:30:18.054404;liste_communes_france.csv
69098;Les Halles;COM;commune;84;Auvergne-Rhône-Alpes;69;Rhône;6902;L'Arbresle;200066587;CC des Monts du Lyonnais;10;Lyon;69610;69610;08428;42218;69000;;0;HORS UNITE URBAINE;H;488;306;3;159;590;468;682;45.719;4.432;45.716;4.435;6;Rural à habitat dispersé;0;communes non pôle;;https://www.data.gouv.fr/api/1/datasets/r/f5df602b-3800-44d7-b2df-fa40a0350325;2026-03-18 14:30:18.054404;liste_communes_france.csv
69099;Haute-Rivoire;COM;commune;84;Auvergne-Rhône-Alpes;69;Rhône;6902;L'Arbresle;200066587;CC des Monts du Lyonnais;10;Lyon;69610;69610;08428;42218;69000;;0;HORS UNITE URBAINE;H;1431;2051;21;70;576;437;667;45.715;4.396;45.714;4.406;5;Bourgs ruraux;1;centres locaux d'équipements et de services;;https://www.data.gouv.fr/api/1/datasets/r/f5df602b-3800-44d7-b2df-fa40a0350325;2026-03-18 14:30:18.054404;liste_communes_france.csv
69100;Irigny;COM;commune;84;Auvergne-Rhône-Alpes;69;Rhône;6999;Lyon;200046977;Métropole de Lyon;10;Lyon;69540;69540;08421;69123;00760;Lyon;7;UNITE URBAINE;B;8867;889;9;997;217;155;271;45.673;4.822;45.675;4.818;1;Grands centres urbains;2;centres intermédiaires d'équipements et de services;Irignois;https://www.data.gouv.fr/api/1/datasets/r/f5df602b-3800-44d7-b2df-fa40a0350325;2026-03-18 14:30:18.054404;liste_communes_france.csv
69102;Joux;COM;commune;84;Auvergne-Rhône-Alpes;69;Rhône;6910;Tarare;200040566;CA de l'Ouest Rhodanien;10;Lyon;69170;69170;08430;69243;69000;;0;HORS UNITE URBAINE;H;751;2502;25;30;659;410;892;45.888;4.373;45.89;4.367;6;Rural à habitat dispersé;0;communes non pôle;Jouxiens;https://www.data.gouv.fr/api/1/datasets/r/f5df602b-3800-44d7-b2df-fa40a0350325;2026-03-18 14:30:18.054404;liste_communes_france.csv
69103;Juliénas;COM;commune;84;Auvergne-Rhône-Alpes;69;Rhône;6903;Belleville-en-Beaujolais;200067817;CC Saône-Beaujolais;10;Lyon;69840;69840;08434;69264;00554;Mâcon;5;UNITE URBAINE;B;885;756;8;117;332;217;655;46.236;4.71;46.242;4.704;6;Rural à habitat dispersé;1;centres locaux d'équipements et de services;Juliénatons;https://www.data.gouv.fr/api/1/datasets/r/f5df602b-3800-44d7-b2df-fa40a0350325;2026-03-18 14:30:18.054404;liste_communes_france.csv
69104;Jullié;COM;commune;84;Auvergne-Rhône-Alpes;69;Rhône;6903;Belleville-en-Beaujolais;200067817;CC Saône-Beaujolais;10;Lyon;69840;69840;08434;69264;69000;;0;HORS UNITE URBAINE;H;475;975;10;49;463;255;704;46.244;4.676;46.244;4.664;6;Rural à habitat dispersé;0;communes non pôle;;https://www.data.gouv.fr/api/1/datasets/r/f5df602b-3800-44d7-b2df-fa40a0350325;2026-03-18 14:30:18.054404;liste_communes_france.csv
69105;Lacenas;COM;commune;84;Auvergne-Rhône-Alpes;69;Rhône;6907;Gleizé;200040590;CA Villefranche Beaujolais Saône;10;Lyon;69640;69640;08434;69264;00760;Lyon;7;UNITE URBAINE;B;1027;332;3;309;285;229;371;45.993;4.644;45.986;4.648;5;Bourgs ruraux;1;centres locaux d'équipements et de services;;https://www.data.gouv.fr/api/1/datasets/r/f5df602b-3800-44d7-b2df-fa40a0350325;2026-03-18 14:30:18.054404;liste_communes_france.csv
69106;Lachassagne;COM;commune;84;Auvergne-Rhône-Alpes;69;Rhône;6901;Anse;200040574;CC Beaujolais Pierres Dorées;10;Lyon;69480;69480;08421;69123;00760;Lyon;7;UNITE URBAINE;B;1264;353;4;358;324;250;402;45.926;4.687;45.927;4.679;4;Ceintures urbaines;1;centres locaux d'équipements et de services;Arlequin, Arlequine;https://www.data.gouv.fr/api/1/datasets/r/f5df602b-3800-44d7-b2df-fa40a0350325;2026-03-18 14:30:18.054404;liste_communes_france.csv
69107;Lamure-sur-Azergues;COM;commune;84;Auvergne-Rhône-Alpes;69;Rhône;6910;Tarare;200040566;CA de l'Ouest Rhodanien;10;Lyon;69870;69870;08430;69243;69000;;0;HORS UNITE URBAINE;H;1055;1544;15;68;545;351;885;46.064;4.492;46.053;4.509;6;Rural à habitat dispersé;1;centres locaux d'équipements et de services;;https://www.data.gouv.fr/api/1/datasets/r/f5df602b-3800-44d7-b2df-fa40a0350325;2026-03-18 14:30:18.054404;liste_communes_france.csv
69108;Lancié;COM;commune;84;Auvergne-Rhône-Alpes;69;Rhône;6903;Belleville-en-Beaujolais;200067817;CC Saône-Beaujolais;10;Lyon;69220;69220;08434;69264;69000;;0;HORS UNITE URBAINE;H;1062;657;7;162;207;172;258;46.17;4.716;46.173;4.726;5;Bourgs ruraux;0;communes non pôle;;https://www.data.gouv.fr/api/1/datasets/r/f5df602b-3800-44d7-b2df-fa40a0350325;2026-03-18 14:30:18.054404;liste_communes_france.csv
69109;Lantignié;COM;commune;84;Auvergne-Rhône-Alpes;69;Rhône;6903;Belleville-en-Beaujolais;200067817;CC Saône-Beaujolais;10;Lyon;69430;69430;08434;69264;69103;Beaujeu;1;UNITE URBAINE;B;854;739;7;116;414;256;841;46.147;4.623;46.156;4.619;6;Rural à habitat dispersé;0;communes non pôle;;https://www.data.gouv.fr/api/1/datasets/r/f5df602b-3800-44d7-b2df-fa40a0350325;2026-03-18 14:30:18.054404;liste_communes_france.csv
69110;Larajasse;COM;commune;84;Auvergne-Rhône-Alpes;69;Rhône;6912;Vaugneray;200066587;CC des Monts du Lyonnais;10;Lyon;69590;69590;08428;42218;69000;;0;HORS UNITE URBAINE;H;1834;3356;34;55;727;509;940;45.614;4.5;45.608;4.515;6;Rural à habitat dispersé;1;centres locaux d'équipements et de services;;https://www.data.gouv.fr/api/1/datasets/r/f5df602b-3800-44d7-b2df-fa40a0350325;2026-03-18 14:30:18.054404;liste_communes_france.csv
69111;Légny;COM;commune;84;Auvergne-Rhône-Alpes;69;Rhône;6904;Val d'Oingt;200040574;CC Beaujolais Pierres Dorées;10;Lyon;69620;69620;08421;69123;69301;Val d'Oingt;3;UNITE URBAINE;B;691;407;4;170;290;233;347;45.909;4.583;45.904;4.574;6;Rural à habitat dispersé;1;centres locaux d'équipements et de services;;https://www.data.gouv.fr/api/1/datasets/r/f5df602b-3800-44d7-b2df-fa40a0350325;2026-03-18 14:30:18.054404;liste_communes_france.csv
69112;Lentilly;COM;commune;84;Auvergne-Rhône-Alpes;69;Rhône;6901;Anse;246900625;CC du Pays de l'Arbresle (CCPA);10;Lyon;69210;69210, 69594, 69595, 69591;08421;69123;00760;Lyon;7;UNITE URBAINE;B;6508;1864;19;349;341;240;565;45.819;4.663;45.812;4.671;4;Ceintures urbaines;2;centres intermédiaires d'équipements et de services;Lentillois, Lentilloise;https://www.data.gouv.fr/api/1/datasets/r/f5df602b-3800-44d7-b2df-fa40a0350325;2026-03-18 14:30:18.054404;liste_communes_france.csv
69113;Létra;COM;commune;84;Auvergne-Rhône-Alpes;69;Rhône;6904;Val d'Oingt;200040574;CC Beaujolais Pierres Dorées;10;Lyon;69620;69620;08421;69123;69000;;0;HORS UNITE URBAINE;H;903;1470;15;61;449;275;727;45.962;4.524;45.972;4.526;6;Rural à habitat dispersé;0;communes non pôle;Létrasien;https://www.data.gouv.fr/api/1/datasets/r/f5df602b-3800-44d7-b2df-fa40a0350325;2026-03-18 14:30:18.054404;liste_communes_france.csv
69115;Limas;COM;commune;84;Auvergne-Rhône-Alpes;69;Rhône;6907;Gleizé;200040590;CA Villefranche Beaujolais Saône;10;Lyon;69400;69653, 69659, 69654, 69400, 69655, 69651, 69656, 69658;08434;69264;00760;Lyon;7;UNITE URBAINE;B;4790;557;6;860;203;168;332;45.975;4.707;45.972;4.719;2;Centres urbains intermédiaires;2;centres intermédiaires d'équipements et de services;Limassiens et les Limassiennes;https://www.data.gouv.fr/api/1/datasets/r/f5df602b-3800-44d7-b2df-fa40a0350325;2026-03-18 14:30:18.054404;liste_communes_france.csv
