Code du département;Libellé du département;Code de la commune;Libellé de la commune;Inscrits;Abstentions;% Abs/Ins;Votants;% Vot/Ins;Blancs et nuls;% BlNuls/Ins;% BlNuls/Vot;Exprimés;% Exp/Ins;% Exp/Vot;Sexe_1;Nom_1;Prénom_1;Voix_1;% Voix/Ins_1;% Voix/Exp_1;Sexe_2;Nom_2;Prénom_2;Voix_2;% Voix/Ins_2;% Voix/Exp_2;source_sheet_name;extraction_source_url;ingestion_timestamp;source_file_name
69;RHONE;143;Neuville-sur-Saône;4540;955;21.04;3585;78.96;156;3.44;4.35;3429;75.53;95.65;M;HOLLANDE;François;1712;37.71;49.93;M;SARKOZY;Nicolas;1717;37.82;50.07;Tour 2;https://www.data.gouv.fr/api/1/datasets/r/f81b2215-b297-4616-acbf-d8790ee38197;2026-03-28T00:38:11.459181;2012_pres_t1_t2_communes_france.xls
69;RHONE;144;Nuelles;505;54;10.69;451;89.31;31;6.14;6.87;420;83.17;93.13;M;HOLLANDE;François;162;32.08;38.57;M;SARKOZY;Nicolas;258;51.09;61.43;Tour 2;https://www.data.gouv.fr/api/1/datasets/r/f81b2215-b297-4616-acbf-d8790ee38197;2026-03-28T00:38:11.459181;2012_pres_t1_t2_communes_france.xls
69;RHONE;145;Odenas;578;84;14.53;494;85.47;30;5.19;6.07;464;80.28;93.93;M;HOLLANDE;François;154;26.64;33.19;M;SARKOZY;Nicolas;310;53.63;66.81;Tour 2;https://www.data.gouv.fr/api/1/datasets/r/f81b2215-b297-4616-acbf-d8790ee38197;2026-03-28T00:38:11.459181;2012_pres_t1_t2_communes_france.xls
69;RHONE;146;Oingt;526;70;13.31;456;86.69;20;3.8;4.39;436;82.89;95.61;M;HOLLANDE;François;152;28.9;34.86;M;SARKOZY;Nicolas;284;53.99;65.14;Tour 2;https://www.data.gouv.fr/api/1/datasets/r/f81b2215-b297-4616-acbf-d8790ee38197;2026-03-28T00:38:11.459181;2012_pres_t1_t2_communes_france.xls
69;RHONE;147;Les Olmes;663;122;18.4;541;81.6;35;5.28;6.47;506;76.32;93.53;M;HOLLANDE;François;210;31.67;41.5;M;SARKOZY;Nicolas;296;44.65;58.5;Tour 2;https://www.data.gouv.fr/api/1/datasets/r/f81b2215-b297-4616-acbf-d8790ee38197;2026-03-28T00:38:11.459181;2012_pres_t1_t2_communes_france.xls
69;RHONE;148;Orliénas;1590;181;11.38;1409;88.62;73;4.59;5.18;1336;84.03;94.82;M;HOLLANDE;François;559;35.16;41.84;M;SARKOZY;Nicolas;777;48.87;58.16;Tour 2;https://www.data.gouv.fr/api/1/datasets/r/f81b2215-b297-4616-acbf-d8790ee38197;2026-03-28T00:38:11.459181;2012_pres_t1_t2_communes_france.xls
69;RHONE;149;Oullins;16803;3330;19.82;13473;80.18;677;4.03;5.02;12796;76.15;94.98;M;HOLLANDE;François;7044;41.92;55.05;M;SARKOZY;Nicolas;5752;34.23;44.95;Tour 2;https://www.data.gouv.fr/api/1/datasets/r/f81b2215-b297-4616-acbf-d8790ee38197;2026-03-28T00:38:11.459181;2012_pres_t1_t2_communes_france.xls
69;RHONE;150;Ouroux;267;40;14.98;227;85.02;16;5.99;7.05;211;79.03;92.95;M;HOLLANDE;François;73;27.34;34.6;M;SARKOZY;Nicolas;138;51.69;65.4;Tour 2;https://www.data.gouv.fr/api/1/datasets/r/f81b2215-b297-4616-acbf-d8790ee38197;2026-03-28T00:38:11.459181;2012_pres_t1_t2_communes_france.xls
69;RHONE;151;Le Perréon;976;139;14.24;837;85.76;60;6.15;7.17;777;79.61;92.83;M;HOLLANDE;François;271;27.77;34.88;M;SARKOZY;Nicolas;506;51.84;65.12;Tour 2;https://www.data.gouv.fr/api/1/datasets/r/f81b2215-b297-4616-acbf-d8790ee38197;2026-03-28T00:38:11.459181;2012_pres_t1_t2_communes_france.xls
69;RHONE;152;Pierre-Bénite;6197;1613;26.03;4584;73.97;247;3.99;5.39;4337;69.99;94.61;M;HOLLANDE;François;2736;44.15;63.09;M;SARKOZY;Nicolas;1601;25.84;36.91;Tour 2;https://www.data.gouv.fr/api/1/datasets/r/f81b2215-b297-4616-acbf-d8790ee38197;2026-03-28T00:38:11.459181;2012_pres_t1_t2_communes_france.xls
69;RHONE;153;Poleymieux-au-Mont-d'Or;723;75;10.37;648;89.63;38;5.26;5.86;610;84.37;94.14;M;HOLLANDE;François;229;31.67;37.54;M;SARKOZY;Nicolas;381;52.7;62.46;Tour 2;https://www.data.gouv.fr/api/1/datasets/r/f81b2215-b297-4616-acbf-d8790ee38197;2026-03-28T00:38:11.459181;2012_pres_t1_t2_communes_france.xls
69;RHONE;154;Pollionnay;1262;162;12.84;1100;87.16;50;3.96;4.55;1050;83.2;95.45;M;HOLLANDE;François;357;28.29;34;M;SARKOZY;Nicolas;693;54.91;66;Tour 2;https://www.data.gouv.fr/api/1/datasets/r/f81b2215-b297-4616-acbf-d8790ee38197;2026-03-28T00:38:11.459181;2012_pres_t1_t2_communes_france.xls
69;RHONE;155;Pomeys;799;84;10.51;715;89.49;43;5.38;6.01;672;84.11;93.99;M;HOLLANDE;François;257;32.17;38.24;M;SARKOZY;Nicolas;415;51.94;61.76;Tour 2;https://www.data.gouv.fr/api/1/datasets/r/f81b2215-b297-4616-acbf-d8790ee38197;2026-03-28T00:38:11.459181;2012_pres_t1_t2_communes_france.xls
69;RHONE;156;Pommiers;1729;189;10.93;1540;89.07;62;3.59;4.03;1478;85.48;95.97;M;HOLLANDE;François;498;28.8;33.69;M;SARKOZY;Nicolas;980;56.68;66.31;Tour 2;https://www.data.gouv.fr/api/1/datasets/r/f81b2215-b297-4616-acbf-d8790ee38197;2026-03-28T00:38:11.459181;2012_pres_t1_t2_communes_france.xls
69;RHONE;157;Pontcharra-sur-Turdine;1903;363;19.08;1540;80.92;99;5.2;6.43;1441;75.72;93.57;M;HOLLANDE;François;581;30.53;40.32;M;SARKOZY;Nicolas;860;45.19;59.68;Tour 2;https://www.data.gouv.fr/api/1/datasets/r/f81b2215-b297-4616-acbf-d8790ee38197;2026-03-28T00:38:11.459181;2012_pres_t1_t2_communes_france.xls
69;RHONE;158;Pont-Trambouze;325;45;13.85;280;86.15;19;5.85;6.79;261;80.31;93.21;M;HOLLANDE;François;103;31.69;39.46;M;SARKOZY;Nicolas;158;48.62;60.54;Tour 2;https://www.data.gouv.fr/api/1/datasets/r/f81b2215-b297-4616-acbf-d8790ee38197;2026-03-28T00:38:11.459181;2012_pres_t1_t2_communes_france.xls
69;RHONE;159;Pouilly-le-Monial;637;73;11.46;564;88.54;37;5.81;6.56;527;82.73;93.44;M;HOLLANDE;François;187;29.36;35.48;M;SARKOZY;Nicolas;340;53.38;64.52;Tour 2;https://www.data.gouv.fr/api/1/datasets/r/f81b2215-b297-4616-acbf-d8790ee38197;2026-03-28T00:38:11.459181;2012_pres_t1_t2_communes_france.xls
69;RHONE;160;Poule-les-Echarmeaux;809;141;17.43;668;82.57;50;6.18;7.49;618;76.39;92.51;M;HOLLANDE;François;212;26.21;34.3;M;SARKOZY;Nicolas;406;50.19;65.7;Tour 2;https://www.data.gouv.fr/api/1/datasets/r/f81b2215-b297-4616-acbf-d8790ee38197;2026-03-28T00:38:11.459181;2012_pres_t1_t2_communes_france.xls
69;RHONE;161;Propières;396;79;19.95;317;80.05;31;7.83;9.78;286;72.22;90.22;M;HOLLANDE;François;83;20.96;29.02;M;SARKOZY;Nicolas;203;51.26;70.98;Tour 2;https://www.data.gouv.fr/api/1/datasets/r/f81b2215-b297-4616-acbf-d8790ee38197;2026-03-28T00:38:11.459181;2012_pres_t1_t2_communes_france.xls
69;RHONE;162;Quincié-en-Beaujolais;967;129;13.34;838;86.66;53;5.48;6.32;785;81.18;93.68;M;HOLLANDE;François;245;25.34;31.21;M;SARKOZY;Nicolas;540;55.84;68.79;Tour 2;https://www.data.gouv.fr/api/1/datasets/r/f81b2215-b297-4616-acbf-d8790ee38197;2026-03-28T00:38:11.459181;2012_pres_t1_t2_communes_france.xls
69;RHONE;163;Quincieux;2213;318;14.37;1895;85.63;112;5.06;5.91;1783;80.57;94.09;M;HOLLANDE;François;678;30.64;38.03;M;SARKOZY;Nicolas;1105;49.93;61.97;Tour 2;https://www.data.gouv.fr/api/1/datasets/r/f81b2215-b297-4616-acbf-d8790ee38197;2026-03-28T00:38:11.459181;2012_pres_t1_t2_communes_france.xls
69;RHONE;164;Ranchal;283;57;20.14;226;79.86;14;4.95;6.19;212;74.91;93.81;M;HOLLANDE;François;88;31.1;41.51;M;SARKOZY;Nicolas;124;43.82;58.49;Tour 2;https://www.data.gouv.fr/api/1/datasets/r/f81b2215-b297-4616-acbf-d8790ee38197;2026-03-28T00:38:11.459181;2012_pres_t1_t2_communes_france.xls
69;RHONE;165;Régnié-Durette;837;103;12.31;734;87.69;52;6.21;7.08;682;81.48;92.92;M;HOLLANDE;François;229;27.36;33.58;M;SARKOZY;Nicolas;453;54.12;66.42;Tour 2;https://www.data.gouv.fr/api/1/datasets/r/f81b2215-b297-4616-acbf-d8790ee38197;2026-03-28T00:38:11.459181;2012_pres_t1_t2_communes_france.xls
69;RHONE;166;Riverie;195;29;14.87;166;85.13;10;5.13;6.02;156;80;93.98;M;HOLLANDE;François;87;44.62;55.77;M;SARKOZY;Nicolas;69;35.38;44.23;Tour 2;https://www.data.gouv.fr/api/1/datasets/r/f81b2215-b297-4616-acbf-d8790ee38197;2026-03-28T00:38:11.459181;2012_pres_t1_t2_communes_france.xls
69;RHONE;167;Rivolet;411;51;12.41;360;87.59;14;3.41;3.89;346;84.18;96.11;M;HOLLANDE;François;125;30.41;36.13;M;SARKOZY;Nicolas;221;53.77;63.87;Tour 2;https://www.data.gouv.fr/api/1/datasets/r/f81b2215-b297-4616-acbf-d8790ee38197;2026-03-28T00:38:11.459181;2012_pres_t1_t2_communes_france.xls
69;RHONE;168;Rochetaillée-sur-Saône;880;116;13.18;764;86.82;45;5.11;5.89;719;81.7;94.11;M;HOLLANDE;François;270;30.68;37.55;M;SARKOZY;Nicolas;449;51.02;62.45;Tour 2;https://www.data.gouv.fr/api/1/datasets/r/f81b2215-b297-4616-acbf-d8790ee38197;2026-03-28T00:38:11.459181;2012_pres_t1_t2_communes_france.xls
69;RHONE;169;Ronno;504;68;13.49;436;86.51;30;5.95;6.88;406;80.56;93.12;M;HOLLANDE;François;123;24.4;30.3;M;SARKOZY;Nicolas;283;56.15;69.7;Tour 2;https://www.data.gouv.fr/api/1/datasets/r/f81b2215-b297-4616-acbf-d8790ee38197;2026-03-28T00:38:11.459181;2012_pres_t1_t2_communes_france.xls
69;RHONE;170;Rontalon;833;115;13.81;718;86.19;47;5.64;6.55;671;80.55;93.45;M;HOLLANDE;François;219;26.29;32.64;M;SARKOZY;Nicolas;452;54.26;67.36;Tour 2;https://www.data.gouv.fr/api/1/datasets/r/f81b2215-b297-4616-acbf-d8790ee38197;2026-03-28T00:38:11.459181;2012_pres_t1_t2_communes_france.xls
69;RHONE;171;Sain-Bel;1601;304;18.99;1297;81.01;73;4.56;5.63;1224;76.45;94.37;M;HOLLANDE;François;643;40.16;52.53;M;SARKOZY;Nicolas;581;36.29;47.47;Tour 2;https://www.data.gouv.fr/api/1/datasets/r/f81b2215-b297-4616-acbf-d8790ee38197;2026-03-28T00:38:11.459181;2012_pres_t1_t2_communes_france.xls
69;RHONE;172;Salles-Arbuissonnas-en-Beaujolais;559;60;10.73;499;89.27;30;5.37;6.01;469;83.9;93.99;M;HOLLANDE;François;167;29.87;35.61;M;SARKOZY;Nicolas;302;54.03;64.39;Tour 2;https://www.data.gouv.fr/api/1/datasets/r/f81b2215-b297-4616-acbf-d8790ee38197;2026-03-28T00:38:11.459181;2012_pres_t1_t2_communes_france.xls
69;RHONE;173;Sarcey;675;90;13.33;585;86.67;49;7.26;8.38;536;79.41;91.62;M;HOLLANDE;François;173;25.63;32.28;M;SARKOZY;Nicolas;363;53.78;67.72;Tour 2;https://www.data.gouv.fr/api/1/datasets/r/f81b2215-b297-4616-acbf-d8790ee38197;2026-03-28T00:38:11.459181;2012_pres_t1_t2_communes_france.xls
69;RHONE;174;Les Sauvages;436;68;15.6;368;84.4;23;5.28;6.25;345;79.13;93.75;M;HOLLANDE;François;122;27.98;35.36;M;SARKOZY;Nicolas;223;51.15;64.64;Tour 2;https://www.data.gouv.fr/api/1/datasets/r/f81b2215-b297-4616-acbf-d8790ee38197;2026-03-28T00:38:11.459181;2012_pres_t1_t2_communes_france.xls
69;RHONE;175;Savigny;1459;184;12.61;1275;87.39;68;4.66;5.33;1207;82.73;94.67;M;HOLLANDE;François;443;30.36;36.7;M;SARKOZY;Nicolas;764;52.36;63.3;Tour 2;https://www.data.gouv.fr/api/1/datasets/r/f81b2215-b297-4616-acbf-d8790ee38197;2026-03-28T00:38:11.459181;2012_pres_t1_t2_communes_france.xls
69;RHONE;176;Soucieu-en-Jarrest;2840;418;14.72;2422;85.28;113;3.98;4.67;2309;81.3;95.33;M;HOLLANDE;François;952;33.52;41.23;M;SARKOZY;Nicolas;1357;47.78;58.77;Tour 2;https://www.data.gouv.fr/api/1/datasets/r/f81b2215-b297-4616-acbf-d8790ee38197;2026-03-28T00:38:11.459181;2012_pres_t1_t2_communes_france.xls
69;RHONE;177;Sourcieux-les-Mines;1524;247;16.21;1277;83.79;76;4.99;5.95;1201;78.81;94.05;M;HOLLANDE;François;565;37.07;47.04;M;SARKOZY;Nicolas;636;41.73;52.96;Tour 2;https://www.data.gouv.fr/api/1/datasets/r/f81b2215-b297-4616-acbf-d8790ee38197;2026-03-28T00:38:11.459181;2012_pres_t1_t2_communes_france.xls
69;RHONE;178;Souzy;508;58;11.42;450;88.58;39;7.68;8.67;411;80.91;91.33;M;HOLLANDE;François;178;35.04;43.31;M;SARKOZY;Nicolas;233;45.87;56.69;Tour 2;https://www.data.gouv.fr/api/1/datasets/r/f81b2215-b297-4616-acbf-d8790ee38197;2026-03-28T00:38:11.459181;2012_pres_t1_t2_communes_france.xls
69;RHONE;179;Saint-Andéol-le-Château;1110;125;11.26;985;88.74;46;4.14;4.67;939;84.59;95.33;M;HOLLANDE;François;467;42.07;49.73;M;SARKOZY;Nicolas;472;42.52;50.27;Tour 2;https://www.data.gouv.fr/api/1/datasets/r/f81b2215-b297-4616-acbf-d8790ee38197;2026-03-28T00:38:11.459181;2012_pres_t1_t2_communes_france.xls
69;RHONE;180;Saint-André-la-Côte;206;37;17.96;169;82.04;11;5.34;6.51;158;76.7;93.49;M;HOLLANDE;François;54;26.21;34.18;M;SARKOZY;Nicolas;104;50.49;65.82;Tour 2;https://www.data.gouv.fr/api/1/datasets/r/f81b2215-b297-4616-acbf-d8790ee38197;2026-03-28T00:38:11.459181;2012_pres_t1_t2_communes_france.xls
69;RHONE;181;Saint-Appolinaire;133;21;15.79;112;84.21;9;6.77;8.04;103;77.44;91.96;M;HOLLANDE;François;52;39.1;50.49;M;SARKOZY;Nicolas;51;38.35;49.51;Tour 2;https://www.data.gouv.fr/api/1/datasets/r/f81b2215-b297-4616-acbf-d8790ee38197;2026-03-28T00:38:11.459181;2012_pres_t1_t2_communes_france.xls
69;RHONE;182;Saint-Bonnet-des-Bruyères;333;71;21.32;262;78.68;18;5.41;6.87;244;73.27;93.13;M;HOLLANDE;François;50;15.02;20.49;M;SARKOZY;Nicolas;194;58.26;79.51;Tour 2;https://www.data.gouv.fr/api/1/datasets/r/f81b2215-b297-4616-acbf-d8790ee38197;2026-03-28T00:38:11.459181;2012_pres_t1_t2_communes_france.xls
69;RHONE;183;Saint-Bonnet-le-Troncy;257;44;17.12;213;82.88;11;4.28;5.16;202;78.6;94.84;M;HOLLANDE;François;54;21.01;26.73;M;SARKOZY;Nicolas;148;57.59;73.27;Tour 2;https://www.data.gouv.fr/api/1/datasets/r/f81b2215-b297-4616-acbf-d8790ee38197;2026-03-28T00:38:11.459181;2012_pres_t1_t2_communes_france.xls
69;RHONE;184;Sainte-Catherine;661;91;13.77;570;86.23;30;4.54;5.26;540;81.69;94.74;M;HOLLANDE;François;210;31.77;38.89;M;SARKOZY;Nicolas;330;49.92;61.11;Tour 2;https://www.data.gouv.fr/api/1/datasets/r/f81b2215-b297-4616-acbf-d8790ee38197;2026-03-28T00:38:11.459181;2012_pres_t1_t2_communes_france.xls
69;RHONE;185;Saint-Christophe;193;36;18.65;157;81.35;7;3.63;4.46;150;77.72;95.54;M;HOLLANDE;François;51;26.42;34;M;SARKOZY;Nicolas;99;51.3;66;Tour 2;https://www.data.gouv.fr/api/1/datasets/r/f81b2215-b297-4616-acbf-d8790ee38197;2026-03-28T00:38:11.459181;2012_pres_t1_t2_communes_france.xls
69;RHONE;186;Saint-Clément-de-Vers;200;45;22.5;155;77.5;5;2.5;3.23;150;75;96.77;M;HOLLANDE;François;51;25.5;34;M;SARKOZY;Nicolas;99;49.5;66;Tour 2;https://www.data.gouv.fr/api/1/datasets/r/f81b2215-b297-4616-acbf-d8790ee38197;2026-03-28T00:38:11.459181;2012_pres_t1_t2_communes_france.xls
69;RHONE;187;Saint-Clément-les-Places;434;50;11.52;384;88.48;25;5.76;6.51;359;82.72;93.49;M;HOLLANDE;François;148;34.1;41.23;M;SARKOZY;Nicolas;211;48.62;58.77;Tour 2;https://www.data.gouv.fr/api/1/datasets/r/f81b2215-b297-4616-acbf-d8790ee38197;2026-03-28T00:38:11.459181;2012_pres_t1_t2_communes_france.xls
69;RHONE;188;Saint-Clément-sous-Valsonne;455;47;10.33;408;89.67;20;4.4;4.9;388;85.27;95.1;M;HOLLANDE;François;144;31.65;37.11;M;SARKOZY;Nicolas;244;53.63;62.89;Tour 2;https://www.data.gouv.fr/api/1/datasets/r/f81b2215-b297-4616-acbf-d8790ee38197;2026-03-28T00:38:11.459181;2012_pres_t1_t2_communes_france.xls
69;RHONE;189;Sainte-Colombe;1334;256;19.19;1078;80.81;66;4.95;6.12;1012;75.86;93.88;M;HOLLANDE;François;454;34.03;44.86;M;SARKOZY;Nicolas;558;41.83;55.14;Tour 2;https://www.data.gouv.fr/api/1/datasets/r/f81b2215-b297-4616-acbf-d8790ee38197;2026-03-28T00:38:11.459181;2012_pres_t1_t2_communes_france.xls
69;RHONE;190;Sainte-Consorce;1512;217;14.35;1295;85.65;56;3.7;4.32;1239;81.94;95.68;M;HOLLANDE;François;485;32.08;39.14;M;SARKOZY;Nicolas;754;49.87;60.86;Tour 2;https://www.data.gouv.fr/api/1/datasets/r/f81b2215-b297-4616-acbf-d8790ee38197;2026-03-28T00:38:11.459181;2012_pres_t1_t2_communes_france.xls
69;RHONE;191;Saint-Cyr-au-Mont-d'Or;4251;565;13.29;3686;86.71;127;2.99;3.45;3559;83.72;96.55;M;HOLLANDE;François;939;22.09;26.38;M;SARKOZY;Nicolas;2620;61.63;73.62;Tour 2;https://www.data.gouv.fr/api/1/datasets/r/f81b2215-b297-4616-acbf-d8790ee38197;2026-03-28T00:38:11.459181;2012_pres_t1_t2_communes_france.xls
69;RHONE;192;Saint-Cyr-le-Chatoux;97;9;9.28;88;90.72;7;7.22;7.95;81;83.51;92.05;M;HOLLANDE;François;38;39.18;46.91;M;SARKOZY;Nicolas;43;44.33;53.09;Tour 2;https://www.data.gouv.fr/api/1/datasets/r/f81b2215-b297-4616-acbf-d8790ee38197;2026-03-28T00:38:11.459181;2012_pres_t1_t2_communes_france.xls
69;RHONE;193;Saint-Cyr-sur-le-Rhône;947;106;11.19;841;88.81;51;5.39;6.06;790;83.42;93.94;M;HOLLANDE;François;317;33.47;40.13;M;SARKOZY;Nicolas;473;49.95;59.87;Tour 2;https://www.data.gouv.fr/api/1/datasets/r/f81b2215-b297-4616-acbf-d8790ee38197;2026-03-28T00:38:11.459181;2012_pres_t1_t2_communes_france.xls
69;RHONE;194;Saint-Didier-au-Mont-d'Or;5081;592;11.65;4489;88.35;131;2.58;2.92;4358;85.77;97.08;M;HOLLANDE;François;1071;21.08;24.58;M;SARKOZY;Nicolas;3287;64.69;75.42;Tour 2;https://www.data.gouv.fr/api/1/datasets/r/f81b2215-b297-4616-acbf-d8790ee38197;2026-03-28T00:38:11.459181;2012_pres_t1_t2_communes_france.xls
69;RHONE;195;Saint-Didier-sous-Riverie;899;91;10.12;808;89.88;42;4.67;5.2;766;85.21;94.8;M;HOLLANDE;François;283;31.48;36.95;M;SARKOZY;Nicolas;483;53.73;63.05;Tour 2;https://www.data.gouv.fr/api/1/datasets/r/f81b2215-b297-4616-acbf-d8790ee38197;2026-03-28T00:38:11.459181;2012_pres_t1_t2_communes_france.xls
69;RHONE;196;Saint-Didier-sur-Beaujeu;421;59;14.01;362;85.99;20;4.75;5.52;342;81.24;94.48;M;HOLLANDE;François;114;27.08;33.33;M;SARKOZY;Nicolas;228;54.16;66.67;Tour 2;https://www.data.gouv.fr/api/1/datasets/r/f81b2215-b297-4616-acbf-d8790ee38197;2026-03-28T00:38:11.459181;2012_pres_t1_t2_communes_france.xls
69;RHONE;197;Saint-Etienne-des-Oullières;1415;235;16.61;1180;83.39;68;4.81;5.76;1112;78.59;94.24;M;HOLLANDE;François;344;24.31;30.94;M;SARKOZY;Nicolas;768;54.28;69.06;Tour 2;https://www.data.gouv.fr/api/1/datasets/r/f81b2215-b297-4616-acbf-d8790ee38197;2026-03-28T00:38:11.459181;2012_pres_t1_t2_communes_france.xls
69;RHONE;198;Saint-Etienne-la-Varenne;538;60;11.15;478;88.85;25;4.65;5.23;453;84.2;94.77;M;HOLLANDE;François;134;24.91;29.58;M;SARKOZY;Nicolas;319;59.29;70.42;Tour 2;https://www.data.gouv.fr/api/1/datasets/r/f81b2215-b297-4616-acbf-d8790ee38197;2026-03-28T00:38:11.459181;2012_pres_t1_t2_communes_france.xls
69;RHONE;199;Saint-Fons;7862;2061;26.21;5801;73.79;269;3.42;4.64;5532;70.36;95.36;M;HOLLANDE;François;3760;47.82;67.97;M;SARKOZY;Nicolas;1772;22.54;32.03;Tour 2;https://www.data.gouv.fr/api/1/datasets/r/f81b2215-b297-4616-acbf-d8790ee38197;2026-03-28T00:38:11.459181;2012_pres_t1_t2_communes_france.xls
69;RHONE;200;Saint-Forgeux;1168;156;13.36;1012;86.64;57;4.88;5.63;955;81.76;94.37;M;HOLLANDE;François;278;23.8;29.11;M;SARKOZY;Nicolas;677;57.96;70.89;Tour 2;https://www.data.gouv.fr/api/1/datasets/r/f81b2215-b297-4616-acbf-d8790ee38197;2026-03-28T00:38:11.459181;2012_pres_t1_t2_communes_france.xls
69;RHONE;201;Sainte-Foy-l'Argentière;876;152;17.35;724;82.65;42;4.79;5.8;682;77.85;94.2;M;HOLLANDE;François;296;33.79;43.4;M;SARKOZY;Nicolas;386;44.06;56.6;Tour 2;https://www.data.gouv.fr/api/1/datasets/r/f81b2215-b297-4616-acbf-d8790ee38197;2026-03-28T00:38:11.459181;2012_pres_t1_t2_communes_france.xls
69;RHONE;202;Sainte-Foy-lès-Lyon;15295;2247;14.69;13048;85.31;513;3.35;3.93;12535;81.95;96.07;M;HOLLANDE;François;5016;32.8;40.02;M;SARKOZY;Nicolas;7519;49.16;59.98;Tour 2;https://www.data.gouv.fr/api/1/datasets/r/f81b2215-b297-4616-acbf-d8790ee38197;2026-03-28T00:38:11.459181;2012_pres_t1_t2_communes_france.xls
69;RHONE;203;Saint-Genis-l'Argentière;750;108;14.4;642;85.6;48;6.4;7.48;594;79.2;92.52;M;HOLLANDE;François;277;36.93;46.63;M;SARKOZY;Nicolas;317;42.27;53.37;Tour 2;https://www.data.gouv.fr/api/1/datasets/r/f81b2215-b297-4616-acbf-d8790ee38197;2026-03-28T00:38:11.459181;2012_pres_t1_t2_communes_france.xls
69;RHONE;204;Saint-Genis-Laval;15222;3316;21.78;11906;78.22;520;3.42;4.37;11386;74.8;95.63;M;HOLLANDE;François;5195;34.13;45.63;M;SARKOZY;Nicolas;6191;40.67;54.37;Tour 2;https://www.data.gouv.fr/api/1/datasets/r/f81b2215-b297-4616-acbf-d8790ee38197;2026-03-28T00:38:11.459181;2012_pres_t1_t2_communes_france.xls
69;RHONE;205;Saint-Genis-les-Ollières;3720;599;16.1;3121;83.9;142;3.82;4.55;2979;80.08;95.45;M;HOLLANDE;François;1345;36.16;45.15;M;SARKOZY;Nicolas;1634;43.92;54.85;Tour 2;https://www.data.gouv.fr/api/1/datasets/r/f81b2215-b297-4616-acbf-d8790ee38197;2026-03-28T00:38:11.459181;2012_pres_t1_t2_communes_france.xls
69;RHONE;206;Saint-Georges-de-Reneins;3151;737;23.39;2414;76.61;126;4;5.22;2288;72.61;94.78;M;HOLLANDE;François;707;22.44;30.9;M;SARKOZY;Nicolas;1581;50.17;69.1;Tour 2;https://www.data.gouv.fr/api/1/datasets/r/f81b2215-b297-4616-acbf-d8790ee38197;2026-03-28T00:38:11.459181;2012_pres_t1_t2_communes_france.xls
69;RHONE;207;Saint-Germain-au-Mont-d'Or;1935;317;16.38;1618;83.62;82;4.24;5.07;1536;79.38;94.93;M;HOLLANDE;François;771;39.84;50.2;M;SARKOZY;Nicolas;765;39.53;49.8;Tour 2;https://www.data.gouv.fr/api/1/datasets/r/f81b2215-b297-4616-acbf-d8790ee38197;2026-03-28T00:38:11.459181;2012_pres_t1_t2_communes_france.xls
69;RHONE;208;Saint-Germain-sur-l'Arbresle;1043;108;10.35;935;89.65;66;6.33;7.06;869;83.32;92.94;M;HOLLANDE;François;361;34.61;41.54;M;SARKOZY;Nicolas;508;48.71;58.46;Tour 2;https://www.data.gouv.fr/api/1/datasets/r/f81b2215-b297-4616-acbf-d8790ee38197;2026-03-28T00:38:11.459181;2012_pres_t1_t2_communes_france.xls
69;RHONE;209;Saint-Igny-de-Vers;498;112;22.49;386;77.51;34;6.83;8.81;352;70.68;91.19;M;HOLLANDE;François;118;23.69;33.52;M;SARKOZY;Nicolas;234;46.99;66.48;Tour 2;https://www.data.gouv.fr/api/1/datasets/r/f81b2215-b297-4616-acbf-d8790ee38197;2026-03-28T00:38:11.459181;2012_pres_t1_t2_communes_france.xls
69;RHONE;210;Saint-Jacques-des-Arrêts;95;16;16.84;79;83.16;7;7.37;8.86;72;75.79;91.14;M;HOLLANDE;François;18;18.95;25;M;SARKOZY;Nicolas;54;56.84;75;Tour 2;https://www.data.gouv.fr/api/1/datasets/r/f81b2215-b297-4616-acbf-d8790ee38197;2026-03-28T00:38:11.459181;2012_pres_t1_t2_communes_france.xls
69;RHONE;211;Saint-Jean-d'Ardières;2227;441;19.8;1786;80.2;101;4.54;5.66;1685;75.66;94.34;M;HOLLANDE;François;716;32.15;42.49;M;SARKOZY;Nicolas;969;43.51;57.51;Tour 2;https://www.data.gouv.fr/api/1/datasets/r/f81b2215-b297-4616-acbf-d8790ee38197;2026-03-28T00:38:11.459181;2012_pres_t1_t2_communes_france.xls
69;RHONE;212;Saint-Jean-des-Vignes;326;44;13.5;282;86.5;15;4.6;5.32;267;81.9;94.68;M;HOLLANDE;François;97;29.75;36.33;M;SARKOZY;Nicolas;170;52.15;63.67;Tour 2;https://www.data.gouv.fr/api/1/datasets/r/f81b2215-b297-4616-acbf-d8790ee38197;2026-03-28T00:38:11.459181;2012_pres_t1_t2_communes_france.xls
69;RHONE;213;Saint-Jean-de-Touslas;567;65;11.46;502;88.54;39;6.88;7.77;463;81.66;92.23;M;HOLLANDE;François;225;39.68;48.6;M;SARKOZY;Nicolas;238;41.98;51.4;Tour 2;https://www.data.gouv.fr/api/1/datasets/r/f81b2215-b297-4616-acbf-d8790ee38197;2026-03-28T00:38:11.459181;2012_pres_t1_t2_communes_france.xls
