Code du département;Libellé du département;Code de la commune;Libellé de la commune;Etat saisie;Inscrits;Abstentions;% Abs/Ins;Votants;% Vot/Ins;Blancs;% Blancs/Ins;% Blancs/Vot;Nuls;% Nuls/Ins;% Nuls/Vot;Exprimés;% Exp/Ins;% Exp/Vot;N°Panneau_1;Sexe_1;Nom_1;Prénom_1;Voix_1;% Voix/Ins_1;% Voix/Exp_1;N°Panneau_2;Sexe_2;Nom_2;Prénom_2;Voix_2;% Voix/Ins_2;% Voix/Exp_2;extraction_source_url;ingestion_timestamp;source_file_name
69;Rhône;135;Deux-Grosnes;Complet;1343;299;22.26;1044;77.74;58;4.32;5.56;20;1.49;1.92;966;71.93;92.53;1;M;MACRON;Emmanuel;489;36.41;50.62;2;F;LE PEN;Marine;477;35.52;49.38;https://www.data.gouv.fr/api/1/datasets/r/06d9816c-1b87-498d-985e-f312acee4f51;2026-03-24T14:36:28.798110;resultats-par-niveau-subcom-t2-france-entiere.xlsx
69;Rhône;136;Montagny;Complet;2217;471;21.24;1746;78.76;118;5.32;6.76;25;1.13;1.43;1603;72.3;91.81;1;M;MACRON;Emmanuel;933;42.08;58.2;2;F;LE PEN;Marine;670;30.22;41.8;https://www.data.gouv.fr/api/1/datasets/r/06d9816c-1b87-498d-985e-f312acee4f51;2026-03-24T14:36:28.798110;resultats-par-niveau-subcom-t2-france-entiere.xlsx
69;Rhône;137;Montmelas-Saint-Sorlin;Complet;333;62;18.62;271;81.38;20;6.01;7.38;5;1.5;1.85;246;73.87;90.77;1;M;MACRON;Emmanuel;164;49.25;66.67;2;F;LE PEN;Marine;82;24.62;33.33;https://www.data.gouv.fr/api/1/datasets/r/06d9816c-1b87-498d-985e-f312acee4f51;2026-03-24T14:36:28.798110;resultats-par-niveau-subcom-t2-france-entiere.xlsx
69;Rhône;138;Montromant;Complet;348;67;19.25;281;80.75;25;7.18;8.9;6;1.72;2.14;250;71.84;88.97;1;M;MACRON;Emmanuel;155;44.54;62;2;F;LE PEN;Marine;95;27.3;38;https://www.data.gouv.fr/api/1/datasets/r/06d9816c-1b87-498d-985e-f312acee4f51;2026-03-24T14:36:28.798110;resultats-par-niveau-subcom-t2-france-entiere.xlsx
69;Rhône;139;Montrottier;Complet;1082;242;22.37;840;77.63;50;4.62;5.95;16;1.48;1.9;774;71.53;92.14;1;M;MACRON;Emmanuel;412;38.08;53.23;2;F;LE PEN;Marine;362;33.46;46.77;https://www.data.gouv.fr/api/1/datasets/r/06d9816c-1b87-498d-985e-f312acee4f51;2026-03-24T14:36:28.798110;resultats-par-niveau-subcom-t2-france-entiere.xlsx
69;Rhône;140;Morancé;Complet;1784;300;16.82;1484;83.18;83;4.65;5.59;17;0.95;1.15;1384;77.58;93.26;1;M;MACRON;Emmanuel;920;51.57;66.47;2;F;LE PEN;Marine;464;26.01;33.53;https://www.data.gouv.fr/api/1/datasets/r/06d9816c-1b87-498d-985e-f312acee4f51;2026-03-24T14:36:28.798110;resultats-par-niveau-subcom-t2-france-entiere.xlsx
69;Rhône;141;Mornant;Complet;4834;1107;22.9;3727;77.1;278;5.75;7.46;51;1.06;1.37;3398;70.29;91.17;1;M;MACRON;Emmanuel;2174;44.97;63.98;2;F;LE PEN;Marine;1224;25.32;36.02;https://www.data.gouv.fr/api/1/datasets/r/06d9816c-1b87-498d-985e-f312acee4f51;2026-03-24T14:36:28.798110;resultats-par-niveau-subcom-t2-france-entiere.xlsx
69;Rhône;142;La Mulatière;Complet;3834;1142;29.79;2692;70.21;164;4.28;6.09;44;1.15;1.63;2484;64.79;92.27;1;M;MACRON;Emmanuel;1708;44.55;68.76;2;F;LE PEN;Marine;776;20.24;31.24;https://www.data.gouv.fr/api/1/datasets/r/06d9816c-1b87-498d-985e-f312acee4f51;2026-03-24T14:36:28.798110;resultats-par-niveau-subcom-t2-france-entiere.xlsx
69;Rhône;143;Neuville-sur-Saône;Complet;5143;1514;29.44;3629;70.56;208;4.04;5.73;58;1.13;1.6;3363;65.39;92.67;1;M;MACRON;Emmanuel;2317;45.05;68.9;2;F;LE PEN;Marine;1046;20.34;31.1;https://www.data.gouv.fr/api/1/datasets/r/06d9816c-1b87-498d-985e-f312acee4f51;2026-03-24T14:36:28.798110;resultats-par-niveau-subcom-t2-france-entiere.xlsx
69;Rhône;145;Odenas;Complet;628;130;20.7;498;79.3;30;4.78;6.02;4;0.64;0.8;464;73.89;93.17;1;M;MACRON;Emmanuel;276;43.95;59.48;2;F;LE PEN;Marine;188;29.94;40.52;https://www.data.gouv.fr/api/1/datasets/r/06d9816c-1b87-498d-985e-f312acee4f51;2026-03-24T14:36:28.798110;resultats-par-niveau-subcom-t2-france-entiere.xlsx
69;Rhône;148;Orliénas;Complet;1983;339;17.1;1644;82.9;89;4.49;5.41;16;0.81;0.97;1539;77.61;93.61;1;M;MACRON;Emmanuel;1018;51.34;66.15;2;F;LE PEN;Marine;521;26.27;33.85;https://www.data.gouv.fr/api/1/datasets/r/06d9816c-1b87-498d-985e-f312acee4f51;2026-03-24T14:36:28.798110;resultats-par-niveau-subcom-t2-france-entiere.xlsx
69;Rhône;149;Oullins;Complet;16911;4488;26.54;12423;73.46;811;4.8;6.53;231;1.37;1.86;11381;67.3;91.61;1;M;MACRON;Emmanuel;8062;47.67;70.84;2;F;LE PEN;Marine;3319;19.63;29.16;https://www.data.gouv.fr/api/1/datasets/r/06d9816c-1b87-498d-985e-f312acee4f51;2026-03-24T14:36:28.798110;resultats-par-niveau-subcom-t2-france-entiere.xlsx
69;Rhône;151;Le Perréon;Complet;1088;205;18.84;883;81.16;45;4.14;5.1;12;1.1;1.36;826;75.92;93.54;1;M;MACRON;Emmanuel;400;36.76;48.43;2;F;LE PEN;Marine;426;39.15;51.57;https://www.data.gouv.fr/api/1/datasets/r/06d9816c-1b87-498d-985e-f312acee4f51;2026-03-24T14:36:28.798110;resultats-par-niveau-subcom-t2-france-entiere.xlsx
69;Rhône;152;Pierre-Bénite;Complet;6395;2336;36.53;4059;63.47;279;4.36;6.87;87;1.36;2.14;3693;57.75;90.98;1;M;MACRON;Emmanuel;2354;36.81;63.74;2;F;LE PEN;Marine;1339;20.94;36.26;https://www.data.gouv.fr/api/1/datasets/r/06d9816c-1b87-498d-985e-f312acee4f51;2026-03-24T14:36:28.798110;resultats-par-niveau-subcom-t2-france-entiere.xlsx
69;Rhône;153;Poleymieux-au-Mont-d'Or;Complet;838;146;17.42;692;82.58;38;4.53;5.49;7;0.84;1.01;647;77.21;93.5;1;M;MACRON;Emmanuel;450;53.7;69.55;2;F;LE PEN;Marine;197;23.51;30.45;https://www.data.gouv.fr/api/1/datasets/r/06d9816c-1b87-498d-985e-f312acee4f51;2026-03-24T14:36:28.798110;resultats-par-niveau-subcom-t2-france-entiere.xlsx
69;Rhône;154;Pollionnay;Complet;1786;310;17.36;1476;82.64;84;4.7;5.69;18;1.01;1.22;1374;76.93;93.09;1;M;MACRON;Emmanuel;883;49.44;64.26;2;F;LE PEN;Marine;491;27.49;35.74;https://www.data.gouv.fr/api/1/datasets/r/06d9816c-1b87-498d-985e-f312acee4f51;2026-03-24T14:36:28.798110;resultats-par-niveau-subcom-t2-france-entiere.xlsx
69;Rhône;155;Pomeys;Complet;924;166;17.97;758;82.03;35;3.79;4.62;9;0.97;1.19;714;77.27;94.2;1;M;MACRON;Emmanuel;453;49.03;63.45;2;F;LE PEN;Marine;261;28.25;36.55;https://www.data.gouv.fr/api/1/datasets/r/06d9816c-1b87-498d-985e-f312acee4f51;2026-03-24T14:36:28.798110;resultats-par-niveau-subcom-t2-france-entiere.xlsx
69;Rhône;156;Pommiers;Complet;2024;380;18.77;1644;81.23;96;4.74;5.84;23;1.14;1.4;1525;75.35;92.76;1;M;MACRON;Emmanuel;1062;52.47;69.64;2;F;LE PEN;Marine;463;22.88;30.36;https://www.data.gouv.fr/api/1/datasets/r/06d9816c-1b87-498d-985e-f312acee4f51;2026-03-24T14:36:28.798110;resultats-par-niveau-subcom-t2-france-entiere.xlsx
69;Rhône;157;Vindry-sur-Turdine;Complet;3931;823;20.94;3108;79.06;191;4.86;6.15;51;1.3;1.64;2866;72.91;92.21;1;M;MACRON;Emmanuel;1635;41.59;57.05;2;F;LE PEN;Marine;1231;31.32;42.95;https://www.data.gouv.fr/api/1/datasets/r/06d9816c-1b87-498d-985e-f312acee4f51;2026-03-24T14:36:28.798110;resultats-par-niveau-subcom-t2-france-entiere.xlsx
69;Rhône;159;Porte des Pierres Dorées;Complet;3046;571;18.75;2475;81.25;133;4.37;5.37;44;1.44;1.78;2298;75.44;92.85;1;M;MACRON;Emmanuel;1278;41.96;55.61;2;F;LE PEN;Marine;1020;33.49;44.39;https://www.data.gouv.fr/api/1/datasets/r/06d9816c-1b87-498d-985e-f312acee4f51;2026-03-24T14:36:28.798110;resultats-par-niveau-subcom-t2-france-entiere.xlsx
69;Rhône;160;Poule-les-Echarmeaux;Complet;833;187;22.45;646;77.55;42;5.04;6.5;8;0.96;1.24;596;71.55;92.26;1;M;MACRON;Emmanuel;292;35.05;48.99;2;F;LE PEN;Marine;304;36.49;51.01;https://www.data.gouv.fr/api/1/datasets/r/06d9816c-1b87-498d-985e-f312acee4f51;2026-03-24T14:36:28.798110;resultats-par-niveau-subcom-t2-france-entiere.xlsx
69;Rhône;161;Propières;Complet;400;95;23.75;305;76.25;18;4.5;5.9;4;1;1.31;283;70.75;92.79;1;M;MACRON;Emmanuel;115;28.75;40.64;2;F;LE PEN;Marine;168;42;59.36;https://www.data.gouv.fr/api/1/datasets/r/06d9816c-1b87-498d-985e-f312acee4f51;2026-03-24T14:36:28.798110;resultats-par-niveau-subcom-t2-france-entiere.xlsx
69;Rhône;162;Quincié-en-Beaujolais;Complet;1040;222;21.35;818;78.65;46;4.42;5.62;10;0.96;1.22;762;73.27;93.15;1;M;MACRON;Emmanuel;465;44.71;61.02;2;F;LE PEN;Marine;297;28.56;38.98;https://www.data.gouv.fr/api/1/datasets/r/06d9816c-1b87-498d-985e-f312acee4f51;2026-03-24T14:36:28.798110;resultats-par-niveau-subcom-t2-france-entiere.xlsx
69;Rhône;163;Quincieux;Complet;2570;495;19.26;2075;80.74;107;4.16;5.16;29;1.13;1.4;1939;75.45;93.45;1;M;MACRON;Emmanuel;1037;40.35;53.48;2;F;LE PEN;Marine;902;35.1;46.52;https://www.data.gouv.fr/api/1/datasets/r/06d9816c-1b87-498d-985e-f312acee4f51;2026-03-24T14:36:28.798110;resultats-par-niveau-subcom-t2-france-entiere.xlsx
69;Rhône;164;Ranchal;Complet;276;66;23.91;210;76.09;18;6.52;8.57;3;1.09;1.43;189;68.48;90;1;M;MACRON;Emmanuel;90;32.61;47.62;2;F;LE PEN;Marine;99;35.87;52.38;https://www.data.gouv.fr/api/1/datasets/r/06d9816c-1b87-498d-985e-f312acee4f51;2026-03-24T14:36:28.798110;resultats-par-niveau-subcom-t2-france-entiere.xlsx
69;Rhône;165;Régnié-Durette;Complet;801;145;18.1;656;81.9;49;6.12;7.47;8;1;1.22;599;74.78;91.31;1;M;MACRON;Emmanuel;354;44.19;59.1;2;F;LE PEN;Marine;245;30.59;40.9;https://www.data.gouv.fr/api/1/datasets/r/06d9816c-1b87-498d-985e-f312acee4f51;2026-03-24T14:36:28.798110;resultats-par-niveau-subcom-t2-france-entiere.xlsx
69;Rhône;166;Riverie;Complet;189;31;16.4;158;83.6;11;5.82;6.96;0;0;0;147;77.78;93.04;1;M;MACRON;Emmanuel;97;51.32;65.99;2;F;LE PEN;Marine;50;26.46;34.01;https://www.data.gouv.fr/api/1/datasets/r/06d9816c-1b87-498d-985e-f312acee4f51;2026-03-24T14:36:28.798110;resultats-par-niveau-subcom-t2-france-entiere.xlsx
69;Rhône;167;Rivolet;Complet;457;76;16.63;381;83.37;29;6.35;7.61;7;1.53;1.84;345;75.49;90.55;1;M;MACRON;Emmanuel;216;47.26;62.61;2;F;LE PEN;Marine;129;28.23;37.39;https://www.data.gouv.fr/api/1/datasets/r/06d9816c-1b87-498d-985e-f312acee4f51;2026-03-24T14:36:28.798110;resultats-par-niveau-subcom-t2-france-entiere.xlsx
69;Rhône;168;Rochetaillée-sur-Saône;Complet;971;205;21.11;766;78.89;31;3.19;4.05;10;1.03;1.31;725;74.67;94.65;1;M;MACRON;Emmanuel;508;52.32;70.07;2;F;LE PEN;Marine;217;22.35;29.93;https://www.data.gouv.fr/api/1/datasets/r/06d9816c-1b87-498d-985e-f312acee4f51;2026-03-24T14:36:28.798110;resultats-par-niveau-subcom-t2-france-entiere.xlsx
69;Rhône;169;Ronno;Complet;539;92;17.07;447;82.93;26;4.82;5.82;3;0.56;0.67;418;77.55;93.51;1;M;MACRON;Emmanuel;190;35.25;45.45;2;F;LE PEN;Marine;228;42.3;54.55;https://www.data.gouv.fr/api/1/datasets/r/06d9816c-1b87-498d-985e-f312acee4f51;2026-03-24T14:36:28.798110;resultats-par-niveau-subcom-t2-france-entiere.xlsx
69;Rhône;170;Rontalon;Complet;883;179;20.27;704;79.73;50;5.66;7.1;15;1.7;2.13;639;72.37;90.77;1;M;MACRON;Emmanuel;353;39.98;55.24;2;F;LE PEN;Marine;286;32.39;44.76;https://www.data.gouv.fr/api/1/datasets/r/06d9816c-1b87-498d-985e-f312acee4f51;2026-03-24T14:36:28.798110;resultats-par-niveau-subcom-t2-france-entiere.xlsx
69;Rhône;171;Sain-Bel;Complet;1700;444;26.12;1256;73.88;97;5.71;7.72;26;1.53;2.07;1133;66.65;90.21;1;M;MACRON;Emmanuel;652;38.35;57.55;2;F;LE PEN;Marine;481;28.29;42.45;https://www.data.gouv.fr/api/1/datasets/r/06d9816c-1b87-498d-985e-f312acee4f51;2026-03-24T14:36:28.798110;resultats-par-niveau-subcom-t2-france-entiere.xlsx
69;Rhône;172;Salles-Arbuissonnas-en-Beaujolais;Complet;611;115;18.82;496;81.18;34;5.56;6.85;4;0.65;0.81;458;74.96;92.34;1;M;MACRON;Emmanuel;253;41.41;55.24;2;F;LE PEN;Marine;205;33.55;44.76;https://www.data.gouv.fr/api/1/datasets/r/06d9816c-1b87-498d-985e-f312acee4f51;2026-03-24T14:36:28.798110;resultats-par-niveau-subcom-t2-france-entiere.xlsx
69;Rhône;173;Sarcey;Complet;757;153;20.21;604;79.79;36;4.76;5.96;13;1.72;2.15;555;73.32;91.89;1;M;MACRON;Emmanuel;325;42.93;58.56;2;F;LE PEN;Marine;230;30.38;41.44;https://www.data.gouv.fr/api/1/datasets/r/06d9816c-1b87-498d-985e-f312acee4f51;2026-03-24T14:36:28.798110;resultats-par-niveau-subcom-t2-france-entiere.xlsx
69;Rhône;174;Les Sauvages;Complet;491;109;22.2;382;77.8;29;5.91;7.59;7;1.43;1.83;346;70.47;90.58;1;M;MACRON;Emmanuel;181;36.86;52.31;2;F;LE PEN;Marine;165;33.6;47.69;https://www.data.gouv.fr/api/1/datasets/r/06d9816c-1b87-498d-985e-f312acee4f51;2026-03-24T14:36:28.798110;resultats-par-niveau-subcom-t2-france-entiere.xlsx
69;Rhône;175;Savigny;Complet;1561;276;17.68;1285;82.32;78;5;6.07;23;1.47;1.79;1184;75.85;92.14;1;M;MACRON;Emmanuel;676;43.31;57.09;2;F;LE PEN;Marine;508;32.54;42.91;https://www.data.gouv.fr/api/1/datasets/r/06d9816c-1b87-498d-985e-f312acee4f51;2026-03-24T14:36:28.798110;resultats-par-niveau-subcom-t2-france-entiere.xlsx
69;Rhône;176;Soucieu-en-Jarrest;Complet;3373;728;21.58;2645;78.42;163;4.83;6.16;43;1.27;1.63;2439;72.31;92.21;1;M;MACRON;Emmanuel;1528;45.3;62.65;2;F;LE PEN;Marine;911;27.01;37.35;https://www.data.gouv.fr/api/1/datasets/r/06d9816c-1b87-498d-985e-f312acee4f51;2026-03-24T14:36:28.798110;resultats-par-niveau-subcom-t2-france-entiere.xlsx
69;Rhône;177;Sourcieux-les-Mines;Complet;1563;308;19.71;1255;80.29;69;4.41;5.5;21;1.34;1.67;1165;74.54;92.83;1;M;MACRON;Emmanuel;714;45.68;61.29;2;F;LE PEN;Marine;451;28.85;38.71;https://www.data.gouv.fr/api/1/datasets/r/06d9816c-1b87-498d-985e-f312acee4f51;2026-03-24T14:36:28.798110;resultats-par-niveau-subcom-t2-france-entiere.xlsx
69;Rhône;178;Souzy;Complet;530;118;22.26;412;77.74;40;7.55;9.71;10;1.89;2.43;362;68.3;87.86;1;M;MACRON;Emmanuel;150;28.3;41.44;2;F;LE PEN;Marine;212;40;58.56;https://www.data.gouv.fr/api/1/datasets/r/06d9816c-1b87-498d-985e-f312acee4f51;2026-03-24T14:36:28.798110;resultats-par-niveau-subcom-t2-france-entiere.xlsx
69;Rhône;179;Beauvallon;Complet;3086;608;19.7;2478;80.3;176;5.7;7.1;36;1.17;1.45;2266;73.43;91.44;1;M;MACRON;Emmanuel;1358;44.01;59.93;2;F;LE PEN;Marine;908;29.42;40.07;https://www.data.gouv.fr/api/1/datasets/r/06d9816c-1b87-498d-985e-f312acee4f51;2026-03-24T14:36:28.798110;resultats-par-niveau-subcom-t2-france-entiere.xlsx
69;Rhône;180;Saint-André-la-Côte;Complet;217;33;15.21;184;84.79;13;5.99;7.07;2;0.92;1.09;169;77.88;91.85;1;M;MACRON;Emmanuel;84;38.71;49.7;2;F;LE PEN;Marine;85;39.17;50.3;https://www.data.gouv.fr/api/1/datasets/r/06d9816c-1b87-498d-985e-f312acee4f51;2026-03-24T14:36:28.798110;resultats-par-niveau-subcom-t2-france-entiere.xlsx
69;Rhône;181;Saint-Appolinaire;Complet;148;27;18.24;121;81.76;14;9.46;11.57;2;1.35;1.65;105;70.95;86.78;1;M;MACRON;Emmanuel;53;35.81;50.48;2;F;LE PEN;Marine;52;35.14;49.52;https://www.data.gouv.fr/api/1/datasets/r/06d9816c-1b87-498d-985e-f312acee4f51;2026-03-24T14:36:28.798110;resultats-par-niveau-subcom-t2-france-entiere.xlsx
69;Rhône;182;Saint-Bonnet-des-Bruyères;Complet;328;81;24.7;247;75.3;18;5.49;7.29;3;0.91;1.21;226;68.9;91.5;1;M;MACRON;Emmanuel;113;34.45;50;2;F;LE PEN;Marine;113;34.45;50;https://www.data.gouv.fr/api/1/datasets/r/06d9816c-1b87-498d-985e-f312acee4f51;2026-03-24T14:36:28.798110;resultats-par-niveau-subcom-t2-france-entiere.xlsx
69;Rhône;183;Saint-Bonnet-le-Troncy;Complet;232;38;16.38;194;83.62;20;8.62;10.31;1;0.43;0.52;173;74.57;89.18;1;M;MACRON;Emmanuel;81;34.91;46.82;2;F;LE PEN;Marine;92;39.66;53.18;https://www.data.gouv.fr/api/1/datasets/r/06d9816c-1b87-498d-985e-f312acee4f51;2026-03-24T14:36:28.798110;resultats-par-niveau-subcom-t2-france-entiere.xlsx
69;Rhône;184;Sainte-Catherine;Complet;726;141;19.42;585;80.58;52;7.16;8.89;6;0.83;1.03;527;72.59;90.09;1;M;MACRON;Emmanuel;283;38.98;53.7;2;F;LE PEN;Marine;244;33.61;46.3;https://www.data.gouv.fr/api/1/datasets/r/06d9816c-1b87-498d-985e-f312acee4f51;2026-03-24T14:36:28.798110;resultats-par-niveau-subcom-t2-france-entiere.xlsx
69;Rhône;186;Saint-Clément-de-Vers;Complet;194;33;17.01;161;82.99;5;2.58;3.11;2;1.03;1.24;154;79.38;95.65;1;M;MACRON;Emmanuel;58;29.9;37.66;2;F;LE PEN;Marine;96;49.48;62.34;https://www.data.gouv.fr/api/1/datasets/r/06d9816c-1b87-498d-985e-f312acee4f51;2026-03-24T14:36:28.798110;resultats-par-niveau-subcom-t2-france-entiere.xlsx
69;Rhône;187;Saint-Clément-les-Places;Complet;489;102;20.86;387;79.14;30;6.13;7.75;5;1.02;1.29;352;71.98;90.96;1;M;MACRON;Emmanuel;190;38.85;53.98;2;F;LE PEN;Marine;162;33.13;46.02;https://www.data.gouv.fr/api/1/datasets/r/06d9816c-1b87-498d-985e-f312acee4f51;2026-03-24T14:36:28.798110;resultats-par-niveau-subcom-t2-france-entiere.xlsx
69;Rhône;188;Saint-Clément-sous-Valsonne;Complet;579;126;21.76;453;78.24;35;6.04;7.73;15;2.59;3.31;403;69.6;88.96;1;M;MACRON;Emmanuel;197;34.02;48.88;2;F;LE PEN;Marine;206;35.58;51.12;https://www.data.gouv.fr/api/1/datasets/r/06d9816c-1b87-498d-985e-f312acee4f51;2026-03-24T14:36:28.798110;resultats-par-niveau-subcom-t2-france-entiere.xlsx
69;Rhône;189;Sainte-Colombe;Complet;1552;414;26.68;1138;73.32;76;4.9;6.68;24;1.55;2.11;1038;66.88;91.21;1;M;MACRON;Emmanuel;615;39.63;59.25;2;F;LE PEN;Marine;423;27.26;40.75;https://www.data.gouv.fr/api/1/datasets/r/06d9816c-1b87-498d-985e-f312acee4f51;2026-03-24T14:36:28.798110;resultats-par-niveau-subcom-t2-france-entiere.xlsx
69;Rhône;190;Sainte-Consorce;Complet;1631;351;21.52;1280;78.48;71;4.35;5.55;23;1.41;1.8;1186;72.72;92.66;1;M;MACRON;Emmanuel;789;48.38;66.53;2;F;LE PEN;Marine;397;24.34;33.47;https://www.data.gouv.fr/api/1/datasets/r/06d9816c-1b87-498d-985e-f312acee4f51;2026-03-24T14:36:28.798110;resultats-par-niveau-subcom-t2-france-entiere.xlsx
69;Rhône;191;Saint-Cyr-au-Mont-d'Or;Complet;4975;1080;21.71;3895;78.29;161;3.24;4.13;44;0.88;1.13;3690;74.17;94.74;1;M;MACRON;Emmanuel;2839;57.07;76.94;2;F;LE PEN;Marine;851;17.11;23.06;https://www.data.gouv.fr/api/1/datasets/r/06d9816c-1b87-498d-985e-f312acee4f51;2026-03-24T14:36:28.798110;resultats-par-niveau-subcom-t2-france-entiere.xlsx
69;Rhône;192;Saint-Cyr-le-Chatoux;Complet;131;19;14.5;112;85.5;8;6.11;7.14;1;0.76;0.89;103;78.63;91.96;1;M;MACRON;Emmanuel;57;43.51;55.34;2;F;LE PEN;Marine;46;35.11;44.66;https://www.data.gouv.fr/api/1/datasets/r/06d9816c-1b87-498d-985e-f312acee4f51;2026-03-24T14:36:28.798110;resultats-par-niveau-subcom-t2-france-entiere.xlsx
69;Rhône;193;Saint-Cyr-sur-le-Rhône;Complet;1091;213;19.52;878;80.48;41;3.76;4.67;17;1.56;1.94;820;75.16;93.39;1;M;MACRON;Emmanuel;512;46.93;62.44;2;F;LE PEN;Marine;308;28.23;37.56;https://www.data.gouv.fr/api/1/datasets/r/06d9816c-1b87-498d-985e-f312acee4f51;2026-03-24T14:36:28.798110;resultats-par-niveau-subcom-t2-france-entiere.xlsx
69;Rhône;194;Saint-Didier-au-Mont-d'Or;Complet;5902;1157;19.6;4745;80.4;190;3.22;4;58;0.98;1.22;4497;76.19;94.77;1;M;MACRON;Emmanuel;3485;59.05;77.5;2;F;LE PEN;Marine;1012;17.15;22.5;https://www.data.gouv.fr/api/1/datasets/r/06d9816c-1b87-498d-985e-f312acee4f51;2026-03-24T14:36:28.798110;resultats-par-niveau-subcom-t2-france-entiere.xlsx
69;Rhône;196;Saint-Didier-sur-Beaujeu;Complet;471;98;20.81;373;79.19;34;7.22;9.12;9;1.91;2.41;330;70.06;88.47;1;M;MACRON;Emmanuel;160;33.97;48.48;2;F;LE PEN;Marine;170;36.09;51.52;https://www.data.gouv.fr/api/1/datasets/r/06d9816c-1b87-498d-985e-f312acee4f51;2026-03-24T14:36:28.798110;resultats-par-niveau-subcom-t2-france-entiere.xlsx
69;Rhône;197;Saint-Etienne-des-Oullières;Complet;1737;399;22.97;1338;77.03;77;4.43;5.75;24;1.38;1.79;1237;71.21;92.45;1;M;MACRON;Emmanuel;667;38.4;53.92;2;F;LE PEN;Marine;570;32.82;46.08;https://www.data.gouv.fr/api/1/datasets/r/06d9816c-1b87-498d-985e-f312acee4f51;2026-03-24T14:36:28.798110;resultats-par-niveau-subcom-t2-france-entiere.xlsx
69;Rhône;198;Saint-Etienne-la-Varenne;Complet;604;105;17.38;499;82.62;37;6.13;7.41;6;0.99;1.2;456;75.5;91.38;1;M;MACRON;Emmanuel;222;36.75;48.68;2;F;LE PEN;Marine;234;38.74;51.32;https://www.data.gouv.fr/api/1/datasets/r/06d9816c-1b87-498d-985e-f312acee4f51;2026-03-24T14:36:28.798110;resultats-par-niveau-subcom-t2-france-entiere.xlsx
69;Rhône;199;Saint-Fons;Complet;8578;4082;47.59;4496;52.41;286;3.33;6.36;100;1.17;2.22;4110;47.91;91.41;1;M;MACRON;Emmanuel;2860;33.34;69.59;2;F;LE PEN;Marine;1250;14.57;30.41;https://www.data.gouv.fr/api/1/datasets/r/06d9816c-1b87-498d-985e-f312acee4f51;2026-03-24T14:36:28.798110;resultats-par-niveau-subcom-t2-france-entiere.xlsx
69;Rhône;200;Saint-Forgeux;Complet;1203;271;22.53;932;77.47;59;4.9;6.33;27;2.24;2.9;846;70.32;90.77;1;M;MACRON;Emmanuel;446;37.07;52.72;2;F;LE PEN;Marine;400;33.25;47.28;https://www.data.gouv.fr/api/1/datasets/r/06d9816c-1b87-498d-985e-f312acee4f51;2026-03-24T14:36:28.798110;resultats-par-niveau-subcom-t2-france-entiere.xlsx
69;Rhône;201;Sainte-Foy-l'Argentière;Complet;917;257;28.03;660;71.97;35;3.82;5.3;10;1.09;1.52;615;67.07;93.18;1;M;MACRON;Emmanuel;315;34.35;51.22;2;F;LE PEN;Marine;300;32.72;48.78;https://www.data.gouv.fr/api/1/datasets/r/06d9816c-1b87-498d-985e-f312acee4f51;2026-03-24T14:36:28.798110;resultats-par-niveau-subcom-t2-france-entiere.xlsx
69;Rhône;202;Sainte-Foy-lès-Lyon;Complet;15762;3313;21.02;12449;78.98;623;3.95;5;155;0.98;1.25;11671;74.05;93.75;1;M;MACRON;Emmanuel;8775;55.67;75.19;2;F;LE PEN;Marine;2896;18.37;24.81;https://www.data.gouv.fr/api/1/datasets/r/06d9816c-1b87-498d-985e-f312acee4f51;2026-03-24T14:36:28.798110;resultats-par-niveau-subcom-t2-france-entiere.xlsx
69;Rhône;203;Saint-Genis-l'Argentière;Complet;760;187;24.61;573;75.39;48;6.32;8.38;12;1.58;2.09;513;67.5;89.53;1;M;MACRON;Emmanuel;228;30;44.44;2;F;LE PEN;Marine;285;37.5;55.56;https://www.data.gouv.fr/api/1/datasets/r/06d9816c-1b87-498d-985e-f312acee4f51;2026-03-24T14:36:28.798110;resultats-par-niveau-subcom-t2-france-entiere.xlsx
69;Rhône;204;Saint-Genis-Laval;Complet;14757;3406;23.08;11351;76.92;606;4.11;5.34;180;1.22;1.59;10565;71.59;93.08;1;M;MACRON;Emmanuel;7376;49.98;69.82;2;F;LE PEN;Marine;3189;21.61;30.18;https://www.data.gouv.fr/api/1/datasets/r/06d9816c-1b87-498d-985e-f312acee4f51;2026-03-24T14:36:28.798110;resultats-par-niveau-subcom-t2-france-entiere.xlsx
69;Rhône;205;Saint-Genis-les-Ollières;Complet;3817;741;19.41;3076;80.59;178;4.66;5.79;44;1.15;1.43;2854;74.77;92.78;1;M;MACRON;Emmanuel;1987;52.06;69.62;2;F;LE PEN;Marine;867;22.71;30.38;https://www.data.gouv.fr/api/1/datasets/r/06d9816c-1b87-498d-985e-f312acee4f51;2026-03-24T14:36:28.798110;resultats-par-niveau-subcom-t2-france-entiere.xlsx
69;Rhône;206;Saint-Georges-de-Reneins;Complet;3379;786;23.26;2593;76.74;123;3.64;4.74;35;1.04;1.35;2435;72.06;93.91;1;M;MACRON;Emmanuel;1217;36.02;49.98;2;F;LE PEN;Marine;1218;36.05;50.02;https://www.data.gouv.fr/api/1/datasets/r/06d9816c-1b87-498d-985e-f312acee4f51;2026-03-24T14:36:28.798110;resultats-par-niveau-subcom-t2-france-entiere.xlsx
