Libellé de la commune;Code du département;Libellé du département;Code de la circonscription;Libellé de la circonscription;Inscrits;Abstentions;Votants;Blancs;Nuls;Exprimés;Voix_1;Voix_2;N°Panneau_1;Sexe_1;Nom_1;Prénom_1;N°Panneau_2;Sexe_2;Nom_2;Prénom_2;% Abs/Ins;% Vot/Ins;% Blancs/Ins;% Blancs/Vot;% Nuls/Ins;% Nuls/Vot;% Exp/Ins;% Exp/Vot;% Voix/Ins_1;% Voix/Exp_1;% Voix/Ins_2;% Voix/Exp_2;extraction_source_url;ingestion_timestamp;source_file_name
Les Ardillats;69;Rhône;09;9ème circonscription;508.0;84.0;424.0;34.0;11.0;379.0;214.0;165.0;1;M;MACRON;Emmanuel;2;F;LE PEN;Marine;16.54;83.46;6.69;8.02;2.17;2.59;74.61;89.39;42.13;56.46;32.48;43.54;https://www.data.gouv.fr/api/1/datasets/r/2e3e44de-e584-4aa2-8148-670daf5617e1;2026-03-22T23:15:39.572347;PR17_BVot_T2_FE.txt
Les Chères;69;Rhône;05;5ème circonscription;978.0;167.0;811.0;65.0;22.0;724.0;439.0;285.0;1;M;MACRON;Emmanuel;2;F;LE PEN;Marine;17.08;82.92;6.65;8.01;2.25;2.71;74.03;89.27;44.89;60.64;29.14;39.36;https://www.data.gouv.fr/api/1/datasets/r/2e3e44de-e584-4aa2-8148-670daf5617e1;2026-03-22T23:15:39.572347;PR17_BVot_T2_FE.txt
Les Haies;69;Rhône;11;11ème circonscription;632.0;132.0;500.0;43.0;6.0;451.0;239.0;212.0;1;M;MACRON;Emmanuel;2;F;LE PEN;Marine;20.89;79.11;6.8;8.6;0.95;1.2;71.36;90.2;37.82;52.99;33.54;47.01;https://www.data.gouv.fr/api/1/datasets/r/2e3e44de-e584-4aa2-8148-670daf5617e1;2026-03-22T23:15:39.572347;PR17_BVot_T2_FE.txt
Les Halles;69;Rhône;10;10ème circonscription;306.0;63.0;243.0;29.0;6.0;208.0;88.0;120.0;1;M;MACRON;Emmanuel;2;F;LE PEN;Marine;20.59;79.41;9.48;11.93;1.96;2.47;67.97;85.6;28.76;42.31;39.22;57.69;https://www.data.gouv.fr/api/1/datasets/r/2e3e44de-e584-4aa2-8148-670daf5617e1;2026-03-22T23:15:39.572347;PR17_BVot_T2_FE.txt
Les Olmes;69;Rhône;08;8ème circonscription;641.0;122.0;519.0;37.0;12.0;470.0;282.0;188.0;1;M;MACRON;Emmanuel;2;F;LE PEN;Marine;19.03;80.97;5.77;7.13;1.87;2.31;73.32;90.56;43.99;60.0;29.33;40.0;https://www.data.gouv.fr/api/1/datasets/r/2e3e44de-e584-4aa2-8148-670daf5617e1;2026-03-22T23:15:39.572347;PR17_BVot_T2_FE.txt
Les Sauvages;69;Rhône;08;8ème circonscription;457.0;81.0;376.0;28.0;16.0;332.0;211.0;121.0;1;M;MACRON;Emmanuel;2;F;LE PEN;Marine;17.72;82.28;6.13;7.45;3.5;4.26;72.65;88.3;46.17;63.55;26.48;36.45;https://www.data.gouv.fr/api/1/datasets/r/2e3e44de-e584-4aa2-8148-670daf5617e1;2026-03-22T23:15:39.572347;PR17_BVot_T2_FE.txt
Limas;69;Rhône;09;9ème circonscription;3232.0;644.0;2588.0;203.0;79.0;2306.0;1509.0;797.0;1;M;MACRON;Emmanuel;2;F;LE PEN;Marine;19.93;80.07;6.28;7.84;2.44;3.05;71.35;89.1;46.69;65.44;24.66;34.56;https://www.data.gouv.fr/api/1/datasets/r/2e3e44de-e584-4aa2-8148-670daf5617e1;2026-03-22T23:15:39.572347;PR17_BVot_T2_FE.txt
Limonest;69;Rhône;05;5ème circonscription;2565.0;454.0;2111.0;190.0;50.0;1871.0;1341.0;530.0;1;M;MACRON;Emmanuel;2;F;LE PEN;Marine;17.7;82.3;7.41;9.0;1.95;2.37;72.94;88.63;52.28;71.67;20.66;28.33;https://www.data.gouv.fr/api/1/datasets/r/2e3e44de-e584-4aa2-8148-670daf5617e1;2026-03-22T23:15:39.572347;PR17_BVot_T2_FE.txt
Lissieu;69;Rhône;05;5ème circonscription;2565.0;553.0;2012.0;138.0;24.0;1850.0;1361.0;489.0;1;M;MACRON;Emmanuel;2;F;LE PEN;Marine;21.56;78.44;5.38;6.86;0.94;1.19;72.12;91.95;53.06;73.57;19.06;26.43;https://www.data.gouv.fr/api/1/datasets/r/2e3e44de-e584-4aa2-8148-670daf5617e1;2026-03-22T23:15:39.572347;PR17_BVot_T2_FE.txt
Loire-sur-Rhône;69;Rhône;11;11ème circonscription;1865.0;416.0;1449.0;183.0;34.0;1232.0;663.0;569.0;1;M;MACRON;Emmanuel;2;F;LE PEN;Marine;22.31;77.69;9.81;12.63;1.82;2.35;66.06;85.02;35.55;53.81;30.51;46.19;https://www.data.gouv.fr/api/1/datasets/r/2e3e44de-e584-4aa2-8148-670daf5617e1;2026-03-22T23:15:39.572347;PR17_BVot_T2_FE.txt
Longes;69;Rhône;11;11ème circonscription;721.0;164.0;557.0;63.0;13.0;481.0;238.0;243.0;1;M;MACRON;Emmanuel;2;F;LE PEN;Marine;22.75;77.25;8.74;11.31;1.8;2.33;66.71;86.36;33.01;49.48;33.7;50.52;https://www.data.gouv.fr/api/1/datasets/r/2e3e44de-e584-4aa2-8148-670daf5617e1;2026-03-22T23:15:39.572347;PR17_BVot_T2_FE.txt
Longessaigne;69;Rhône;10;10ème circonscription;435.0;82.0;353.0;40.0;5.0;308.0;198.0;110.0;1;M;MACRON;Emmanuel;2;F;LE PEN;Marine;18.85;81.15;9.2;11.33;1.15;1.42;70.8;87.25;45.52;64.29;25.29;35.71;https://www.data.gouv.fr/api/1/datasets/r/2e3e44de-e584-4aa2-8148-670daf5617e1;2026-03-22T23:15:39.572347;PR17_BVot_T2_FE.txt
Lozanne;69;Rhône;09;9ème circonscription;1883.0;378.0;1505.0;110.0;30.0;1365.0;915.0;450.0;1;M;MACRON;Emmanuel;2;F;LE PEN;Marine;20.07;79.93;5.84;7.31;1.59;1.99;72.49;90.7;48.59;67.03;23.9;32.97;https://www.data.gouv.fr/api/1/datasets/r/2e3e44de-e584-4aa2-8148-670daf5617e1;2026-03-22T23:15:39.572347;PR17_BVot_T2_FE.txt
Lucenay;69;Rhône;09;9ème circonscription;1371.0;205.0;1166.0;124.0;31.0;1011.0;648.0;363.0;1;M;MACRON;Emmanuel;2;F;LE PEN;Marine;14.95;85.05;9.04;10.63;2.26;2.66;73.74;86.71;47.26;64.09;26.48;35.91;https://www.data.gouv.fr/api/1/datasets/r/2e3e44de-e584-4aa2-8148-670daf5617e1;2026-03-22T23:15:39.572347;PR17_BVot_T2_FE.txt
Lyon;69;Rhône;01;1ère circonscription;296480.0;71525.0;224955.0;15897.0;4547.0;204511.0;172008.0;32503.0;1;M;MACRON;Emmanuel;2;F;LE PEN;Marine;24.12;75.88;5.36;7.07;1.53;2.02;68.98;90.91;58.02;84.11;10.96;15.89;https://www.data.gouv.fr/api/1/datasets/r/2e3e44de-e584-4aa2-8148-670daf5617e1;2026-03-22T23:15:39.572347;PR17_BVot_T2_FE.txt
Légny;69;Rhône;08;8ème circonscription;489.0;76.0;413.0;37.0;7.0;369.0;242.0;127.0;1;M;MACRON;Emmanuel;2;F;LE PEN;Marine;15.54;84.46;7.57;8.96;1.43;1.69;75.46;89.35;49.49;65.58;25.97;34.42;https://www.data.gouv.fr/api/1/datasets/r/2e3e44de-e584-4aa2-8148-670daf5617e1;2026-03-22T23:15:39.572347;PR17_BVot_T2_FE.txt
Létra;69;Rhône;08;8ème circonscription;575.0;87.0;488.0;51.0;12.0;425.0;287.0;138.0;1;M;MACRON;Emmanuel;2;F;LE PEN;Marine;15.13;84.87;8.87;10.45;2.09;2.46;73.91;87.09;49.91;67.53;24.0;32.47;https://www.data.gouv.fr/api/1/datasets/r/2e3e44de-e584-4aa2-8148-670daf5617e1;2026-03-22T23:15:39.572347;PR17_BVot_T2_FE.txt
Marchampt;69;Rhône;09;9ème circonscription;374.0;60.0;314.0;25.0;7.0;282.0;166.0;116.0;1;M;MACRON;Emmanuel;2;F;LE PEN;Marine;16.04;83.96;6.68;7.96;1.87;2.23;75.4;89.81;44.39;58.87;31.02;41.13;https://www.data.gouv.fr/api/1/datasets/r/2e3e44de-e584-4aa2-8148-670daf5617e1;2026-03-22T23:15:39.572347;PR17_BVot_T2_FE.txt
Marcilly-d'Azergues;69;Rhône;05;5ème circonscription;720.0;124.0;596.0;43.0;6.0;547.0;368.0;179.0;1;M;MACRON;Emmanuel;2;F;LE PEN;Marine;17.22;82.78;5.97;7.21;0.83;1.01;75.97;91.78;51.11;67.28;24.86;32.72;https://www.data.gouv.fr/api/1/datasets/r/2e3e44de-e584-4aa2-8148-670daf5617e1;2026-03-22T23:15:39.572347;PR17_BVot_T2_FE.txt
Marcy;69;Rhône;09;9ème circonscription;564.0;78.0;486.0;42.0;5.0;439.0;287.0;152.0;1;M;MACRON;Emmanuel;2;F;LE PEN;Marine;13.83;86.17;7.45;8.64;0.89;1.03;77.84;90.33;50.89;65.38;26.95;34.62;https://www.data.gouv.fr/api/1/datasets/r/2e3e44de-e584-4aa2-8148-670daf5617e1;2026-03-22T23:15:39.572347;PR17_BVot_T2_FE.txt
Marcy-l'Etoile;69;Rhône;10;10ème circonscription;2256.0;376.0;1880.0;127.0;31.0;1722.0;1318.0;404.0;1;M;MACRON;Emmanuel;2;F;LE PEN;Marine;16.67;83.33;5.63;6.76;1.37;1.65;76.33;91.6;58.42;76.54;17.91;23.46;https://www.data.gouv.fr/api/1/datasets/r/2e3e44de-e584-4aa2-8148-670daf5617e1;2026-03-22T23:15:39.572347;PR17_BVot_T2_FE.txt
Marennes;69;Rhône;11;11ème circonscription;1272.0;237.0;1035.0;92.0;29.0;914.0;543.0;371.0;1;M;MACRON;Emmanuel;2;F;LE PEN;Marine;18.63;81.37;7.23;8.89;2.28;2.8;71.86;88.31;42.69;59.41;29.17;40.59;https://www.data.gouv.fr/api/1/datasets/r/2e3e44de-e584-4aa2-8148-670daf5617e1;2026-03-22T23:15:39.572347;PR17_BVot_T2_FE.txt
Meaux-la-Montagne;69;Rhône;08;8ème circonscription;191.0;44.0;147.0;18.0;5.0;124.0;77.0;47.0;1;M;MACRON;Emmanuel;2;F;LE PEN;Marine;23.04;76.96;9.42;12.24;2.62;3.4;64.92;84.35;40.31;62.1;24.61;37.9;https://www.data.gouv.fr/api/1/datasets/r/2e3e44de-e584-4aa2-8148-670daf5617e1;2026-03-22T23:15:39.572347;PR17_BVot_T2_FE.txt
Messimy;69;Rhône;10;10ème circonscription;2622.0;462.0;2160.0;208.0;33.0;1919.0;1215.0;704.0;1;M;MACRON;Emmanuel;2;F;LE PEN;Marine;17.62;82.38;7.93;9.63;1.26;1.53;73.19;88.84;46.34;63.31;26.85;36.69;https://www.data.gouv.fr/api/1/datasets/r/2e3e44de-e584-4aa2-8148-670daf5617e1;2026-03-22T23:15:39.572347;PR17_BVot_T2_FE.txt
Meys;69;Rhône;10;10ème circonscription;606.0;103.0;503.0;56.0;13.0;434.0;207.0;227.0;1;M;MACRON;Emmanuel;2;F;LE PEN;Marine;17.0;83.0;9.24;11.13;2.15;2.58;71.62;86.28;34.16;47.7;37.46;52.3;https://www.data.gouv.fr/api/1/datasets/r/2e3e44de-e584-4aa2-8148-670daf5617e1;2026-03-22T23:15:39.572347;PR17_BVot_T2_FE.txt
Meyzieu;69;Rhône;13;13ème circonscription;21607.0;5967.0;15640.0;1133.0;296.0;14211.0;9573.0;4638.0;1;M;MACRON;Emmanuel;2;F;LE PEN;Marine;27.62;72.38;5.24;7.24;1.37;1.89;65.77;90.86;44.31;67.36;21.47;32.64;https://www.data.gouv.fr/api/1/datasets/r/2e3e44de-e584-4aa2-8148-670daf5617e1;2026-03-22T23:15:39.572347;PR17_BVot_T2_FE.txt
Millery;69;Rhône;11;11ème circonscription;3189.0;563.0;2626.0;223.0;37.0;2366.0;1726.0;640.0;1;M;MACRON;Emmanuel;2;F;LE PEN;Marine;17.65;82.35;6.99;8.49;1.16;1.41;74.19;90.1;54.12;72.95;20.07;27.05;https://www.data.gouv.fr/api/1/datasets/r/2e3e44de-e584-4aa2-8148-670daf5617e1;2026-03-22T23:15:39.572347;PR17_BVot_T2_FE.txt
Mions;69;Rhône;11;11ème circonscription;9023.0;1929.0;7094.0;557.0;188.0;6349.0;3844.0;2505.0;1;M;MACRON;Emmanuel;2;F;LE PEN;Marine;21.38;78.62;6.17;7.85;2.08;2.65;70.36;89.5;42.6;60.54;27.76;39.46;https://www.data.gouv.fr/api/1/datasets/r/2e3e44de-e584-4aa2-8148-670daf5617e1;2026-03-22T23:15:39.572347;PR17_BVot_T2_FE.txt
Moiré;69;Rhône;08;8ème circonscription;178.0;25.0;153.0;12.0;5.0;136.0;101.0;35.0;1;M;MACRON;Emmanuel;2;F;LE PEN;Marine;14.04;85.96;6.74;7.84;2.81;3.27;76.4;88.89;56.74;74.26;19.66;25.74;https://www.data.gouv.fr/api/1/datasets/r/2e3e44de-e584-4aa2-8148-670daf5617e1;2026-03-22T23:15:39.572347;PR17_BVot_T2_FE.txt
Monsols;69;Rhône;09;9ème circonscription;591.0;160.0;431.0;34.0;10.0;387.0;207.0;180.0;1;M;MACRON;Emmanuel;2;F;LE PEN;Marine;27.07;72.93;5.75;7.89;1.69;2.32;65.48;89.79;35.03;53.49;30.46;46.51;https://www.data.gouv.fr/api/1/datasets/r/2e3e44de-e584-4aa2-8148-670daf5617e1;2026-03-22T23:15:39.572347;PR17_BVot_T2_FE.txt
Montagny;69;Rhône;11;11ème circonscription;1986.0;364.0;1622.0;132.0;42.0;1448.0;872.0;576.0;1;M;MACRON;Emmanuel;2;F;LE PEN;Marine;18.33;81.67;6.65;8.14;2.11;2.59;72.91;89.27;43.91;60.22;29.0;39.78;https://www.data.gouv.fr/api/1/datasets/r/2e3e44de-e584-4aa2-8148-670daf5617e1;2026-03-22T23:15:39.572347;PR17_BVot_T2_FE.txt
Montanay;69;Rhône;05;5ème circonscription;2391.0;371.0;2020.0;180.0;40.0;1800.0;1423.0;377.0;1;M;MACRON;Emmanuel;2;F;LE PEN;Marine;15.52;84.48;7.53;8.91;1.67;1.98;75.28;89.11;59.51;79.06;15.77;20.94;https://www.data.gouv.fr/api/1/datasets/r/2e3e44de-e584-4aa2-8148-670daf5617e1;2026-03-22T23:15:39.572347;PR17_BVot_T2_FE.txt
Montmelas-Saint-Sorlin;69;Rhône;09;9ème circonscription;272.0;44.0;228.0;16.0;8.0;204.0;134.0;70.0;1;M;MACRON;Emmanuel;2;F;LE PEN;Marine;16.18;83.82;5.88;7.02;2.94;3.51;75.0;89.47;49.26;65.69;25.74;34.31;https://www.data.gouv.fr/api/1/datasets/r/2e3e44de-e584-4aa2-8148-670daf5617e1;2026-03-22T23:15:39.572347;PR17_BVot_T2_FE.txt
Montromant;69;Rhône;10;10ème circonscription;328.0;45.0;283.0;29.0;7.0;247.0;160.0;87.0;1;M;MACRON;Emmanuel;2;F;LE PEN;Marine;13.72;86.28;8.84;10.25;2.13;2.47;75.3;87.28;48.78;64.78;26.52;35.22;https://www.data.gouv.fr/api/1/datasets/r/2e3e44de-e584-4aa2-8148-670daf5617e1;2026-03-22T23:15:39.572347;PR17_BVot_T2_FE.txt
Montrottier;69;Rhône;10;10ème circonscription;1049.0;222.0;827.0;62.0;20.0;745.0;426.0;319.0;1;M;MACRON;Emmanuel;2;F;LE PEN;Marine;21.16;78.84;5.91;7.5;1.91;2.42;71.02;90.08;40.61;57.18;30.41;42.82;https://www.data.gouv.fr/api/1/datasets/r/2e3e44de-e584-4aa2-8148-670daf5617e1;2026-03-22T23:15:39.572347;PR17_BVot_T2_FE.txt
Morancé;69;Rhône;09;9ème circonscription;1583.0;270.0;1313.0;113.0;32.0;1168.0;812.0;356.0;1;M;MACRON;Emmanuel;2;F;LE PEN;Marine;17.06;82.94;7.14;8.61;2.02;2.44;73.78;88.96;51.3;69.52;22.49;30.48;https://www.data.gouv.fr/api/1/datasets/r/2e3e44de-e584-4aa2-8148-670daf5617e1;2026-03-22T23:15:39.572347;PR17_BVot_T2_FE.txt
Mornant;69;Rhône;11;11ème circonscription;4437.0;792.0;3645.0;271.0;84.0;3290.0;2340.0;950.0;1;M;MACRON;Emmanuel;2;F;LE PEN;Marine;17.85;82.15;6.11;7.43;1.89;2.3;74.15;90.26;52.74;71.12;21.41;28.88;https://www.data.gouv.fr/api/1/datasets/r/2e3e44de-e584-4aa2-8148-670daf5617e1;2026-03-22T23:15:39.572347;PR17_BVot_T2_FE.txt
Neuville-sur-Saône;69;Rhône;05;5ème circonscription;4758.0;1270.0;3488.0;292.0;86.0;3110.0;2313.0;797.0;1;M;MACRON;Emmanuel;2;F;LE PEN;Marine;26.69;73.31;6.14;8.37;1.81;2.47;65.36;89.16;48.61;74.37;16.75;25.63;https://www.data.gouv.fr/api/1/datasets/r/2e3e44de-e584-4aa2-8148-670daf5617e1;2026-03-22T23:15:39.572347;PR17_BVot_T2_FE.txt
Odenas;69;Rhône;09;9ème circonscription;602.0;106.0;496.0;47.0;12.0;437.0;269.0;168.0;1;M;MACRON;Emmanuel;2;F;LE PEN;Marine;17.61;82.39;7.81;9.48;1.99;2.42;72.59;88.1;44.68;61.56;27.91;38.44;https://www.data.gouv.fr/api/1/datasets/r/2e3e44de-e584-4aa2-8148-670daf5617e1;2026-03-22T23:15:39.572347;PR17_BVot_T2_FE.txt
Orliénas;69;Rhône;11;11ème circonscription;1802.0;308.0;1494.0;125.0;33.0;1336.0;939.0;397.0;1;M;MACRON;Emmanuel;2;F;LE PEN;Marine;17.09;82.91;6.94;8.37;1.83;2.21;74.14;89.42;52.11;70.28;22.03;29.72;https://www.data.gouv.fr/api/1/datasets/r/2e3e44de-e584-4aa2-8148-670daf5617e1;2026-03-22T23:15:39.572347;PR17_BVot_T2_FE.txt
Oullins;69;Rhône;12;12ème circonscription;16940.0;4305.0;12635.0;1081.0;304.0;11250.0;8455.0;2795.0;1;M;MACRON;Emmanuel;2;F;LE PEN;Marine;25.41;74.59;6.38;8.56;1.79;2.41;66.41;89.04;49.91;75.16;16.5;24.84;https://www.data.gouv.fr/api/1/datasets/r/2e3e44de-e584-4aa2-8148-670daf5617e1;2026-03-22T23:15:39.572347;PR17_BVot_T2_FE.txt
Ouroux;69;Rhône;09;9ème circonscription;242.0;48.0;194.0;21.0;3.0;170.0;105.0;65.0;1;M;MACRON;Emmanuel;2;F;LE PEN;Marine;19.83;80.17;8.68;10.82;1.24;1.55;70.25;87.63;43.39;61.76;26.86;38.24;https://www.data.gouv.fr/api/1/datasets/r/2e3e44de-e584-4aa2-8148-670daf5617e1;2026-03-22T23:15:39.572347;PR17_BVot_T2_FE.txt
Pierre-Bénite;69;Rhône;12;12ème circonscription;6412.0;2211.0;4201.0;346.0;111.0;3744.0;2663.0;1081.0;1;M;MACRON;Emmanuel;2;F;LE PEN;Marine;34.48;65.52;5.4;8.24;1.73;2.64;58.39;89.12;41.53;71.13;16.86;28.87;https://www.data.gouv.fr/api/1/datasets/r/2e3e44de-e584-4aa2-8148-670daf5617e1;2026-03-22T23:15:39.572347;PR17_BVot_T2_FE.txt
Poleymieux-au-Mont-d'Or;69;Rhône;05;5ème circonscription;779.0;118.0;661.0;54.0;19.0;588.0;446.0;142.0;1;M;MACRON;Emmanuel;2;F;LE PEN;Marine;15.15;84.85;6.93;8.17;2.44;2.87;75.48;88.96;57.25;75.85;18.23;24.15;https://www.data.gouv.fr/api/1/datasets/r/2e3e44de-e584-4aa2-8148-670daf5617e1;2026-03-22T23:15:39.572347;PR17_BVot_T2_FE.txt
Pollionnay;69;Rhône;10;10ème circonscription;1575.0;272.0;1303.0;131.0;28.0;1144.0;786.0;358.0;1;M;MACRON;Emmanuel;2;F;LE PEN;Marine;17.27;82.73;8.32;10.05;1.78;2.15;72.63;87.8;49.9;68.71;22.73;31.29;https://www.data.gouv.fr/api/1/datasets/r/2e3e44de-e584-4aa2-8148-670daf5617e1;2026-03-22T23:15:39.572347;PR17_BVot_T2_FE.txt
Pomeys;69;Rhône;10;10ème circonscription;866.0;135.0;731.0;64.0;12.0;655.0;469.0;186.0;1;M;MACRON;Emmanuel;2;F;LE PEN;Marine;15.59;84.41;7.39;8.76;1.39;1.64;75.64;89.6;54.16;71.6;21.48;28.4;https://www.data.gouv.fr/api/1/datasets/r/2e3e44de-e584-4aa2-8148-670daf5617e1;2026-03-22T23:15:39.572347;PR17_BVot_T2_FE.txt
Pommiers;69;Rhône;09;9ème circonscription;1863.0;298.0;1565.0;144.0;33.0;1388.0;1038.0;350.0;1;M;MACRON;Emmanuel;2;F;LE PEN;Marine;16.0;84.0;7.73;9.2;1.77;2.11;74.5;88.69;55.72;74.78;18.79;25.22;https://www.data.gouv.fr/api/1/datasets/r/2e3e44de-e584-4aa2-8148-670daf5617e1;2026-03-22T23:15:39.572347;PR17_BVot_T2_FE.txt
Pontcharra-sur-Turdine;69;Rhône;08;8ème circonscription;2025.0;520.0;1505.0;153.0;37.0;1315.0;813.0;502.0;1;M;MACRON;Emmanuel;2;F;LE PEN;Marine;25.68;74.32;7.56;10.17;1.83;2.46;64.94;87.38;40.15;61.83;24.79;38.17;https://www.data.gouv.fr/api/1/datasets/r/2e3e44de-e584-4aa2-8148-670daf5617e1;2026-03-22T23:15:39.572347;PR17_BVot_T2_FE.txt
Porte des Pierres Dorées;69;Rhône;09;9ème circonscription;2181.0;364.0;1817.0;146.0;62.0;1609.0;978.0;631.0;1;M;MACRON;Emmanuel;2;F;LE PEN;Marine;16.69;83.31;6.69;8.04;2.84;3.41;73.77;88.55;44.84;60.78;28.93;39.22;https://www.data.gouv.fr/api/1/datasets/r/2e3e44de-e584-4aa2-8148-670daf5617e1;2026-03-22T23:15:39.572347;PR17_BVot_T2_FE.txt
Poule-les-Echarmeaux;69;Rhône;08;8ème circonscription;850.0;203.0;647.0;69.0;15.0;563.0;310.0;253.0;1;M;MACRON;Emmanuel;2;F;LE PEN;Marine;23.88;76.12;8.12;10.66;1.76;2.32;66.24;87.02;36.47;55.06;29.76;44.94;https://www.data.gouv.fr/api/1/datasets/r/2e3e44de-e584-4aa2-8148-670daf5617e1;2026-03-22T23:15:39.572347;PR17_BVot_T2_FE.txt
Propières;69;Rhône;09;9ème circonscription;389.0;69.0;320.0;34.0;11.0;275.0;116.0;159.0;1;M;MACRON;Emmanuel;2;F;LE PEN;Marine;17.74;82.26;8.74;10.62;2.83;3.44;70.69;85.94;29.82;42.18;40.87;57.82;https://www.data.gouv.fr/api/1/datasets/r/2e3e44de-e584-4aa2-8148-670daf5617e1;2026-03-22T23:15:39.572347;PR17_BVot_T2_FE.txt
Pusignan;69;Rhône;13;13ème circonscription;2750.0;646.0;2104.0;176.0;50.0;1878.0;916.0;962.0;1;M;MACRON;Emmanuel;2;F;LE PEN;Marine;23.49;76.51;6.4;8.37;1.82;2.38;68.29;89.26;33.31;48.78;34.98;51.22;https://www.data.gouv.fr/api/1/datasets/r/2e3e44de-e584-4aa2-8148-670daf5617e1;2026-03-22T23:15:39.572347;PR17_BVot_T2_FE.txt
Quincieux;69;Rhône;05;5ème circonscription;2356.0;459.0;1897.0;178.0;42.0;1677.0;980.0;697.0;1;M;MACRON;Emmanuel;2;F;LE PEN;Marine;19.48;80.52;7.56;9.38;1.78;2.21;71.18;88.4;41.6;58.44;29.58;41.56;https://www.data.gouv.fr/api/1/datasets/r/2e3e44de-e584-4aa2-8148-670daf5617e1;2026-03-22T23:15:39.572347;PR17_BVot_T2_FE.txt
Quincié-en-Beaujolais;69;Rhône;09;9ème circonscription;1024.0;192.0;832.0;81.0;16.0;735.0;465.0;270.0;1;M;MACRON;Emmanuel;2;F;LE PEN;Marine;18.75;81.25;7.91;9.74;1.56;1.92;71.78;88.34;45.41;63.27;26.37;36.73;https://www.data.gouv.fr/api/1/datasets/r/2e3e44de-e584-4aa2-8148-670daf5617e1;2026-03-22T23:15:39.572347;PR17_BVot_T2_FE.txt
Ranchal;69;Rhône;08;8ème circonscription;263.0;59.0;204.0;19.0;1.0;184.0;108.0;76.0;1;M;MACRON;Emmanuel;2;F;LE PEN;Marine;22.43;77.57;7.22;9.31;0.38;0.49;69.96;90.2;41.06;58.7;28.9;41.3;https://www.data.gouv.fr/api/1/datasets/r/2e3e44de-e584-4aa2-8148-670daf5617e1;2026-03-22T23:15:39.572347;PR17_BVot_T2_FE.txt
Rillieux-la-Pape;69;Rhône;07;7ème circonscription;17317.0;5124.0;12193.0;903.0;283.0;11007.0;7910.0;3097.0;1;M;MACRON;Emmanuel;2;F;LE PEN;Marine;29.59;70.41;5.21;7.41;1.63;2.32;63.56;90.27;45.68;71.86;17.88;28.14;https://www.data.gouv.fr/api/1/datasets/r/2e3e44de-e584-4aa2-8148-670daf5617e1;2026-03-22T23:15:39.572347;PR17_BVot_T2_FE.txt
Riverie;69;Rhône;11;11ème circonscription;207.0;38.0;169.0;3.0;26.0;140.0;103.0;37.0;1;M;MACRON;Emmanuel;2;F;LE PEN;Marine;18.36;81.64;1.45;1.78;12.56;15.38;67.63;82.84;49.76;73.57;17.87;26.43;https://www.data.gouv.fr/api/1/datasets/r/2e3e44de-e584-4aa2-8148-670daf5617e1;2026-03-22T23:15:39.572347;PR17_BVot_T2_FE.txt
Rivolet;69;Rhône;09;9ème circonscription;422.0;71.0;351.0;30.0;12.0;309.0;201.0;108.0;1;M;MACRON;Emmanuel;2;F;LE PEN;Marine;16.82;83.18;7.11;8.55;2.84;3.42;73.22;88.03;47.63;65.05;25.59;34.95;https://www.data.gouv.fr/api/1/datasets/r/2e3e44de-e584-4aa2-8148-670daf5617e1;2026-03-22T23:15:39.572347;PR17_BVot_T2_FE.txt
Rochetaillée-sur-Saône;69;Rhône;05;5ème circonscription;900.0;179.0;721.0;61.0;24.0;636.0;488.0;148.0;1;M;MACRON;Emmanuel;2;F;LE PEN;Marine;19.89;80.11;6.78;8.46;2.67;3.33;70.67;88.21;54.22;76.73;16.44;23.27;https://www.data.gouv.fr/api/1/datasets/r/2e3e44de-e584-4aa2-8148-670daf5617e1;2026-03-22T23:15:39.572347;PR17_BVot_T2_FE.txt
Ronno;69;Rhône;08;8ème circonscription;527.0;101.0;426.0;45.0;9.0;372.0;202.0;170.0;1;M;MACRON;Emmanuel;2;F;LE PEN;Marine;19.17;80.83;8.54;10.56;1.71;2.11;70.59;87.32;38.33;54.3;32.26;45.7;https://www.data.gouv.fr/api/1/datasets/r/2e3e44de-e584-4aa2-8148-670daf5617e1;2026-03-22T23:15:39.572347;PR17_BVot_T2_FE.txt
Rontalon;69;Rhône;11;11ème circonscription;864.0;172.0;692.0;62.0;13.0;617.0;367.0;250.0;1;M;MACRON;Emmanuel;2;F;LE PEN;Marine;19.91;80.09;7.18;8.96;1.5;1.88;71.41;89.16;42.48;59.48;28.94;40.52;https://www.data.gouv.fr/api/1/datasets/r/2e3e44de-e584-4aa2-8148-670daf5617e1;2026-03-22T23:15:39.572347;PR17_BVot_T2_FE.txt
Régnié-Durette;69;Rhône;09;9ème circonscription;855.0;175.0;680.0;90.0;12.0;578.0;349.0;229.0;1;M;MACRON;Emmanuel;2;F;LE PEN;Marine;20.47;79.53;10.53;13.24;1.4;1.76;67.6;85.0;40.82;60.38;26.78;39.62;https://www.data.gouv.fr/api/1/datasets/r/2e3e44de-e584-4aa2-8148-670daf5617e1;2026-03-22T23:15:39.572347;PR17_BVot_T2_FE.txt
