id_commune,target_macron_wins_2022_t2,abstentions_2017_t1,abstentions_2017_t2,abstentions_2022_t1,blancs_2017_t1,blancs_2017_t2,blancs_2022_t1,exprimes_2017_t1,exprimes_2017_t2,exprimes_2022_t1,inscrits_2017_t1,inscrits_2017_t2,inscrits_2022_t1,insee_log_2021,insee_log_2022,insee_pop_2021,insee_pop_2022,nuls_2017_t1,nuls_2017_t2,nuls_2022_t1,pct_abs_ins_2017_t1,pct_abs_ins_2017_t2,pct_abs_ins_2022_t1,pct_blancs_ins_2017_t1,pct_blancs_ins_2017_t2,pct_blancs_ins_2022_t1,pct_nuls_ins_2017_t1,pct_nuls_ins_2017_t2,pct_nuls_ins_2022_t1,pct_vot_ins_2017_t1,pct_vot_ins_2017_t2,pct_vot_ins_2022_t1,sec_rate_cambriolages_de_logement_2021,sec_rate_cambriolages_de_logement_2022,sec_rate_destructions_et_degradations_volontaires_2021,sec_rate_destructions_et_degradations_volontaires_2022,sec_rate_escroqueries_et_fraudes_aux_moyens_de_paiement_2021,sec_rate_escroqueries_et_fraudes_aux_moyens_de_paiement_2022,sec_rate_trafic_de_stupefiants_2021,sec_rate_trafic_de_stupefiants_2022,sec_rate_usage_de_stupefiants_2021,sec_rate_usage_de_stupefiants_2022,sec_rate_usage_de_stupefiants_afd_2021,sec_rate_usage_de_stupefiants_afd_2022,sec_rate_violences_physiques_hors_cadre_familial_2021,sec_rate_violences_physiques_hors_cadre_familial_2022,sec_rate_violences_physiques_intrafamiliales_2021,sec_rate_violences_physiques_intrafamiliales_2022,sec_rate_violences_sexuelles_2021,sec_rate_violences_sexuelles_2022,sec_rate_vols_avec_armes_2021,sec_rate_vols_avec_armes_2022,sec_rate_vols_d_accessoires_sur_vehicules_2021,sec_rate_vols_d_accessoires_sur_vehicules_2022,sec_rate_vols_dans_les_vehicules_2021,sec_rate_vols_dans_les_vehicules_2022,sec_rate_vols_de_vehicule_2021,sec_rate_vols_de_vehicule_2022,sec_rate_vols_sans_violence_contre_des_personnes_2021,sec_rate_vols_sans_violence_contre_des_personnes_2022,sec_rate_vols_violents_sans_arme_2021,sec_rate_vols_violents_sans_arme_2022,share_arthaud_2017_t1,share_arthaud_2022_t1,share_asselineau_2017_t1,share_cheminade_2017_t1,share_dupont_aignan_2017_t1,share_dupont_aignan_2022_t1,share_fillon_2017_t1,share_hamon_2017_t1,share_hidalgo_2022_t1,share_jadot_2022_t1,share_lassalle_2017_t1,share_lassalle_2022_t1,share_le_pen_2017_t1,share_le_pen_2017_t2,share_le_pen_2022_t1,share_macron_2017_t1,share_macron_2017_t2,share_macron_2022_t1,share_melenchon_2017_t1,share_melenchon_2022_t1,share_pecresse_2022_t1,share_poutou_2017_t1,share_poutou_2022_t1,share_roussel_2022_t1,share_zemmour_2022_t1,votants_2017_t1,votants_2017_t2,votants_2022_t1
69-087,1,338.0,413.0,395.0,19.0,142.0,6.0,1920.0,1707.0,1922.0,2284.0,2284.0,2344.0,1213.0,1213.0,3043.0,3070.0,7.0,22.0,21.0,14.8,18.08,16.85,0.83,6.22,0.26,0.31,0.96,0.9,85.2,81.92,83.15,8.2447475,8.2447475,6.5724614,11.7263844,3.6148538,4.5602606,0.2719703,0.0,1.1568634,1.306157,1.1494177,1.7948427,1.448111,1.4219906,1.6599958,1.9820933,0.9771534,1.0619796,0.0,0.0,1.0621681,1.1839424,1.6728256,1.5184457,1.3269747,1.4076726,4.2720999,4.5602606,0.2640282,0.3546356,0.26,0.16,0.83,0.05,3.91,1.14,32.4,6.09,2.34,7.8,0.47,1.14,10.42,19.92,13.84,31.3,80.08,40.69,13.85,16.13,7.7,0.42,0.36,1.46,7.23,1946.0,1871.0,1949.0
69-088,1,1062.0,1260.0,1155.0,55.0,287.0,66.0,3631.0,3156.0,3758.0,4768.0,4768.0,4993.0,3543.0,3543.0,7047.0,7005.0,20.0,65.0,14.0,22.27,26.43,23.13,1.15,6.02,1.32,0.42,1.36,0.28,77.73,73.57,76.87,4.2334727,5.9268618,10.6428267,11.1349036,6.385696,8.2798001,0.2719703,0.3375502,1.5609479,2.1413276,1.2771392,1.1420414,2.2704697,2.7123483,2.1285653,2.8551035,0.9771534,1.0619796,0.1021803,0.1055371,1.4190436,1.7130621,8.6561657,6.2812277,1.8447566,4.1399001,4.9666525,7.8515346,0.2640282,0.3546356,0.41,0.56,1.27,0.14,5.29,2.37,24.9,5.15,1.86,5.19,0.72,1.25,16.69,27.76,17.35,27.87,72.24,34.73,16.91,19.9,5.53,0.66,0.72,1.38,9.15,3706.0,3508.0,3838.0
69-089,1,1623.0,1785.0,1745.0,129.0,611.0,124.0,7750.0,6947.0,8106.0,9523.0,9521.0,10008.0,6565.0,6565.0,15204.0,15664.0,21.0,178.0,33.0,17.04,18.75,17.44,1.35,6.42,1.24,0.22,1.87,0.33,82.96,81.25,82.56,6.702395,6.8547221,5.3275454,6.3202247,5.8537227,6.1287028,0.2719703,0.3375502,3.0255196,3.4473953,2.5651144,3.0643514,1.0523546,1.0214505,1.3812155,1.468335,0.9771534,0.8299285,0.1021803,0.1055371,1.5127598,1.0852911,1.7758485,2.6813075,1.7100763,2.4259448,5.7221784,8.6184883,0.2640282,0.3546356,0.41,0.51,0.74,0.15,4.45,1.96,27.6,6.41,1.83,6.96,0.79,1.75,11.82,20.47,14.26,31.78,79.53,37.49,15.16,17.97,6.72,0.68,0.42,1.73,8.4,7900.0,7736.0,8263.0
69-090,1,124.0,134.0,140.0,11.0,49.0,15.0,502.0,448.0,540.0,640.0,640.0,696.0,364.0,364.0,873.0,905.0,3.0,9.0,1.0,19.38,20.94,20.11,1.72,7.66,2.16,0.47,1.41,0.14,80.62,79.06,79.89,5.4772311,5.1599952,3.4469802,3.5081804,4.6269327,5.0485131,0.2719703,0.3375502,1.1568634,1.306157,0.0,0.0,1.448111,1.4219906,1.6599958,1.9820933,0.9771534,1.0619796,0.0,0.0,1.0621681,1.1839424,1.6728256,1.5184457,1.3269747,1.4076726,2.0730405,2.2745888,0.0,0.0,1.0,0.56,0.4,0.0,6.77,2.59,23.9,6.37,1.11,5.0,0.8,2.78,23.11,37.5,25.74,23.11,62.5,31.67,13.35,15.74,7.04,1.2,0.37,1.85,5.56,516.0,506.0,556.0
69-091,1,3986.0,4229.0,3846.0,121.0,495.0,77.0,7037.0,5750.0,7271.0,11196.0,11193.0,11231.0,9114.0,9114.0,20654.0,20943.0,52.0,719.0,37.0,35.6,37.78,34.24,1.08,4.42,0.69,0.46,6.42,0.33,64.4,62.22,65.76,8.2292769,6.4736978,13.8471967,12.7966385,4.9869275,5.0136084,0.2719703,0.7162298,7.4077661,9.4542329,5.519512,7.257795,5.6647623,5.6820895,4.5027598,5.8253354,1.5009199,1.7667001,0.1021803,0.1055371,2.324005,1.7667001,6.4394306,5.9208327,4.3575094,4.3928759,9.8770214,11.220933,1.4040864,0.7639784,0.68,0.61,1.88,0.17,2.97,1.38,9.17,5.33,0.91,2.57,0.75,1.72,22.14,31.69,20.13,19.45,68.31,16.23,36.35,44.89,2.27,1.11,0.63,2.93,5.74,7210.0,6964.0,7385.0
69-092,1,1353.0,1570.0,1573.0,60.0,351.0,74.0,4139.0,3543.0,4056.0,5572.0,5572.0,5723.0,3533.0,3533.0,7614.0,7824.0,20.0,108.0,20.0,24.28,28.18,27.49,1.08,6.3,1.29,0.36,1.94,0.35,75.72,71.82,72.51,10.7572128,12.1726355,6.3041765,5.7515337,6.8295246,5.3680982,0.2719703,0.3375502,1.4447071,1.4059305,1.1494177,1.7948427,3.0207512,3.3231084,1.8387182,2.5562372,1.8387182,1.1503067,0.1021803,0.1055371,1.4447071,1.0224949,2.1013922,2.5562372,1.8387182,2.3006135,4.7281324,6.390593,0.2640282,0.3546356,0.6,0.64,1.01,0.22,4.76,2.47,25.25,5.68,1.65,5.3,0.89,2.14,20.39,33.25,21.57,23.73,66.75,27.66,16.57,19.8,6.56,0.89,0.49,1.82,9.89,4219.0,4002.0,4150.0
69-093,1,161.0,179.0,191.0,24.0,53.0,11.0,581.0,518.0,614.0,766.0,766.0,819.0,671.0,671.0,1198.0,1212.0,0.0,16.0,3.0,21.02,23.37,23.32,3.13,6.92,1.34,0.0,2.09,0.37,78.98,76.63,76.68,5.4772311,5.1599952,3.4469802,7.4257426,5.8430718,5.0485131,0.0,0.0,0.0,0.0,0.0,0.0,1.448111,1.4219906,1.6599958,1.9820933,0.9771534,1.0619796,0.0,0.0,0.0,0.0,1.6728256,1.5184457,0.0,1.4076726,2.0730405,2.2745888,0.0,0.0,1.03,0.16,0.86,0.34,9.47,2.61,24.61,4.48,1.95,4.72,0.69,3.26,20.14,35.91,26.71,18.42,64.09,26.87,18.59,18.57,6.84,1.38,0.81,2.12,5.37,605.0,587.0,628.0
69-094,1,628.0,754.0,833.0,44.0,283.0,51.0,3285.0,2882.0,3515.0,3978.0,3981.0,4414.0,2802.0,2802.0,6094.0,6284.0,21.0,62.0,15.0,15.79,18.94,18.87,1.11,7.11,1.16,0.53,1.56,0.34,84.21,81.06,81.13,9.2804654,10.3512884,5.2510666,6.683641,5.7433541,6.2062381,0.2719703,0.3375502,1.3127667,1.4322088,1.1494177,1.7948427,1.448111,3.8192234,1.3127667,3.0235519,0.9771534,1.0619796,0.0,0.0,1.0621681,1.1839424,1.6728256,1.5184457,0.8204792,0.7956715,4.5946833,4.4557607,0.2640282,0.3546356,0.33,0.4,1.25,0.09,5.81,1.96,27.06,5.57,1.79,6.77,0.61,2.56,17.14,30.12,20.54,28.22,69.88,33.09,13.46,14.88,6.26,0.46,0.37,1.34,10.04,3350.0,3227.0,3581.0
69-095,1,74.0,101.0,80.0,11.0,48.0,12.0,506.0,433.0,535.0,597.0,597.0,629.0,386.0,386.0,829.0,831.0,6.0,15.0,2.0,12.4,16.92,12.72,1.84,8.04,1.91,1.01,2.51,0.32,87.6,83.08,87.28,5.4772311,5.1599952,3.4469802,3.5081804,4.6269327,5.0485131,0.0,0.0,0.0,0.0,0.0,0.0,1.448111,1.4219906,1.6599958,1.9820933,0.9771534,1.0619796,0.0,0.0,1.0621681,0.0,1.6728256,1.5184457,1.3269747,1.4076726,2.0730405,2.2745888,0.0,0.0,0.2,1.31,1.19,0.2,12.45,4.11,17.59,4.35,1.12,5.98,2.17,4.11,24.11,40.18,25.42,20.55,59.82,28.6,17.0,12.9,7.48,0.2,0.19,2.43,6.36,523.0,496.0,549.0
69-096,1,1720.0,1860.0,1440.0,85.0,386.0,58.0,4189.0,3625.0,4212.0,6024.0,6025.0,5740.0,4258.0,4258.0,9851.0,9941.0,30.0,154.0,30.0,28.55,30.87,25.09,1.41,6.41,1.01,0.5,2.56,0.52,71.45,69.13,74.91,6.8101504,5.6359865,8.324028,7.9468866,6.1922647,6.0356101,0.2719703,0.3375502,1.1568634,5.1302686,1.1494177,1.7948427,2.639326,3.1183986,3.1468886,1.9112765,1.0151254,1.005935,0.1021803,0.1055371,2.0302507,2.01187,3.4514263,3.7219596,2.5378134,2.01187,3.7559639,4.0237401,0.2640282,0.3546356,0.84,0.45,1.41,0.19,4.58,2.14,10.98,5.44,1.5,3.89,0.76,2.16,24.04,35.94,22.79,20.74,64.06,21.42,29.72,32.64,3.4,1.29,0.78,3.23,5.6,4304.0,4165.0,4300.0
69-097,0,120.0,132.0,124.0,12.0,43.0,11.0,496.0,451.0,513.0,632.0,632.0,650.0,321.0,321.0,756.0,739.0,4.0,6.0,2.0,18.99,20.89,19.08,1.9,6.8,1.69,0.63,0.95,0.31,81.01,79.11,80.92,24.955211,24.955211,3.4469802,3.5081804,4.6269327,5.0485131,0.0,0.0,1.1568634,1.306157,0.0,0.0,1.448111,1.4219906,1.6599958,1.9820933,0.9771534,1.0619796,0.0,0.0,1.0621681,1.1839424,1.6728256,1.5184457,1.3269747,1.4076726,2.0730405,2.2745888,0.2640282,0.0,0.81,0.97,0.6,0.0,3.83,0.78,16.13,5.65,0.97,6.82,0.4,3.9,32.06,47.01,34.11,23.59,52.99,21.83,15.52,17.74,3.7,1.41,0.58,1.56,7.02,512.0,500.0,526.0
69-098,0,48.0,63.0,62.0,3.0,29.0,7.0,254.0,208.0,283.0,306.0,306.0,352.0,223.0,223.0,488.0,481.0,1.0,6.0,0.0,15.69,20.59,17.61,0.98,9.48,1.99,0.33,1.96,0.0,84.31,79.41,82.39,5.4772311,5.1599952,3.4469802,3.5081804,4.6269327,5.0485131,0.0,0.0,1.1568634,1.306157,0.0,0.0,0.0,1.4219906,1.6599958,1.9820933,0.9771534,1.0619796,0.0,0.0,0.0,0.0,0.0,0.0,1.3269747,1.4076726,0.0,2.2745888,0.0,0.0,0.39,0.71,0.39,0.0,10.24,1.77,19.29,3.15,3.89,4.24,0.79,1.77,35.83,57.69,43.11,9.45,42.31,17.67,20.08,12.37,4.24,0.39,0.35,2.47,7.42,258.0,243.0,290.0
69-099,0,176.0,196.0,191.0,27.0,69.0,9.0,777.0,703.0,782.0,984.0,984.0,984.0,700.0,700.0,1431.0,1425.0,4.0,16.0,2.0,17.89,19.92,19.41,2.74,7.01,0.91,0.41,1.63,0.2,82.11,80.08,80.59,5.4772311,5.1599952,3.4469802,3.5081804,4.6269327,5.0485131,0.2719703,0.3375502,1.1568634,1.306157,1.1494177,1.7948427,1.448111,1.4219906,1.6599958,1.9820933,0.9771534,1.0619796,0.0,0.0,1.0621681,1.1839424,1.6728256,1.5184457,1.3269747,1.4076726,2.0730405,2.2745888,0.0,0.0,0.51,0.38,1.42,0.26,10.42,4.73,17.63,3.73,2.94,3.84,1.16,4.09,30.76,47.51,31.2,19.05,52.49,22.38,14.16,14.45,4.99,0.9,0.64,2.05,8.31,808.0,788.0,793.0
69-100,1,1266.0,1477.0,1191.0,98.0,453.0,58.0,4976.0,4343.0,5078.0,6366.0,6366.0,6349.0,3821.0,3821.0,8867.0,8909.0,26.0,93.0,22.0,19.89,23.2,18.76,1.54,7.12,0.91,0.41,1.46,0.35,80.11,76.8,81.24,4.7109412,9.9453202,10.1499944,10.326636,7.8944401,6.1735324,0.2719703,0.3375502,1.1568634,2.469413,1.1494177,1.7948427,1.1277772,1.7959367,2.368332,2.469413,1.1277772,1.1224604,0.1021803,0.1055371,3.3833315,1.7959367,4.2855532,7.0715007,2.7066652,3.2551353,6.9922183,4.0408576,0.2640282,0.3546356,0.66,0.55,0.92,0.2,5.25,1.87,20.04,6.07,1.89,5.28,0.72,2.09,20.56,31.98,20.09,25.96,68.02,30.64,18.89,20.58,5.02,0.72,0.55,2.64,8.8,5100.0,4889.0,5158.0
69-102,0,86.0,106.0,104.0,17.0,54.0,7.0,424.0,360.0,459.0,533.0,533.0,571.0,327.0,327.0,751.0,753.0,6.0,13.0,1.0,16.14,19.89,18.21,3.19,10.13,1.23,1.13,2.44,0.18,83.86,80.11,81.79,5.4772311,5.1599952,3.4469802,3.5081804,4.6269327,5.0485131,0.2719703,0.0,1.1568634,1.306157,0.0,0.0,1.448111,1.4219906,1.6599958,1.9820933,0.9771534,1.0619796,0.1021803,0.1055371,0.0,0.0,1.6728256,1.5184457,1.3269747,1.4076726,2.0730405,2.2745888,0.2640282,0.3546356,1.18,0.0,1.18,0.24,6.84,2.4,13.44,5.42,1.09,3.05,2.83,6.1,28.3,43.61,32.24,20.05,56.39,22.22,19.34,20.48,4.36,1.18,0.87,2.18,5.01,447.0,427.0,467.0
69-103,1,113.0,138.0,103.0,14.0,58.0,14.0,580.0,507.0,565.0,712.0,712.0,685.0,496.0,496.0,885.0,883.0,5.0,9.0,3.0,15.87,19.38,15.04,1.97,8.15,2.04,0.7,1.26,0.44,84.13,80.62,84.96,5.4772311,5.1599952,3.4469802,3.5081804,4.6269327,7.9275198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4219906,1.6599958,1.9820933,0.0,0.0,0.0,0.0,0.0,1.1839424,0.0,1.5184457,1.3269747,1.4076726,2.0730405,2.2745888,0.0,0.0,0.52,0.53,0.52,0.52,4.48,1.77,24.66,4.66,0.88,4.96,1.03,5.49,19.83,32.35,22.3,28.62,67.65,35.22,13.79,12.04,6.19,1.38,0.35,3.19,7.08,599.0,574.0,582.0
69-104,1,50.0,79.0,51.0,6.0,33.0,7.0,279.0,216.0,261.0,338.0,338.0,323.0,282.0,282.0,475.0,496.0,3.0,10.0,4.0,14.79,23.37,15.79,1.78,9.76,2.17,0.89,2.96,1.24,85.21,76.63,84.21,5.4772311,5.1599952,3.4469802,3.5081804,4.6269327,5.0485131,0.0,0.0,1.1568634,1.306157,0.0,0.0,0.0,0.0,1.6599958,1.9820933,0.9771534,1.0619796,0.0,0.0,0.0,0.0,1.6728256,1.5184457,0.0,0.0,2.0730405,2.2745888,0.0,0.0,1.08,0.77,1.08,0.0,6.45,3.45,25.09,6.09,0.0,4.6,1.79,7.28,27.24,50.0,21.84,12.9,50.0,24.14,16.85,13.79,7.28,1.43,1.15,1.53,14.18,288.0,259.0,272.0
69-105,1,94.0,103.0,121.0,16.0,58.0,15.0,611.0,547.0,683.0,724.0,724.0,823.0,475.0,475.0,1027.0,1029.0,3.0,16.0,4.0,12.98,14.23,14.7,2.21,8.01,1.82,0.41,2.21,0.49,87.02,85.77,85.3,5.4772311,5.1599952,6.8159688,3.5081804,4.6269327,5.0485131,0.0,0.0,1.1568634,1.306157,1.1494177,1.7948427,1.448111,0.0,1.6599958,1.9820933,0.0,1.0619796,0.0,0.0,1.0621681,1.1839424,1.6728256,1.5184457,1.3269747,1.4076726,2.0730405,2.2745888,0.0,0.0,0.49,0.29,0.98,0.65,5.24,2.2,27.66,3.76,1.17,6.44,0.98,2.34,23.08,36.2,20.79,23.9,63.8,36.9,12.77,13.47,7.03,0.49,1.02,1.17,7.17,630.0,621.0,702.0
69-106,1,93.0,115.0,108.0,0.0,67.0,12.0,730.0,639.0,823.0,834.0,834.0,944.0,501.0,501.0,1264.0,1334.0,11.0,13.0,1.0,11.15,13.79,11.44,0.0,8.03,1.27,1.32,1.56,0.11,88.85,86.21,88.56,13.9739846,5.1599952,3.4469802,3.5081804,4.6269327,4.4977511,0.2719703,0.3375502,1.1568634,1.306157,1.1494177,1.7948427,1.448111,1.4219906,1.6599958,1.9820933,0.0,1.0619796,0.0,0.0,1.0621681,1.1839424,1.6728256,1.5184457,1.3269747,1.4076726,2.0730405,2.2745888,0.0,0.0,0.14,0.12,0.41,0.0,4.66,1.82,33.15,4.25,2.19,6.2,0.27,2.07,19.73,35.68,21.14,26.85,64.32,33.17,10.0,12.39,7.05,0.55,0.61,0.85,12.39,741.0,719.0,836.0
69-107,0,137.0,155.0,147.0,16.0,70.0,5.0,584.0,509.0,606.0,744.0,744.0,759.0,556.0,556.0,1055.0,1051.0,7.0,10.0,1.0,18.41,20.83,19.37,2.15,9.41,0.66,0.94,1.34,0.13,81.59,79.17,80.63,5.4772311,5.1599952,3.4469802,10.4662226,4.6269327,5.0485131,0.2719703,0.3375502,0.0,1.306157,0.0,0.0,1.448111,1.4219906,1.6599958,1.9820933,0.9771534,1.0619796,0.0,0.0,1.0621681,1.1839424,1.6728256,1.5184457,1.3269747,1.4076726,5.6872038,2.2745888,0.0,0.0,1.2,0.83,1.03,0.68,8.05,3.14,19.52,4.45,1.98,4.29,1.37,3.47,26.54,44.6,33.66,20.21,55.4,23.1,16.61,14.03,6.6,0.34,0.5,2.31,6.11,607.0,589.0,612.0
69-108,1,96.0,127.0,119.0,8.0,49.0,16.0,571.0,493.0,617.0,675.0,675.0,753.0,498.0,498.0,1062.0,1082.0,0.0,6.0,1.0,14.22,18.81,15.8,1.19,7.26,2.12,0.0,0.89,0.13,85.78,81.19,84.2,5.4772311,5.1599952,3.4469802,3.5081804,4.6269327,5.0485131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6599958,1.9820933,0.9771534,1.0619796,0.0,0.0,1.0621681,1.1839424,1.6728256,0.0,1.3269747,1.4076726,2.0730405,2.2745888,0.0,0.0,0.7,0.65,1.58,0.18,5.6,3.73,18.91,5.43,1.3,5.51,0.53,2.59,30.12,43.41,26.58,21.54,56.59,29.82,14.71,15.88,4.38,0.7,0.0,1.3,8.27,579.0,548.0,634.0
69-109,1,96.0,140.0,131.0,20.0,68.0,10.0,556.0,453.0,547.0,677.0,677.0,690.0,431.0,431.0,854.0,851.0,5.0,16.0,2.0,14.18,20.68,18.99,2.95,10.04,1.45,0.74,2.36,0.29,85.82,79.32,81.01,5.4772311,5.1599952,3.4469802,3.5081804,4.6269327,5.0485131,0.0,0.0,0.0,0.0,0.0,0.0,1.448111,1.4219906,1.6599958,1.9820933,0.0,1.0619796,0.0,0.0,0.0,0.0,0.0,0.0,1.3269747,1.4076726,2.0730405,2.2745888,0.0,0.0,0.36,0.18,0.72,0.18,5.76,2.19,24.82,3.42,1.1,5.12,1.08,4.57,23.56,39.29,27.24,22.84,60.71,31.08,16.19,12.25,6.22,1.08,0.73,2.19,7.13,581.0,537.0,559.0
69-110,1,291.0,302.0,283.0,12.0,84.0,13.0,1110.0,1017.0,1136.0,1422.0,1422.0,1437.0,917.0,917.0,1834.0,1820.0,9.0,19.0,5.0,20.46,21.24,19.69,0.84,5.91,0.9,0.63,1.34,0.35,79.54,78.76,80.31,5.4772311,5.1599952,3.4469802,3.5081804,4.9073064,3.8461538,0.0,0.0,1.1568634,1.306157,0.0,0.0,1.448111,1.4219906,1.6599958,1.9820933,0.9771534,1.0619796,0.0,0.0,1.0621681,1.1839424,1.6728256,1.5184457,1.3269747,1.4076726,2.0730405,2.2745888,0.0,0.0,0.81,0.18,0.63,0.0,19.64,9.33,22.16,4.32,1.85,5.28,0.99,2.55,21.89,42.97,26.23,17.48,57.03,27.73,11.44,14.0,6.6,0.63,0.97,0.44,4.84,1131.0,1120.0,1154.0
69-111,1,62.0,76.0,79.0,9.0,37.0,6.0,418.0,369.0,417.0,489.0,489.0,502.0,296.0,296.0,691.0,699.0,0.0,7.0,0.0,12.68,15.54,15.74,1.84,7.57,1.2,0.0,1.43,0.0,87.32,84.46,84.26,5.4772311,5.1599952,3.4469802,3.5081804,4.6269327,5.0485131,0.2719703,0.3375502,1.1568634,1.306157,1.1494177,1.7948427,1.448111,0.0,1.6599958,1.9820933,0.9771534,1.0619796,0.0,0.0,1.0621681,1.1839424,1.6728256,1.5184457,1.3269747,1.4076726,2.0730405,2.2745888,0.2640282,0.3546356,0.24,0.72,1.44,0.0,5.98,2.16,22.01,6.22,1.44,5.28,0.96,3.12,20.1,34.42,25.18,22.97,65.58,27.34,18.42,18.71,3.84,1.67,0.48,2.64,9.11,427.0,413.0,423.0
69-112,1,724.0,923.0,856.0,49.0,279.0,59.0,3671.0,3199.0,4162.0,4458.0,4460.0,5091.0,2867.0,2867.0,6508.0,6541.0,14.0,59.0,14.0,16.24,20.7,16.81,1.1,6.26,1.16,0.31,1.32,0.27,83.76,79.3,83.19,18.8359158,17.789476,4.9170252,5.9623911,6.1462815,6.5739184,0.2719703,0.3375502,1.1568634,1.306157,1.1494177,1.7948427,3.995083,2.7518728,1.9975415,2.7518728,0.9219422,1.5288182,0.0,0.1055371,1.0621681,1.1839424,1.8438844,1.9874637,1.3829133,2.9047546,4.14874,4.280691,0.2640282,0.3546356,0.3,0.36,1.09,0.14,5.39,1.99,28.36,5.97,1.37,6.87,0.52,2.4,16.54,29.45,19.25,26.94,70.55,35.54,14.17,15.81,6.54,0.6,0.46,1.68,7.74,3734.0,3537.0,4235.0
69-113,1,73.0,87.0,90.0,3.0,51.0,11.0,489.0,425.0,503.0,575.0,575.0,607.0,395.0,395.0,903.0,907.0,10.0,12.0,3.0,12.7,15.13,14.83,0.52,8.87,1.81,1.74,2.09,0.49,87.3,84.87,85.17,5.4772311,5.1599952,3.4469802,3.5081804,4.6269327,5.0485131,0.0,0.3375502,0.0,1.306157,0.0,0.0,1.448111,1.4219906,1.6599958,1.9820933,0.9771534,1.0619796,0.0,0.0,0.0,0.0,1.6728256,1.5184457,1.3269747,1.4076726,2.0730405,2.2745888,0.0,0.0,1.02,0.4,0.2,0.2,9.0,2.78,18.2,4.91,1.59,7.75,0.82,5.77,21.47,32.47,21.67,22.49,67.53,29.42,20.04,17.89,4.17,1.64,1.39,1.79,5.37,502.0,488.0,517.0
69-115,1,524.0,644.0,647.0,20.0,203.0,47.0,2650.0,2306.0,2687.0,3233.0,3232.0,3393.0,2102.0,2102.0,4790.0,4749.0,39.0,79.0,12.0,16.21,19.93,19.07,0.62,6.28,1.39,1.21,2.44,0.35,83.79,80.07,80.93,15.7009894,20.458865,7.7244259,8.4228259,7.0981211,6.9488313,1.8789144,1.2634239,5.6367432,8.4228259,1.0438413,3.579701,1.4613779,1.8951358,1.8789144,3.1585597,0.9771534,1.0619796,0.1021803,0.0,2.2964509,1.1839424,1.6701461,2.5268478,1.0438413,1.6845652,4.1753653,5.0536955,0.2640282,0.3546356,0.23,0.37,1.09,0.15,5.36,2.34,25.96,4.91,1.67,4.35,0.75,1.97,21.96,34.56,22.89,25.17,65.44,31.0,13.89,19.39,5.62,0.53,0.37,1.41,8.6,2709.0,2588.0,2746.0
69-116,1,377.0,454.0,425.0,24.0,190.0,28.0,2158.0,1871.0,2272.0,2565.0,2565.0,2732.0,1794.0,1794.0,3838.0,3933.0,6.0,50.0,7.0,14.7,17.7,15.56,0.94,7.41,1.02,0.23,1.95,0.26,85.3,82.3,84.44,14.4952175,15.6102342,12.7670662,11.1873888,17.7175612,16.2725655,0.2719703,0.3375502,1.1568634,1.306157,1.1494177,1.7948427,1.448111,1.4219906,1.8238666,2.0340707,0.9771534,1.0619796,0.1021803,0.1055371,1.0621681,1.1839424,10.6826472,9.6618357,1.8238666,1.4076726,8.5982282,12.4586829,0.2640282,0.3546356,0.23,0.18,0.6,0.14,3.75,1.67,46.2,3.1,0.97,4.01,0.37,1.94,13.9,28.33,17.12,23.26,71.67,39.26,7.97,9.24,9.07,0.46,0.66,0.57,15.32,2188.0,2111.0,2307.0
69-117,1,473.0,553.0,429.0,19.0,138.0,28.0,2063.0,1850.0,2086.0,2565.0,2565.0,2550.0,1430.0,1430.0,3188.0,3193.0,10.0,24.0,7.0,18.44,21.56,16.82,0.74,5.38,1.1,0.39,0.94,0.27,81.56,78.44,83.18,16.0888978,9.0937248,6.9008783,4.0714062,4.7051443,10.6482931,0.0,0.3375502,1.1568634,1.306157,1.1494177,1.7948427,1.448111,1.4219906,1.6599958,1.9820933,0.9771534,1.0619796,0.0,0.1055371,1.5683814,1.1839424,1.5683814,2.5054807,1.3269747,1.4076726,4.391468,4.0714062,0.2640282,0.3546356,0.19,0.38,0.63,0.1,4.36,2.3,37.57,3.59,1.1,4.99,0.53,1.82,14.69,26.43,15.77,27.87,73.57,39.41,10.08,11.22,8.82,0.39,0.67,1.1,12.42,2092.0,2012.0,2121.0
69-118,0,316.0,416.0,396.0,32.0,183.0,22.0,1508.0,1232.0,1546.0,1865.0,1865.0,1965.0,1197.0,1197.0,2698.0,2736.0,9.0,34.0,1.0,16.94,22.31,20.15,1.72,9.81,1.12,0.48,1.82,0.05,83.06,77.69,79.85,10.8588979,5.8470989,6.3009637,7.6754386,6.6716086,3.6549708,0.2719703,0.0,1.1568634,1.306157,1.1494177,1.7948427,1.448111,1.4219906,1.6599958,1.9820933,0.9771534,1.0619796,0.0,0.0,1.0621681,1.1839424,1.8532246,1.5184457,3.7064492,1.4076726,2.0730405,2.2745888,0.0,0.3546356,0.4,0.19,0.99,0.27,6.9,3.04,21.15,3.38,0.78,2.72,1.26,3.1,27.85,46.19,31.76,20.76,53.81,24.0,15.92,15.65,5.43,1.13,1.1,2.13,10.09,1549.0,1449.0,1569.0
