id_commune,target_nuance,inscrits_2017_t2,abstentions_2017_t2,votants_2017_t2,blancs_2017_t2,nuls_2017_t2,exprimes_2017_t2,pct_abs_ins_2017_t2,pct_vot_ins_2017_t2,pct_blancs_ins_2017_t2,pct_nuls_ins_2017_t2,inscrits_2017_t1,abstentions_2017_t1,votants_2017_t1,blancs_2017_t1,nuls_2017_t1,exprimes_2017_t1,pct_abs_ins_2017_t1,pct_vot_ins_2017_t1,pct_blancs_ins_2017_t1,pct_nuls_ins_2017_t1,share_nuance_rem_2017_t2,share_nuance_rn_2017_t2,share_nuance_dlf_2017_t1,share_nuance_div_2017_t1,share_nuance_lr_2017_t1,share_nuance_rn_2017_t1,share_nuance_rem_2017_t1,share_nuance_soc_2017_t1,share_nuance_exg_2017_t1,share_nuance_res_2017_t1,share_nuance_fi_2017_t1,insee_pop,insee_log,sec_rate_cambriolages_de_logement,sec_count_cambriolages_de_logement,sec_rate_destructions_et_degradations_volontaires,sec_count_destructions_et_degradations_volontaires,sec_rate_escroqueries_et_fraudes_aux_moyens_de_paiement,sec_count_escroqueries_et_fraudes_aux_moyens_de_paiement,sec_rate_trafic_de_stupefiants,sec_count_trafic_de_stupefiants,sec_rate_usage_de_stupefiants,sec_count_usage_de_stupefiants,sec_rate_usage_de_stupefiants_afd,sec_count_usage_de_stupefiants_afd,sec_rate_violences_physiques_hors_cadre_familial,sec_count_violences_physiques_hors_cadre_familial,sec_rate_violences_physiques_intrafamiliales,sec_count_violences_physiques_intrafamiliales,sec_rate_violences_sexuelles,sec_count_violences_sexuelles,sec_rate_vols_avec_armes,sec_count_vols_avec_armes,sec_rate_vols_d_accessoires_sur_vehicules,sec_count_vols_d_accessoires_sur_vehicules,sec_rate_vols_dans_les_vehicules,sec_count_vols_dans_les_vehicules,sec_rate_vols_de_vehicule,sec_count_vols_de_vehicule,sec_rate_vols_sans_violence_contre_des_personnes,sec_count_vols_sans_violence_contre_des_personnes,sec_rate_vols_violents_sans_arme,sec_count_vols_violents_sans_arme
69069,REM,7961.0,1721.0,6240.0,507.0,154.0,5579.0,21.62,78.38,6.37,1.93,7961.0,1445.0,6516.0,88.0,28.0,6400.0,18.15,81.85,1.11,0.35,73.02,26.98,5.5,1.0899999999999999,27.08,16.33,28.44,5.67,1.11,0.61,14.17,12170.0,5707.0,6.3076954,36.0,7.5595727,92.0,6.1626952,75.0,0.3375502,1.7521368,3.1224322,38.0,2.3007395,28.0,1.232539,15.0,1.9720624,24.0,1.1503698,14.0,0.1055371,1.046875,1.1839424,2.7266667,1.3147083,16.0,2.3829088,29.0,6.409203,78.0,0.3546356,1.7640449
69070,RN,897.0,171.0,726.0,76.0,19.0,631.0,19.06,80.94,8.47,2.12,898.0,145.0,753.0,10.0,16.0,727.0,16.15,83.85,1.11,1.78,50.4,49.6,6.74,1.93,19.81,31.91,17.88,3.3,0.6900000000000001,1.93,15.82,1357.0,692.0,5.1599952,2.6492537,3.5081804,3.3106061,5.1584377,7.0,0.0,0.0,1.306157,3.0299401,0.0,0.0,1.4219906,2.721519,1.9820933,3.0404624,1.0619796,2.4517766,0.0,0.0,1.1839424,2.7266667,1.5184457,2.4964539,1.4076726,2.3846154,2.2745888,2.6805556,0.0,0.0
69071,REM,840.0,165.0,675.0,53.0,14.0,608.0,19.64,80.36,6.31,1.67,848.0,140.0,708.0,7.0,1.0,700.0,16.51,83.49,0.83,0.12,76.97,23.03,4.71,1.5699999999999998,30.14,12.29,26.86,6.29,1.2799999999999998,0.43,16.43,1186.0,496.0,10.0839183,5.0,3.5081804,3.3106061,5.0485131,4.2666667,0.0,0.0,1.306157,3.0299401,1.7948427,6.2348485,1.4219906,2.721519,1.9820933,3.0404624,1.0619796,2.4517766,0.0,0.0,1.1839424,2.7266667,1.5184457,2.4964539,1.4076726,2.3846154,2.2745888,2.6805556,0.3546356,1.7640449
69072,REM,6487.0,1447.0,5040.0,400.0,112.0,4528.0,22.31,77.69,6.17,1.73,6492.0,1210.0,5282.0,53.0,22.0,5207.0,18.64,81.36,0.82,0.34,78.6,21.4,4.55,0.82,38.28,11.29,28.92,4.71,0.71,0.61,10.1,8980.0,3911.0,11.2489278,44.0,7.4610245,67.0,9.3541203,84.0,0.3375502,1.7521368,6.013363,54.0,5.233853,47.0,1.6703786,15.0,3.3407572,30.0,1.8930958,17.0,0.1055371,1.046875,3.4521158,31.0,6.7928731,61.0,3.8975501,35.0,13.6971047,123.0,0.3546356,1.7640449
69074,REM,1129.0,175.0,954.0,88.0,15.0,851.0,15.5,84.5,7.79,1.33,1129.0,144.0,985.0,9.0,1.0,975.0,12.75,87.25,0.8,0.09,66.98,33.02,6.36,1.03,29.03,19.38,24.51,4.51,0.72,0.92,13.54,1574.0,707.0,14.1445926,10.0,3.5081804,3.3106061,3.1766201,5.0,0.3375502,1.7521368,1.306157,3.0299401,1.7948427,6.2348485,1.4219906,2.721519,1.9820933,3.0404624,1.0619796,2.4517766,0.0,0.0,1.1839424,2.7266667,1.5184457,2.4964539,1.4076726,2.3846154,2.2745888,2.6805556,0.0,0.0
69075,RN,126.0,21.0,105.0,6.0,0.0,99.0,16.67,83.33,4.76,0.0,126.0,13.0,113.0,3.0,0.0,110.0,10.32,89.68,2.38,0.0,45.45,54.55,11.82,2.73,17.27,33.64,19.09,4.55,0.91,0.91,9.09,196.0,88.0,5.1599952,2.6492537,3.5081804,3.3106061,5.0485131,4.2666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4076726,2.3846154,2.2745888,2.6805556,0.0,0.0
69076,REM,2178.0,395.0,1783.0,166.0,29.0,1588.0,18.14,81.86,7.62,1.33,2178.0,300.0,1878.0,28.0,3.0,1847.0,13.77,86.23,1.29,0.14,71.66,28.34,4.71,0.54,41.15,14.67,25.93,3.9,0.48,0.6,8.01,2607.0,1083.0,18.4735018,20.0,3.5081804,3.3106061,6.1373226,16.0,0.0,0.0,1.306157,3.0299401,1.7948427,6.2348485,1.4219906,2.721519,1.9820933,3.0404624,1.0619796,2.4517766,0.0,0.0,1.1839424,2.7266667,1.5184457,2.4964539,1.4076726,2.3846154,1.9179133,5.0,0.3546356,1.7640449
69077,RN,686.0,128.0,558.0,49.0,13.0,496.0,18.66,81.34,7.14,1.9,686.0,100.0,586.0,15.0,4.0,567.0,14.58,85.42,2.19,0.58,40.93,59.07,7.05,1.06,18.17,41.27,14.46,4.23,0.88,0.71,12.17,1178.0,435.0,5.1599952,2.6492537,3.5081804,3.3106061,5.0485131,4.2666667,0.3375502,1.7521368,1.306157,3.0299401,0.0,0.0,1.4219906,2.721519,1.9820933,3.0404624,1.0619796,2.4517766,0.0,0.0,16.1290323,19.0,20.3735144,24.0,1.4076726,2.3846154,2.2745888,2.6805556,0.0,0.0
69078,REM,577.0,97.0,480.0,30.0,6.0,444.0,16.81,83.19,5.2,1.04,577.0,68.0,509.0,14.0,3.0,492.0,11.79,88.21,2.43,0.52,65.09,34.91,12.4,1.63,19.72,26.22,19.51,4.47,1.83,1.02,13.21,842.0,372.0,5.1599952,2.6492537,3.5081804,3.3106061,5.0485131,4.2666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0619796,2.4517766,0.0,0.0,0.0,0.0,0.0,0.0,1.4076726,2.3846154,2.2745888,2.6805556,0.0,0.0
69080,RN,1235.0,212.0,1023.0,98.0,18.0,907.0,17.17,82.83,7.94,1.46,1235.0,177.0,1058.0,30.0,2.0,1026.0,14.33,85.67,2.43,0.16,55.24,44.76,6.73,1.1700000000000002,17.15,30.51,21.64,4.09,1.27,1.36,16.08,1940.0,765.0,11.7598961,9.0,3.0927835,6.0,5.0485131,4.2666667,0.0,0.0,1.306157,3.0299401,0.0,0.0,1.4219906,2.721519,1.9820933,3.0404624,1.0619796,2.4517766,0.0,0.0,1.1839424,2.7266667,1.5184457,2.4964539,1.4076726,2.3846154,2.2745888,2.6805556,0.0,0.0
69081,REM,13521.0,4254.0,9267.0,755.0,220.0,8292.0,31.46,68.54,5.58,1.63,13518.0,3709.0,9809.0,97.0,23.0,9689.0,27.44,72.56,0.72,0.17,79.55,20.45,3.12,0.88,43.77,9.99,26.79,3.43,0.57,0.54,10.91,18019.0,9034.0,11.1804841,101.0,5.0502248,91.0,5.3277096,96.0,0.3375502,1.7521368,0.6104667,11.0,0.2774849,5.0,1.6094123,29.0,1.9978911,36.0,1.0544425,19.0,0.1055371,1.046875,2.219879,40.0,5.6606915,102.0,2.1088851,38.0,8.1580554,147.0,1.2209335,22.0
69082,REM,202.0,31.0,171.0,31.0,1.0,139.0,15.35,84.65,15.35,0.5,202.0,15.0,187.0,2.0,0.0,185.0,7.43,92.57,0.99,0.0,53.96,46.04,5.95,0.54,31.89,23.78,20.0,5.41,0.54,1.08,10.81,278.0,154.0,0.0,0.0,3.5081804,3.3106061,5.0485131,4.2666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9820933,3.0404624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2745888,2.6805556,0.0,0.0
69083,REM,852.0,143.0,709.0,59.0,15.0,635.0,16.78,83.22,6.92,1.76,852.0,105.0,747.0,8.0,2.0,737.0,12.32,87.68,0.94,0.23,72.44,27.56,5.97,0.54,24.56,17.37,28.09,5.29,2.17,1.22,14.79,1169.0,471.0,5.1599952,2.6492537,3.5081804,3.3106061,5.0485131,4.2666667,0.0,0.0,1.306157,3.0299401,1.7948427,6.2348485,0.0,0.0,1.9820933,3.0404624,1.0619796,2.4517766,0.0,0.0,1.1839424,2.7266667,1.5184457,2.4964539,1.4076726,2.3846154,2.2745888,2.6805556,0.0,0.0
69084,REM,974.0,180.0,794.0,72.0,19.0,703.0,18.48,81.52,7.39,1.95,974.0,165.0,809.0,23.0,3.0,783.0,16.94,83.06,2.36,0.31,60.31,39.69,7.15,0.77,27.84,27.08,22.35,4.47,1.54,1.79,7.02,1351.0,768.0,5.1599952,2.6492537,3.5081804,3.3106061,5.0485131,4.2666667,0.0,0.0,0.0,0.0,0.0,0.0,1.4219906,2.721519,1.9820933,3.0404624,1.0619796,2.4517766,0.0,0.0,0.0,0.0,1.5184457,2.4964539,1.4076726,2.3846154,2.2745888,2.6805556,0.0,0.0
69085,REM,1034.0,157.0,877.0,84.0,21.0,772.0,15.18,84.82,8.12,2.03,1034.0,153.0,881.0,11.0,4.0,866.0,14.8,85.2,1.06,0.39,76.55,23.45,3.0,1.04,31.64,13.86,26.67,6.0,1.85,1.04,14.9,1549.0,645.0,5.1599952,2.6492537,3.5081804,3.3106061,10.9748225,17.0,0.3375502,1.7521368,1.306157,3.0299401,1.7948427,6.2348485,1.4219906,2.721519,1.9820933,3.0404624,1.0619796,2.4517766,0.0,0.0,1.1839424,2.7266667,9.0380891,14.0,1.4076726,2.3846154,2.2745888,2.6805556,0.0,0.0
69086,REM,1808.0,308.0,1500.0,120.0,27.0,1353.0,17.04,82.96,6.64,1.49,1808.0,281.0,1527.0,21.0,3.0,1503.0,15.54,84.46,1.16,0.17,69.33,30.67,4.79,1.5999999999999999,25.15,19.1,27.61,6.19,0.67,0.33,14.57,2299.0,1003.0,15.9577231,16.0,4.784689,11.0,6.0896042,14.0,0.3375502,1.7521368,1.306157,3.0299401,1.7948427,6.2348485,1.4219906,2.721519,1.9820933,3.0404624,1.0619796,2.4517766,0.0,0.0,1.1839424,2.7266667,1.5184457,2.4964539,1.4076726,2.3846154,2.1748586,5.0,0.3546356,1.7640449
69087,REM,2284.0,413.0,1871.0,142.0,22.0,1707.0,18.08,81.92,6.22,0.96,2284.0,338.0,1946.0,19.0,7.0,1920.0,14.8,85.2,0.83,0.31,80.08,19.92,3.91,0.88,32.4,10.42,31.3,6.09,0.6799999999999999,0.47,13.85,3070.0,1213.0,8.2447475,10.0,11.7263844,36.0,4.5602606,14.0,0.0,0.0,1.306157,3.0299401,1.7948427,6.2348485,1.4219906,2.721519,1.9820933,3.0404624,1.0619796,2.4517766,0.0,0.0,1.1839424,2.7266667,1.5184457,2.4964539,1.4076726,2.3846154,4.5602606,14.0,0.3546356,1.7640449
69088,REM,4768.0,1260.0,3508.0,287.0,65.0,3156.0,26.43,73.57,6.02,1.36,4768.0,1062.0,3706.0,55.0,20.0,3631.0,22.27,77.73,1.15,0.42,72.24,27.76,5.29,1.4100000000000001,24.9,16.69,27.87,5.15,1.07,0.72,16.91,7005.0,3543.0,5.9268618,21.0,11.1349036,78.0,8.2798001,58.0,0.3375502,1.7521368,2.1413276,15.0,1.1420414,8.0,2.7123483,19.0,2.8551035,20.0,1.0619796,2.4517766,0.1055371,1.046875,1.7130621,12.0,6.2812277,44.0,4.1399001,29.0,7.8515346,55.0,0.3546356,1.7640449
69089,REM,9521.0,1785.0,7736.0,611.0,178.0,6947.0,18.75,81.25,6.42,1.87,9523.0,1623.0,7900.0,129.0,21.0,7750.0,17.04,82.96,1.35,0.22,79.53,20.47,4.45,0.89,27.6,11.82,31.78,6.41,1.09,0.79,15.16,15664.0,6565.0,6.8547221,45.0,6.3202247,99.0,6.1287028,96.0,0.3375502,1.7521368,3.4473953,54.0,3.0643514,48.0,1.0214505,16.0,1.468335,23.0,0.8299285,13.0,0.1055371,1.046875,1.0852911,17.0,2.6813075,42.0,2.4259448,38.0,8.6184883,135.0,0.3546356,1.7640449
69090,REM,640.0,134.0,506.0,49.0,9.0,448.0,20.94,79.06,7.66,1.41,640.0,124.0,516.0,11.0,3.0,502.0,19.38,80.62,1.72,0.47,62.5,37.5,6.77,0.4,23.9,23.11,23.11,6.37,2.2,0.8,13.35,905.0,364.0,5.1599952,2.6492537,3.5081804,3.3106061,5.0485131,4.2666667,0.3375502,1.7521368,1.306157,3.0299401,0.0,0.0,1.4219906,2.721519,1.9820933,3.0404624,1.0619796,2.4517766,0.0,0.0,1.1839424,2.7266667,1.5184457,2.4964539,1.4076726,2.3846154,2.2745888,2.6805556,0.0,0.0
69091,FI,11193.0,4229.0,6964.0,495.0,719.0,5750.0,37.78,62.22,4.42,6.42,11196.0,3986.0,7210.0,121.0,52.0,7037.0,35.6,64.4,1.08,0.46,68.31,31.69,2.97,2.05,9.17,22.14,19.45,5.33,1.79,0.75,36.35,20943.0,9114.0,6.4736978,59.0,12.7966385,268.0,5.0136084,105.0,0.7162298,15.0,9.4542329,198.0,7.257795,152.0,5.6820895,119.0,5.8253354,122.0,1.7667001,37.0,0.1055371,1.046875,1.7667001,37.0,5.9208327,124.0,4.3928759,92.0,11.220933,235.0,0.7639784,16.0
69092,REM,5572.0,1570.0,4002.0,351.0,108.0,3543.0,28.18,71.82,6.3,1.94,5572.0,1353.0,4219.0,60.0,20.0,4139.0,24.28,75.72,1.08,0.36,66.75,33.25,4.76,1.23,25.25,20.39,23.73,5.68,1.49,0.89,16.57,7824.0,3533.0,12.1726355,43.0,5.7515337,45.0,5.3680982,42.0,0.3375502,1.7521368,1.4059305,11.0,1.7948427,6.2348485,3.3231084,26.0,2.5562372,20.0,1.1503067,9.0,0.1055371,1.046875,1.0224949,8.0,2.5562372,20.0,2.3006135,18.0,6.390593,50.0,0.3546356,1.7640449
69093,REM,766.0,179.0,587.0,53.0,16.0,518.0,23.37,76.63,6.92,2.09,766.0,161.0,605.0,24.0,0.0,581.0,21.02,78.98,3.13,0.0,64.09,35.91,9.47,1.2,24.61,20.14,18.42,4.48,2.41,0.69,18.59,1212.0,671.0,5.1599952,2.6492537,7.4257426,9.0,5.0485131,4.2666667,0.0,0.0,0.0,0.0,0.0,0.0,1.4219906,2.721519,1.9820933,3.0404624,1.0619796,2.4517766,0.0,0.0,0.0,0.0,1.5184457,2.4964539,1.4076726,2.3846154,2.2745888,2.6805556,0.0,0.0
69094,REM,3981.0,754.0,3227.0,283.0,62.0,2882.0,18.94,81.06,7.11,1.56,3978.0,628.0,3350.0,44.0,21.0,3285.0,15.79,84.21,1.11,0.53,69.88,30.12,5.81,1.34,27.06,17.14,28.22,5.57,0.79,0.61,13.46,6284.0,2802.0,10.3512884,29.0,6.683641,42.0,6.2062381,39.0,0.3375502,1.7521368,1.4322088,9.0,1.7948427,6.2348485,3.8192234,24.0,3.0235519,19.0,1.0619796,2.4517766,0.0,0.0,1.1839424,2.7266667,1.5184457,2.4964539,0.7956715,5.0,4.4557607,28.0,0.3546356,1.7640449
69095,REM,597.0,101.0,496.0,48.0,15.0,433.0,16.92,83.08,8.04,2.51,597.0,74.0,523.0,11.0,6.0,506.0,12.4,87.6,1.84,1.01,59.82,40.18,12.45,1.39,17.59,24.11,20.55,4.35,0.4,2.17,17.0,831.0,386.0,5.1599952,2.6492537,3.5081804,3.3106061,5.0485131,4.2666667,0.0,0.0,0.0,0.0,0.0,0.0,1.4219906,2.721519,1.9820933,3.0404624,1.0619796,2.4517766,0.0,0.0,0.0,0.0,1.5184457,2.4964539,1.4076726,2.3846154,2.2745888,2.6805556,0.0,0.0
69096,FI,6025.0,1860.0,4165.0,386.0,154.0,3625.0,30.87,69.13,6.41,2.56,6024.0,1720.0,4304.0,85.0,30.0,4189.0,28.55,71.45,1.41,0.5,64.06,35.94,4.58,1.5999999999999999,10.98,24.04,20.74,5.44,2.13,0.76,29.72,9941.0,4258.0,5.6359865,24.0,7.9468866,79.0,6.0356101,60.0,0.3375502,1.7521368,5.1302686,51.0,1.7948427,6.2348485,3.1183986,31.0,1.9112765,19.0,1.005935,10.0,0.1055371,1.046875,2.01187,20.0,3.7219596,37.0,2.01187,20.0,4.0237401,40.0,0.3546356,1.7640449
69097,RN,632.0,132.0,500.0,43.0,6.0,451.0,20.89,79.11,6.8,0.95,632.0,120.0,512.0,12.0,4.0,496.0,18.99,81.01,1.9,0.63,52.99,47.01,3.83,0.6,16.13,32.06,23.59,5.65,2.2199999999999998,0.4,15.52,739.0,321.0,24.955211,8.0,3.5081804,3.3106061,5.0485131,4.2666667,0.0,0.0,1.306157,3.0299401,0.0,0.0,1.4219906,2.721519,1.9820933,3.0404624,1.0619796,2.4517766,0.0,0.0,1.1839424,2.7266667,1.5184457,2.4964539,1.4076726,2.3846154,2.2745888,2.6805556,0.0,0.0
69098,RN,306.0,63.0,243.0,29.0,6.0,208.0,20.59,79.41,9.48,1.96,306.0,48.0,258.0,3.0,1.0,254.0,15.69,84.31,0.98,0.33,42.31,57.69,10.24,0.39,19.29,35.83,9.45,3.15,0.78,0.79,20.08,481.0,223.0,5.1599952,2.6492537,3.5081804,3.3106061,5.0485131,4.2666667,0.0,0.0,1.306157,3.0299401,0.0,0.0,1.4219906,2.721519,1.9820933,3.0404624,1.0619796,2.4517766,0.0,0.0,0.0,0.0,0.0,0.0,1.4076726,2.3846154,2.2745888,2.6805556,0.0,0.0
69099,RN,984.0,196.0,788.0,69.0,16.0,703.0,19.92,80.08,7.01,1.63,984.0,176.0,808.0,27.0,4.0,777.0,17.89,82.11,2.74,0.41,52.49,47.51,10.42,1.68,17.63,30.76,19.05,3.73,1.4100000000000001,1.16,14.16,1425.0,700.0,5.1599952,2.6492537,3.5081804,3.3106061,5.0485131,4.2666667,0.3375502,1.7521368,1.306157,3.0299401,1.7948427,6.2348485,1.4219906,2.721519,1.9820933,3.0404624,1.0619796,2.4517766,0.0,0.0,1.1839424,2.7266667,1.5184457,2.4964539,1.4076726,2.3846154,2.2745888,2.6805556,0.0,0.0
69100,REM,6366.0,1477.0,4889.0,453.0,93.0,4343.0,23.2,76.8,7.12,1.46,6366.0,1266.0,5100.0,98.0,26.0,4976.0,19.89,80.11,1.54,0.41,68.02,31.98,5.25,1.12,20.04,20.56,25.96,6.07,1.38,0.72,18.89,8909.0,3821.0,9.9453202,38.0,10.326636,92.0,6.1735324,55.0,0.3375502,1.7521368,2.469413,22.0,1.7948427,6.2348485,1.7959367,16.0,2.469413,22.0,1.1224604,10.0,0.1055371,1.046875,1.7959367,16.0,7.0715007,63.0,3.2551353,29.0,4.0408576,36.0,0.3546356,1.7640449
69102,RN,533.0,106.0,427.0,54.0,13.0,360.0,19.89,80.11,10.13,2.44,533.0,86.0,447.0,17.0,6.0,424.0,16.14,83.86,3.19,1.13,56.39,43.61,6.84,1.42,13.44,28.3,20.05,5.42,2.36,2.83,19.34,753.0,327.0,5.1599952,2.6492537,3.5081804,3.3106061,5.0485131,4.2666667,0.0,0.0,1.306157,3.0299401,0.0,0.0,1.4219906,2.721519,1.9820933,3.0404624,1.0619796,2.4517766,0.1055371,1.046875,0.0,0.0,1.5184457,2.4964539,1.4076726,2.3846154,2.2745888,2.6805556,0.3546356,1.7640449
69103,REM,712.0,138.0,574.0,58.0,9.0,507.0,19.38,80.62,8.15,1.26,712.0,113.0,599.0,14.0,5.0,580.0,15.87,84.13,1.97,0.7,67.65,32.35,4.48,1.04,24.66,19.83,28.62,4.66,1.9,1.03,13.79,883.0,496.0,5.1599952,2.6492537,3.5081804,3.3106061,7.9275198,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4219906,2.721519,1.9820933,3.0404624,0.0,0.0,0.0,0.0,1.1839424,2.7266667,1.5184457,2.4964539,1.4076726,2.3846154,2.2745888,2.6805556,0.0,0.0
69104,REM,338.0,79.0,259.0,33.0,10.0,216.0,23.37,76.63,9.76,2.96,338.0,50.0,288.0,6.0,3.0,279.0,14.79,85.21,1.78,0.89,50.0,50.0,6.45,1.08,25.09,27.24,12.9,6.09,2.51,1.79,16.85,496.0,282.0,5.1599952,2.6492537,3.5081804,3.3106061,5.0485131,4.2666667,0.0,0.0,1.306157,3.0299401,0.0,0.0,0.0,0.0,1.9820933,3.0404624,1.0619796,2.4517766,0.0,0.0,0.0,0.0,1.5184457,2.4964539,0.0,0.0,2.2745888,2.6805556,0.0,0.0
69105,REM,724.0,103.0,621.0,58.0,16.0,547.0,14.23,85.77,8.01,2.21,724.0,94.0,630.0,16.0,3.0,611.0,12.98,87.02,2.21,0.41,63.8,36.2,5.24,1.63,27.66,23.08,23.9,3.76,0.98,0.98,12.77,1029.0,475.0,5.1599952,2.6492537,3.5081804,3.3106061,5.0485131,4.2666667,0.0,0.0,1.306157,3.0299401,1.7948427,6.2348485,0.0,0.0,1.9820933,3.0404624,1.0619796,2.4517766,0.0,0.0,1.1839424,2.7266667,1.5184457,2.4964539,1.4076726,2.3846154,2.2745888,2.6805556,0.0,0.0
69106,REM,834.0,115.0,719.0,67.0,13.0,639.0,13.79,86.21,8.03,1.56,834.0,93.0,741.0,0.0,11.0,730.0,11.15,88.85,0.0,1.32,64.32,35.68,4.66,0.41,33.15,19.73,26.85,4.25,0.6900000000000001,0.27,10.0,1334.0,501.0,5.1599952,2.6492537,3.5081804,3.3106061,4.4977511,6.0,0.3375502,1.7521368,1.306157,3.0299401,1.7948427,6.2348485,1.4219906,2.721519,1.9820933,3.0404624,1.0619796,2.4517766,0.0,0.0,1.1839424,2.7266667,1.5184457,2.4964539,1.4076726,2.3846154,2.2745888,2.6805556,0.0,0.0
69107,RN,744.0,155.0,589.0,70.0,10.0,509.0,20.83,79.17,9.41,1.34,744.0,137.0,607.0,16.0,7.0,584.0,18.41,81.59,2.15,0.94,55.4,44.6,8.05,1.71,19.52,26.54,20.21,4.45,1.54,1.37,16.61,1051.0,556.0,5.1599952,2.6492537,10.4662226,11.0,5.0485131,4.2666667,0.3375502,1.7521368,1.306157,3.0299401,0.0,0.0,1.4219906,2.721519,1.9820933,3.0404624,1.0619796,2.4517766,0.0,0.0,1.1839424,2.7266667,1.5184457,2.4964539,1.4076726,2.3846154,2.2745888,2.6805556,0.0,0.0
69108,REM,675.0,127.0,548.0,49.0,6.0,493.0,18.81,81.19,7.26,0.89,675.0,96.0,579.0,8.0,0.0,571.0,14.22,85.78,1.19,0.0,56.59,43.41,5.6,1.76,18.91,30.12,21.54,5.43,1.4,0.53,14.71,1082.0,498.0,5.1599952,2.6492537,3.5081804,3.3106061,5.0485131,4.2666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9820933,3.0404624,1.0619796,2.4517766,0.0,0.0,1.1839424,2.7266667,0.0,0.0,1.4076726,2.3846154,2.2745888,2.6805556,0.0,0.0
69109,REM,677.0,140.0,537.0,68.0,16.0,453.0,20.68,79.32,10.04,2.36,677.0,96.0,581.0,20.0,5.0,556.0,14.18,85.82,2.95,0.74,60.71,39.29,5.76,0.8999999999999999,24.82,23.56,22.84,3.42,1.44,1.08,16.19,851.0,431.0,5.1599952,2.6492537,3.5081804,3.3106061,5.0485131,4.2666667,0.0,0.0,0.0,0.0,0.0,0.0,1.4219906,2.721519,1.9820933,3.0404624,1.0619796,2.4517766,0.0,0.0,0.0,0.0,0.0,0.0,1.4076726,2.3846154,2.2745888,2.6805556,0.0,0.0
69110,REM,1422.0,302.0,1120.0,84.0,19.0,1017.0,21.24,78.76,5.91,1.34,1422.0,291.0,1131.0,12.0,9.0,1110.0,20.46,79.54,0.84,0.63,57.03,42.97,19.64,0.63,22.16,21.89,17.48,4.32,1.44,0.99,11.44,1820.0,917.0,5.1599952,2.6492537,3.5081804,3.3106061,3.8461538,7.0,0.0,0.0,1.306157,3.0299401,0.0,0.0,1.4219906,2.721519,1.9820933,3.0404624,1.0619796,2.4517766,0.0,0.0,1.1839424,2.7266667,1.5184457,2.4964539,1.4076726,2.3846154,2.2745888,2.6805556,0.0,0.0
69111,REM,489.0,76.0,413.0,37.0,7.0,369.0,15.54,84.46,7.57,1.43,489.0,62.0,427.0,9.0,0.0,418.0,12.68,87.32,1.84,0.0,65.58,34.42,5.98,1.44,22.01,20.1,22.97,6.22,1.91,0.96,18.42,699.0,296.0,5.1599952,2.6492537,3.5081804,3.3106061,5.0485131,4.2666667,0.3375502,1.7521368,1.306157,3.0299401,1.7948427,6.2348485,0.0,0.0,1.9820933,3.0404624,1.0619796,2.4517766,0.0,0.0,1.1839424,2.7266667,1.5184457,2.4964539,1.4076726,2.3846154,2.2745888,2.6805556,0.3546356,1.7640449
69112,REM,4460.0,923.0,3537.0,279.0,59.0,3199.0,20.7,79.3,6.26,1.32,4458.0,724.0,3734.0,49.0,14.0,3671.0,16.24,83.76,1.1,0.31,70.55,29.45,5.39,1.23,28.36,16.54,26.94,5.97,0.8999999999999999,0.52,14.17,6541.0,2867.0,17.789476,51.0,5.9623911,39.0,6.5739184,43.0,0.3375502,1.7521368,1.306157,3.0299401,1.7948427,6.2348485,2.7518728,18.0,2.7518728,18.0,1.5288182,10.0,0.1055371,1.046875,1.1839424,2.7266667,1.9874637,13.0,2.9047546,19.0,4.280691,28.0,0.3546356,1.7640449
69113,REM,575.0,87.0,488.0,51.0,12.0,425.0,15.13,84.87,8.87,2.09,575.0,73.0,502.0,3.0,10.0,489.0,12.7,87.3,0.52,1.74,67.53,32.47,9.0,0.4,18.2,21.47,22.49,4.91,2.66,0.82,20.04,907.0,395.0,5.1599952,2.6492537,3.5081804,3.3106061,5.0485131,4.2666667,0.3375502,1.7521368,1.306157,3.0299401,0.0,0.0,1.4219906,2.721519,1.9820933,3.0404624,1.0619796,2.4517766,0.0,0.0,0.0,0.0,1.5184457,2.4964539,1.4076726,2.3846154,2.2745888,2.6805556,0.0,0.0
69115,REM,3232.0,644.0,2588.0,203.0,79.0,2306.0,19.93,80.07,6.28,2.44,3233.0,524.0,2709.0,20.0,39.0,2650.0,16.21,83.79,0.62,1.21,65.44,34.56,5.36,1.24,25.96,21.96,25.17,4.91,0.76,0.75,13.89,4749.0,2102.0,20.458865,43.0,8.4228259,40.0,6.9488313,33.0,1.2634239,6.0,8.4228259,40.0,3.579701,17.0,1.8951358,9.0,3.1585597,15.0,1.0619796,2.4517766,0.0,0.0,1.1839424,2.7266667,2.5268478,12.0,1.6845652,8.0,5.0536955,24.0,0.3546356,1.7640449
